Ssn,TestTrial,Cond,WordCategory,StudyTrial,Cue,Target,Resp,Corr,Conf,RespType,OldSsn,OldRespType,nCorr,NoRec,Incorr,SimpleResp,Expt
31,15,2,1,2,57,systems,watch,0,2,7,31,7,0,0,1,3,1
31,16,2,1,5,126,fellow,dance,0,1,7,31,7,0,0,1,3,1
31,17,1,1,6,104,sign,food,0,2,7,31,7,0,0,1,3,1
31,18,2,2,1,42,sweet,teach,0,1,7,31,7,0,0,1,3,1
31,19,1,2,7,17,study,money,0,2,5,31,3,0,0,1,3,1
31,20,2,1,12,36,industrial,hair,0,1,7,31,7,0,0,1,3,1
31,21,2,2,13,71,lord,faith,0,4,7,31,5,0,0,1,3,1
31,22,1,2,17,190,support,watch,0,2,7,31,7,0,0,1,3,1
31,23,1,2,18,33,assume,evil,0,1,7,31,7,0,0,1,3,1
31,24,2,2,16,68,step,study,0,2,4,31,12,0,0,1,3,1
32,1,1,2,13,157,captain,captain,1,6,1,32,8,1,0,0,1,1
32,2,1,1,3,15,prevent,something,0,1,5,32,8,0,0,1,3,1
32,3,2,2,12,53,stock,bridge,0,1,4,32,8,0,0,1,3,1
32,4,2,2,5,39,flesh,something,0,1,5,32,8,0,0,1,3,1
32,5,2,1,14,10,something,smart,0,1,7,32,8,0,0,1,3,1
32,6,1,1,9,124,acting,confident,0,1,7,32,8,0,0,1,3,1
32,7,2,1,11,204,boys,pretty,0,2,7,32,8,0,0,1,3,1
32,8,1,2,2,86,plans,prevent,0,3,3,32,8,0,0,1,3,1
32,9,1,2,4,202,ancient,clueless,0,1,7,32,8,0,0,1,3,1
32,10,1,1,17,203,smith,thing,0,2,6,32,8,0,0,1,3,1
32,11,2,2,18,49,aware,bridge,0,2,4,32,8,0,0,1,3,1
32,12,2,1,20,91,least,worried,0,1,7,32,8,0,0,1,3,1
32,13,2,1,21,8,tell,thing,0,1,6,32,8,0,0,1,3,1
32,14,2,2,16,37,broad,broad,1,1,1,32,8,1,0,0,1,1
32,15,1,2,22,64,park,park,1,5,1,32,8,1,0,0,1,1
32,16,2,1,6,24,food,prevention,0,1,7,32,8,0,0,1,3,1
32,17,1,1,1,14,cutting,no idea,0,1,7,32,8,0,0,1,3,1
32,18,2,1,23,79,exist,smart,0,1,7,32,8,0,0,1,3,1
32,19,2,2,7,68,frank,smith,0,2,4,32,8,0,0,1,3,1
32,20,1,1,15,59,held,crazy,0,1,7,32,8,0,0,1,3,1
32,21,2,2,8,44,demand,up,0,1,7,32,8,0,0,1,3,1
32,22,1,2,19,131,beauty,creep,0,1,7,32,8,0,0,1,3,1
32,23,1,1,24,11,bridge,ball,0,1,7,32,8,0,0,1,3,1
32,24,1,2,10,23,motion,smith,0,3,3,32,8,0,0,1,3,1
33,1,2,2,19,79,lips,lips,1,5,1,33,1,1,0,0,1,1
33,2,2,2,17,24,give,give,1,5,1,33,1,1,0,0,1,1
33,3,1,1,20,128,nuclear,nuclear,1,5,1,33,1,1,0,0,1,1
33,4,2,2,1,83,daughter,daughter,1,5,1,33,1,1,0,0,1,1
33,5,1,1,21,43,stress,stress,1,5,1,33,1,1,0,0,1,1
33,6,2,2,22,4,dust,region,0,1,4,33,12,0,0,1,3,1
33,7,2,1,23,110,ought,region,0,1,4,33,12,0,0,1,3,1
33,8,1,1,24,124,acting,acting,1,5,1,33,1,1,0,0,1,1
33,9,1,2,3,162,sure,sure,1,5,1,33,1,1,0,0,1,1
33,10,2,1,10,11,crowd,crowd,1,2,1,33,1,1,0,0,1,1
33,11,2,2,7,125,lake,class,0,1,7,33,7,0,0,1,3,1
33,12,2,1,2,17,examples,region,0,1,4,33,12,0,0,1,3,1
33,13,2,1,12,89,hero,hero,1,5,1,33,1,1,0,0,1,1
33,14,1,1,14,93,welcome,welcome,1,3,1,33,1,1,0,0,1,1
33,15,1,1,16,210,spend,spend,1,5,1,33,1,1,0,0,1,1
33,16,1,2,5,185,region,region,1,5,1,33,1,1,0,0,1,1
33,17,1,2,11,137,plane,event,0,3,7,33,7,0,0,1,3,1
33,18,2,2,18,105,central,wide,0,1,6,33,4,0,0,1,3,1
33,19,2,1,6,36,happened,event,0,2,7,33,7,0,0,1,3,1
33,20,1,1,8,88,economy,economy,1,5,1,33,1,1,0,0,1,1
33,21,1,2,9,109,program,program,1,4,1,33,1,1,0,0,1,1
33,22,1,2,13,21,human,human,1,6,1,33,1,1,0,0,1,1
33,23,1,2,4,12,weather,weather,1,4,1,33,1,1,0,0,1,1
33,24,2,1,15,1,drop,drop,1,6,1,33,1,1,0,0,1,1
34,1,2,2,4,77,seek,rise,0,1,7,34,8,0,0,1,3,1
34,2,2,1,9,174,garden,grow,0,1,7,34,8,0,0,1,3,1
34,3,2,1,5,210,again,lady,0,1,7,34,8,0,0,1,3,1
34,4,1,1,19,31,park,right,0,2,3,34,8,0,0,1,3,1
34,5,2,2,1,156,says,grow,0,1,7,34,8,0,0,1,3,1
34,6,2,2,18,126,began,one,0,1,7,34,8,0,0,1,3,1
34,7,2,1,2,178,ages,caught,0,1,5,34,8,0,0,1,3,1
34,8,2,1,6,40,sharp,sharp,1,4,1,34,8,1,0,0,1,1
34,9,1,2,8,114,murder,natural,0,2,4,34,8,0,0,1,3,1
34,10,2,2,10,161,chest,chest,1,5,1,34,8,1,0,0,1,1
34,11,1,1,16,208,sales,lonmg,0,1,7,34,8,0,0,1,3,1
34,12,1,2,17,139,clean,hair,0,1,7,34,8,0,0,1,3,1
34,13,1,2,20,206,long,fifteen,0,1,7,34,8,0,0,1,3,1
34,14,1,1,21,207,parents,lomg,0,1,7,34,8,0,0,1,3,1
34,15,1,1,13,171,rising,caught,0,3,5,34,8,0,0,1,3,1
34,16,2,2,3,66,film,convict,0,6,7,34,8,0,0,1,3,1
34,17,1,1,22,201,beach,f,0,1,7,34,8,0,0,1,3,1
34,18,2,2,11,195,growth,blue,0,1,7,34,8,0,0,1,3,1
34,19,1,1,15,157,feeling,natural,0,4,3,34,8,0,0,1,3,1
34,20,1,2,14,176,natural,eyebrow,0,1,7,34,8,0,0,1,3,1
34,21,2,1,24,6,newspaper,long,0,3,4,34,8,0,0,1,3,1
34,22,1,2,12,88,fair,uh,0,1,7,34,8,0,0,1,3,1
34,23,2,1,23,76,caught,caught,1,3,1,34,8,1,0,0,1,1
34,24,1,2,7,41,right,right,1,3,1,34,8,1,0,0,1,1
35,1,1,1,12,38,waiting,waiting,1,6,1,35,8,1,0,0,1,1
35,2,1,1,4,188,payment,demands,0,1,7,35,8,0,0,1,3,1
35,3,2,2,15,202,systems,systems,1,6,1,35,8,1,0,0,1,1
35,4,2,1,6,197,boat,giving,0,1,7,35,8,0,0,1,3,1
35,5,2,1,10,142,group,group,1,6,1,35,8,1,0,0,1,1
35,6,1,2,16,182,wheel,excited,0,1,7,35,8,0,0,1,3,1
35,7,1,2,20,189,window,window,1,6,1,35,8,1,0,0,1,1
35,8,2,2,5,3,driving,love,0,1,7,35,8,0,0,1,3,1
35,9,2,1,3,196,give,degree,0,1,7,35,8,0,0,1,3,1
35,10,2,2,7,201,double,smile,0,1,7,35,8,0,0,1,3,1
35,11,1,1,8,186,industry,industry,1,6,1,35,8,1,0,0,1,1
35,12,1,1,13,183,wild,wild,1,6,1,35,8,1,0,0,1,1
35,13,1,2,19,179,walked,opportunity,0,1,7,35,8,0,0,1,3,1
35,14,1,2,14,174,winter,winter,1,6,1,35,8,1,0,0,1,1
35,15,1,1,17,191,windows,what?,0,1,7,35,8,0,0,1,3,1
35,16,2,1,18,41,lack,patience,0,1,7,35,8,0,0,1,3,1
35,17,2,1,21,68,songs,songs,1,6,1,35,8,1,0,0,1,1
35,18,2,2,22,93,actions,old,0,1,7,35,8,0,0,1,3,1
35,19,1,2,2,187,tomorrow,waiting,0,1,4,35,8,0,0,1,3,1
35,20,2,2,23,164,surface,cars,0,1,7,35,8,0,0,1,3,1
35,21,1,1,24,59,demand,demands,0,6,7,35,8,0,0,1,3,1
35,22,2,2,1,84,dropped,beard,0,1,7,35,8,0,0,1,3,1
35,23,2,1,9,64,question,question,1,6,1,35,8,1,0,0,1,1
35,24,1,2,11,87,willing,willing,1,6,1,35,8,1,0,0,1,1
36,1,2,1,6,10,cultural,broad,0,2,4,36,12,0,0,1,3,1
36,2,1,1,21,66,drive,drive,1,6,1,36,1,1,0,0,1,1
36,3,2,2,23,26,supported,supported,1,3,1,36,1,1,0,0,1,1
36,4,1,1,13,147,broad,broad,1,2,1,36,1,1,0,0,1,1
36,5,1,1,2,11,wheel,system,0,2,5,36,3,0,0,1,3,1
36,6,1,2,24,96,faces,captain,0,1,4,36,12,0,0,1,3,1
36,7,1,2,12,101,captain,captain,1,3,1,36,1,1,0,0,1,1
36,8,1,2,16,130,uncle,system,0,1,5,36,3,0,0,1,3,1
36,9,1,2,1,163,range,range,1,6,1,36,1,1,0,0,1,1
36,10,2,2,4,156,poor,never,0,5,4,36,12,0,0,1,3,1
36,11,2,2,7,49,taught,drive,0,1,4,36,12,0,0,1,3,1
36,12,2,1,9,5,system,supported,0,1,5,36,3,0,0,1,3,1
36,13,2,2,17,56,pool,cultural,0,1,5,36,3,0,0,1,3,1
36,14,2,1,19,63,smile,smile,1,6,1,36,1,1,0,0,1,1
36,15,2,2,20,23,quiet,supported,0,2,5,36,3,0,0,1,3,1
36,16,1,1,22,91,never,never,1,6,1,36,1,1,0,0,1,1
36,17,1,1,11,131,stay,stay,1,4,1,36,1,1,0,0,1,1
36,18,2,1,3,102,police,uncle,0,2,4,36,12,0,0,1,3,1
36,19,2,2,10,128,town,supported,0,2,5,36,3,0,0,1,3,1
36,20,1,2,14,33,jobs,smile,0,2,5,36,3,0,0,1,3,1
36,21,1,1,15,20,solid,captain,0,6,3,36,11,0,0,1,3,1
36,22,1,2,5,50,latter,never,0,2,3,36,11,0,0,1,3,1
36,23,2,1,8,187,theory,theory,1,6,1,36,1,1,0,0,1,1
36,24,2,1,18,201,find,broad,0,1,4,36,12,0,0,1,3,1
37,1,2,2,2,42,suggest,forms,0,2,4,37,8,0,0,1,3,1
37,2,1,1,6,154,knowing,rooms,0,3,4,37,8,0,0,1,3,1
37,3,2,1,7,117,terms,rooms,0,1,4,37,8,0,0,1,3,1
37,4,2,2,18,1,stood,firm,0,5,7,37,8,0,0,1,3,1
37,5,1,2,4,14,economy,rooms,0,1,4,37,8,0,0,1,3,1
37,6,2,1,12,61,maintenance,plan,0,5,7,37,8,0,0,1,3,1
37,7,1,2,21,112,forms,store,0,5,5,37,8,0,0,1,3,1
37,8,2,2,15,188,felt,smile,0,2,7,37,8,0,0,1,3,1
37,9,2,1,17,25,find,tangible thing,0,1,7,37,8,0,0,1,3,1
37,10,2,2,13,57,turning,smart,0,4,7,37,8,0,0,1,3,1
37,11,1,2,22,81,sharp,sharp,1,6,1,37,8,1,0,0,1,1
37,12,1,1,23,62,hole,hole,1,6,1,37,8,1,0,0,1,1
37,13,2,2,19,121,store,office,0,3,7,37,8,0,0,1,3,1
37,14,1,1,5,169,plans,intangible thing,0,1,7,37,8,0,0,1,3,1
37,15,2,1,16,192,independent,firm,0,3,7,37,8,0,0,1,3,1
37,16,1,2,20,145,objects,smile,0,1,7,37,8,0,0,1,3,1
37,17,2,1,10,198,touch,study,0,4,7,37,8,0,0,1,3,1
37,18,1,1,11,135,rooms,firm,0,4,7,37,8,0,0,1,3,1
37,19,1,1,9,197,necessarily,sharp,0,3,4,37,8,0,0,1,3,1
37,20,1,2,14,193,develop,firm,0,1,7,37,8,0,0,1,3,1
37,21,2,2,8,123,afraid,firm,0,3,7,37,8,0,0,1,3,1
37,22,1,2,24,149,signs,store,0,4,5,37,8,0,0,1,3,1
37,23,2,1,1,63,stated,none,0,6,7,37,8,0,0,1,3,1
37,24,1,1,3,58,somehow,firm,0,1,7,37,8,0,0,1,3,1
38,1,1,1,13,183,busy,busy,1,4,1,38,1,1,0,0,1,1
38,2,1,2,21,17,cells,cells,1,3,1,38,1,1,0,0,1,1
38,3,2,2,23,30,element,element,1,6,1,38,1,1,0,0,1,1
38,4,1,1,22,39,holding,remain,0,2,4,38,12,0,0,1,3,1
38,5,2,1,12,54,meeting,attitude,0,2,4,38,12,0,0,1,3,1
38,6,1,2,9,19,headed,headed,1,6,1,38,1,1,0,0,1,1
38,7,2,1,4,209,became,holding,0,1,4,38,12,0,0,1,3,1
38,8,1,2,24,193,having,having,1,2,1,38,1,1,0,0,1,1
38,9,2,1,6,203,enough,suprised,0,1,7,38,7,0,0,1,3,1
38,10,2,1,7,61,felt,remain,0,3,4,38,12,0,0,1,3,1
38,11,2,1,11,36,presence,beauty,0,3,4,38,12,0,0,1,3,1
38,12,2,2,10,146,piece,time,0,1,7,38,7,0,0,1,3,1
38,13,1,2,14,158,look,attitude,0,5,4,38,12,0,0,1,3,1
38,14,2,1,3,152,available,available,1,5,1,38,1,1,0,0,1,1
38,15,2,2,15,202,last,liked,0,2,7,38,7,0,0,1,3,1
38,16,1,2,1,104,remain,remain,1,5,1,38,1,1,0,0,1,1
38,17,2,2,2,207,nation,purpose,0,1,7,38,7,0,0,1,3,1
38,18,2,2,16,149,foreign,past,0,2,7,38,7,0,0,1,3,1
38,19,1,2,19,77,attitude,beauty,0,5,3,38,11,0,0,1,3,1
38,20,2,2,5,206,putting,office,0,1,7,38,7,0,0,1,3,1
38,21,1,1,17,136,beauty,head,0,3,3,38,11,0,0,1,3,1
38,22,1,1,8,37,engine,class,0,4,7,38,7,0,0,1,3,1
38,23,1,1,18,31,always,element,0,4,5,38,3,0,0,1,3,1
38,24,1,1,20,201,platform,stay,0,2,7,38,7,0,0,1,3,1
39,1,2,2,1,42,hills,detail,0,3,4,39,12,0,0,1,3,1
39,2,2,2,17,123,pain,pain,1,6,1,39,1,1,0,0,1,1
39,3,1,2,2,200,pick,exchange,0,2,5,39,3,0,0,1,3,1
39,4,2,1,20,107,lord,happy,0,1,7,39,7,0,0,1,3,1
39,5,2,1,7,130,nose,race,0,2,7,39,7,0,0,1,3,1
39,6,2,2,21,67,sets,detail,0,1,4,39,12,0,0,1,3,1
39,7,2,1,9,10,exchange,exchange,1,1,1,39,1,1,0,0,1,1
39,8,2,2,23,118,brown,house,0,1,7,39,7,0,0,1,3,1
39,9,1,2,24,89,being,smart,0,2,7,39,7,0,0,1,3,1
39,10,1,2,4,153,cutting,lead,0,5,4,39,12,0,0,1,3,1
39,11,1,1,6,75,duty,detail,0,1,4,39,12,0,0,1,3,1
39,12,1,1,10,198,opened,collumn,0,2,4,39,12,0,0,1,3,1
39,13,1,1,8,97,novel,success,0,2,7,39,7,0,0,1,3,1
39,14,2,2,13,108,name,exchange,0,2,5,39,3,0,0,1,3,1
39,15,1,1,16,202,detail,lead,0,2,4,39,12,0,0,1,3,1
39,16,1,2,19,72,pulled,glasses,0,2,7,39,7,0,0,1,3,1
39,17,1,1,15,3,lead,smile,0,1,7,39,7,0,0,1,3,1
39,18,1,2,3,38,rates,man,0,1,7,39,7,0,0,1,3,1
39,19,2,1,5,91,straight,curious,0,1,7,39,7,0,0,1,3,1
39,20,1,2,12,50,respect,detail,0,1,4,39,12,0,0,1,3,1
39,21,1,1,18,183,column,rates,0,2,4,39,12,0,0,1,3,1
39,22,2,2,22,69,nation,woman,0,1,7,39,7,0,0,1,3,1
39,23,2,1,11,126,stay,man,0,1,7,39,7,0,0,1,3,1
39,24,2,1,14,77,editor,frozen,0,1,7,39,7,0,0,1,3,1
40,1,1,1,2,202,sexual,fill,0,3,4,40,12,0,0,1,3,1
40,2,1,2,16,206,metal,metal,1,6,1,40,1,1,0,0,1,1
40,3,1,1,8,188,courses,horse,0,4,3,40,11,0,0,1,3,1
40,4,2,1,11,148,suggest,courses,0,1,4,40,12,0,0,1,3,1
40,5,1,1,5,117,feet,cool,0,1,4,40,12,0,0,1,3,1
40,6,2,1,9,95,enter,enter,1,6,1,40,1,1,0,0,1,1
40,7,2,2,3,74,costs,race,0,5,6,40,4,0,0,1,3,1
40,8,2,1,4,107,gain,courses,0,1,4,40,12,0,0,1,3,1
40,9,1,1,15,201,mention,speaking,0,1,6,40,4,0,0,1,3,1
40,10,1,2,17,129,fill,fill,1,6,1,40,1,1,0,0,1,1
40,11,2,2,10,153,block,round,0,6,5,40,3,0,0,1,3,1
40,12,2,2,18,119,goods,serious,0,1,7,40,7,0,0,1,3,1
40,13,2,2,19,133,stated,coast,0,1,4,40,12,0,0,1,3,1
40,14,1,2,20,100,once,sexual,0,6,3,40,11,0,0,1,3,1
40,15,1,2,21,191,horse,late,0,1,6,40,4,0,0,1,3,1
40,16,2,1,22,69,exchange,race,0,6,6,40,4,0,0,1,3,1
40,17,2,2,14,176,round,round,1,1,1,40,1,1,0,0,1,1
40,18,1,2,23,203,coast,coast,1,6,1,40,1,1,0,0,1,1
40,19,2,1,24,50,showed,feet,0,1,4,40,12,0,0,1,3,1
40,20,1,1,7,205,cool,feet,0,1,4,40,12,0,0,1,3,1
40,21,2,2,1,158,long,speaking,0,1,6,40,4,0,0,1,3,1
40,22,2,1,12,169,crowd,crowd,1,6,1,40,1,1,0,0,1,1
40,23,1,2,6,135,degree,speaking,0,1,6,40,4,0,0,1,3,1
40,24,1,1,13,204,court,fill,0,1,4,40,12,0,0,1,3,1
