Ssn,TestTrial,Cond,Order,Study2Trial,Cue,Target,Resp,Corr,RT,BlockNum,RespType,nCorr,NoRec,Incorr,SimpleResp,Expt
47,6,1,2,2,141,hotel,pullef,0,3.219,2,7,0,0,1,3,1
47,7,1,2,6,164,thick,lips,0,4.765,2,6,0,0,1,3,1
47,8,2,2,7,11,human,theme,0,3.672,2,4,0,0,1,3,1
47,9,1,2,8,169,theme,theme,1,3.515,2,1,1,0,0,1,1
47,10,1,2,14,117,chance,pulled,0,4.875,2,4,0,0,1,3,1
47,11,2,1,1,167,signs,no,2,4.907,2,8,0,1,0,8,1
47,12,1,1,13,166,dance,no,2,1.422,2,8,0,1,0,8,1
47,13,2,1,15,66,player,no,2,1.75,2,8,0,1,0,8,1
47,14,2,1,12,83,ideal,no,2,2.156,2,8,0,1,0,8,1
47,15,2,2,16,151,significant,no,2,1.422,2,8,0,1,0,8,1
47,16,2,1,4,45,caused,no,2,1.641,2,8,0,1,0,8,1
48,1,2,2,6,96,fairly,no,2,10.281,2,8,0,1,0,8,1
48,2,2,1,8,155,estate,no,2,2.016,2,8,0,1,0,8,1
48,3,2,2,11,141,obvious,no,2,13.719,2,8,0,1,0,8,1
48,4,1,1,1,105,belief,no,2,2.578,2,8,0,1,0,8,1
48,5,2,2,13,73,supported,no,2,18.734,2,8,0,1,0,8,1
48,6,1,2,5,91,quiet,quiet,1,3.891,2,1,1,0,0,1,1
48,7,1,1,9,40,advertising,advertising,1,5.532,2,1,1,0,0,1,1
48,8,1,2,4,38,leading,actually,0,4.219,2,3,0,0,1,3,1
48,9,1,2,2,136,love,love,1,5.281,2,1,1,0,0,1,1
48,10,2,1,14,132,degree,no,2,1.968,2,8,0,1,0,8,1
48,11,2,2,15,169,lose,lose,1,3.36,2,1,1,0,0,1,1
48,12,1,2,16,131,list,list,1,1.531,2,1,1,0,0,1,1
48,13,1,1,3,8,occurred,no,2,1.453,2,8,0,1,0,8,1
48,14,2,1,10,159,shape,no,2,2.828,2,8,0,1,0,8,1
48,15,1,1,7,69,actually,actually,1,12.625,2,1,1,0,0,1,1
48,16,2,1,12,160,significant,important,0,11.203,2,7,0,0,1,3,1
49,1,1,1,14,142,miles,coarse,0,21.016,2,7,0,0,1,3,1
49,2,2,2,13,184,facts,no,2,3.969,2,8,0,1,0,8,1
49,3,1,1,2,128,metal,beauty,0,5.297,2,6,0,0,1,3,1
49,4,2,1,1,200,wheel,smile,0,2.453,2,7,0,0,1,3,1
49,5,1,2,4,6,fell,no,2,3.875,2,8,0,1,0,8,1
49,6,1,2,8,129,weather,no,2,1.954,2,8,0,1,0,8,1
49,7,1,2,7,115,huge,no,2,1.875,2,8,0,1,0,8,1
49,8,2,2,11,177,truck,no,2,1.719,2,8,0,1,0,8,1
49,9,1,2,12,64,rear,happy,0,3.187,2,7,0,0,1,3,1
49,10,2,2,15,33,daily,gentle,0,1.484,2,7,0,0,1,3,1
49,11,1,1,9,119,ways,funny,0,2.968,2,7,0,0,1,3,1
49,12,2,2,6,195,made,no,2,3.484,2,8,0,1,0,8,1
49,13,1,1,3,83,unit,no,2,0.906,2,8,0,1,0,8,1
49,14,2,1,5,153,clean,no,2,0.859,2,8,0,1,0,8,1
49,15,2,1,16,131,ends,no,2,0.891,2,8,0,1,0,8,1
49,16,2,1,10,199,pull,no,2,0.797,2,8,0,1,0,8,1
50,1,2,2,8,168,cars,bottle,0,7.563,2,4,0,0,1,3,1
50,2,1,2,16,60,moved,moved,1,5.468,2,1,1,0,0,1,1
50,3,2,1,1,72,fundamental,check,0,5.937,2,4,0,0,1,3,1
50,4,2,2,4,190,belief,belief,1,6.344,2,1,1,0,0,1,1
50,5,2,2,10,125,payment,formula,0,4.454,2,4,0,0,1,3,1
50,6,1,1,14,172,free,free,1,2.468,2,1,1,0,0,1,1
50,7,1,2,5,9,hearing,busy,0,6.953,2,3,0,0,1,3,1
50,8,1,1,6,86,identity,course,0,4.281,2,7,0,0,1,3,1
50,9,2,1,3,198,firms,formula,0,2.109,2,4,0,0,1,3,1
50,10,1,1,11,1,check,no,2,4.656,2,8,0,1,0,8,1
50,11,1,1,12,59,busy,busy,1,5.484,2,1,1,0,0,1,1
50,12,2,1,7,199,bright,no,2,2.953,2,8,0,1,0,8,1
50,13,1,2,13,113,formula,no,2,4.046,2,8,0,1,0,8,1
50,14,2,2,2,62,junior,no,2,2.266,2,8,0,1,0,8,1
50,15,1,2,15,171,bottle,no,2,4.157,2,8,0,1,0,8,1
50,16,2,1,9,191,faith,no,2,1.735,2,8,0,1,0,8,1
51,1,1,2,12,164,reduce,reduce,1,17.687,2,1,1,0,0,1,1
51,2,1,1,9,182,risk,fairly,0,40.157,2,3,0,0,1,3,1
51,3,2,2,2,77,anyone,doctor,0,9.718,2,5,0,0,1,3,1
51,4,2,1,3,42,drop,no,2,7.781,2,8,0,1,0,8,1
51,5,1,1,7,180,regard,regard,1,3.109,2,1,1,0,0,1,1
51,6,1,1,11,134,poetry,poetry,1,4.219,2,1,1,0,0,1,1
51,7,1,2,13,181,favor,risk,0,2.343,2,3,0,0,1,3,1
51,8,1,2,14,2,fairly,no,2,4.766,2,8,0,1,0,8,1
51,9,2,2,6,32,assume,assume,1,5.11,2,1,1,0,0,1,1
51,10,2,2,16,89,doctor,no,2,4.015,2,8,0,1,0,8,1
51,11,2,1,15,70,sources,no,2,2.375,2,8,0,1,0,8,1
51,12,1,1,10,110,pointed,no,2,5.359,2,8,0,1,0,8,1
51,13,1,2,1,130,raise,raise,1,4.641,2,1,1,0,0,1,1
51,14,2,1,5,137,pain,no,2,3.313,2,8,0,1,0,8,1
51,15,2,1,4,64,balance,no,2,2.578,2,8,0,1,0,8,1
51,16,2,2,8,52,service,service,1,8.391,2,1,1,0,0,1,1
52,1,1,2,8,92,payment,payment,1,6.656,2,1,1,0,0,1,1
52,2,1,2,4,7,different,help,0,2.563,2,7,0,0,1,3,1
52,3,2,2,11,61,finding,no,2,12.828,2,8,0,1,0,8,1
52,4,2,2,14,27,flat,flat,1,16.609,2,1,1,0,0,1,1
52,5,1,1,15,122,helped,help,0,3.265,2,2,1,0,0,1,1
52,6,1,1,16,39,moment,moment,1,2.656,2,1,1,0,0,1,1
52,7,1,1,10,127,corps,corps,1,1.891,2,1,1,0,0,1,1
52,8,1,2,5,71,jazz,jazz,1,6.438,2,1,1,0,0,1,1
52,9,2,1,6,85,taught,course,0,8.516,2,7,0,0,1,3,1
52,10,2,1,7,2,wild,no,2,6.625,2,8,0,1,0,8,1
52,11,2,2,2,161,thick,thick,1,3.985,2,1,1,0,0,1,1
52,12,1,2,1,118,chemical,chemical,1,5.593,2,1,1,0,0,1,1
52,13,2,1,3,117,others,no,2,14.688,2,8,0,1,0,8,1
52,14,2,1,9,51,earlier,no,2,4.375,2,8,0,1,0,8,1
52,15,2,2,12,78,musical,musical,1,8.532,2,1,1,0,0,1,1
52,16,1,1,13,182,sick,different,0,5.61,2,3,0,0,1,3,1
53,1,1,1,14,148,returned,smile,0,18.328,2,7,0,0,1,3,1
53,2,1,2,15,196,spot,spot,1,4.25,2,1,1,0,0,1,1
53,3,2,2,16,87,pushed,push,0,4.281,2,2,1,0,0,1,1
53,4,2,2,1,29,twice,no,2,2.734,2,8,0,1,0,8,1
53,5,1,2,2,57,material,occured,0,12.25,2,7,0,0,1,3,1
53,6,1,1,4,4,natural,no,2,17.344,2,8,0,1,0,8,1
53,7,1,2,6,95,gone,no,2,18.625,2,8,0,1,0,8,1
53,8,2,1,7,128,possibly,no,2,14.36,2,8,0,1,0,8,1
53,9,2,2,8,44,spoke,liberal,0,4.937,2,6,0,0,1,3,1
53,10,2,1,9,54,index,no,2,2.672,2,8,0,1,0,8,1
53,11,1,1,10,133,occurred,no,2,10.609,2,8,0,1,0,8,1
53,12,1,2,5,105,slight,natural,0,6.89,2,3,0,0,1,3,1
53,13,2,2,11,65,alive,no,2,17.578,2,8,0,1,0,8,1
53,14,2,1,12,61,leading,leader,0,4.14,2,2,1,0,0,1,1
53,15,1,1,3,206,doing,material,0,10.75,2,3,0,0,1,3,1
53,16,2,1,13,59,third,no,2,2.219,2,8,0,1,0,8,1
54,1,2,2,11,181,pure,largely,0,19.687,2,5,0,0,1,3,2
54,2,2,1,8,174,heat,no,2,3.984,2,8,0,1,0,8,2
54,3,1,1,5,162,labor,labor,1,5.156,2,1,1,0,0,1,2
54,4,2,2,1,7,fashion,no,2,3.984,2,8,0,1,0,8,2
54,5,2,1,2,170,largely,no,2,5.875,2,8,0,1,0,8,2
54,6,1,2,6,79,fourth,no,2,3.844,2,8,0,1,0,8,2
54,7,2,1,9,176,daily,no,2,6.141,2,8,0,1,0,8,2
54,8,2,2,10,179,indeed,no,2,7.562,2,8,0,1,0,8,2
54,9,1,1,7,2,find,case,0,12.625,2,7,0,0,1,3,2
54,10,1,1,14,136,chapter,study,0,3.328,2,4,0,0,1,3,2
54,11,1,2,12,35,attitude,no,2,4.984,2,8,0,1,0,8,2
54,12,1,2,13,105,tell,no,2,2.407,2,8,0,1,0,8,2
54,13,2,1,15,58,ages,anyone,0,5.531,2,6,0,0,1,3,2
54,14,2,2,16,11,cases,no,2,9.063,2,8,0,1,0,8,2
54,15,1,2,4,62,study,no,2,6.391,2,8,0,1,0,8,2
54,16,1,1,3,114,began,really,0,9.484,2,7,0,0,1,3,2
55,1,2,1,4,133,vision,vision,1,37.609,2,1,1,0,0,1,2
55,2,1,1,8,125,taste,no,2,10.469,2,8,0,1,0,8,2
55,3,1,2,5,162,dust,busy,0,3.421,2,3,0,0,1,3,2
55,4,2,2,6,138,ages,ages,1,2.609,2,1,1,0,0,1,2
55,5,2,2,12,182,television,television,1,4.047,2,1,1,0,0,1,2
55,6,1,1,3,40,strength,no,2,18.64,2,8,0,1,0,8,2
55,7,1,2,2,145,truck,firm,0,4.734,2,6,0,0,1,3,2
55,8,1,1,10,14,chosen,chosen,1,5.375,2,1,1,0,0,1,2
55,9,2,1,1,48,things,no,2,4.265,2,8,0,1,0,8,2
55,10,2,2,13,75,achieve,achieve,1,23.078,2,1,1,0,0,1,2
55,11,1,2,16,141,editor,editor,1,8.828,2,1,1,0,0,1,2
55,12,2,2,9,119,truly,no,2,4.593,2,8,0,1,0,8,2
55,13,1,1,14,176,busy,chosen,0,10.172,2,4,0,0,1,3,2
55,14,1,2,7,179,afraid,no,2,14.25,2,8,0,1,0,8,2
55,15,2,1,11,33,moment,no,2,13.297,2,8,0,1,0,8,2
55,16,2,1,15,112,worse,no,2,10.109,2,8,0,1,0,8,2
56,1,1,1,5,173,style,style,1,9.265,2,1,1,0,0,1,2
56,2,2,1,1,89,everybody,no,2,12.453,2,8,0,1,0,8,2
56,3,2,1,3,40,dinner,no,2,18.891,2,8,0,1,0,8,2
56,4,2,2,2,161,farm,farm,1,3.985,2,1,1,0,0,1,2
56,5,1,1,4,104,service,gross,0,4.781,2,3,0,0,1,3,2
56,6,1,2,6,9,telling,service,0,4.531,2,3,0,0,1,3,2
56,7,2,2,7,91,goal,no,2,8.906,2,8,0,1,0,8,2
56,8,2,1,9,188,going,beauty,0,17.312,2,4,0,0,1,3,2
56,9,2,2,10,190,learned,smart,0,19.828,2,7,0,0,1,3,2
56,10,1,1,11,152,help,no,2,3.656,2,8,0,1,0,8,2
56,11,1,2,13,88,gross,no,2,19.844,2,8,0,1,0,8,2
56,12,2,2,8,186,held,no,2,3.984,2,8,0,1,0,8,2
56,13,1,2,14,168,smaller,no,2,9.468,2,8,0,1,0,8,2
56,14,2,1,16,182,easily,beauty,0,12.797,2,4,0,0,1,3,2
56,15,1,1,12,163,beauty,small,0,4.11,2,7,0,0,1,3,2
56,16,1,2,15,153,sitting,no,2,5.171,2,8,0,1,0,8,2
57,1,1,1,12,38,sets,sets,1,8.188,2,1,1,0,0,1,2
57,2,2,1,15,133,always,no,2,11.75,2,8,0,1,0,8,2
57,3,2,2,7,131,busy,projects,0,18,2,6,0,0,1,3,2
57,4,2,1,16,194,danger,danger,1,12.109,2,1,1,0,0,1,2
57,5,2,1,6,160,mention,mention,1,12.25,2,1,1,0,0,1,2
57,6,1,2,11,189,material,material,1,14.657,2,1,1,0,0,1,2
57,7,1,1,3,89,huge,huge,1,14.281,2,1,1,0,0,1,2
57,8,1,1,10,20,largest,no,2,22.532,2,8,0,1,0,8,2
57,9,1,2,13,50,pull,pull,1,11.313,2,1,1,0,0,1,2
57,10,2,2,14,195,things,no,2,25.079,2,8,0,1,0,8,2
57,11,1,2,9,187,heavy,heavy,1,21.922,2,1,1,0,0,1,2
57,12,2,1,4,196,depth,depth,1,10.812,2,1,1,0,0,1,2
57,13,2,2,2,103,greater,no,2,27.219,2,8,0,1,0,8,2
57,14,2,2,5,142,draw,no,2,21.266,2,8,0,1,0,8,2
57,15,1,1,1,146,civil,tall,0,11.922,2,6,0,0,1,3,2
57,16,1,2,8,123,funds,large,0,17.672,2,7,0,0,1,3,2
58,1,2,1,15,15,stone,peace,0,11.265,2,5,0,0,1,3,2
58,2,2,1,16,84,elements,university,0,5.657,2,4,0,0,1,3,2
58,3,1,2,3,16,depth,study,0,7.453,2,2,1,0,0,1,2
58,4,1,1,6,85,faculty,faculty,1,4.282,2,1,1,0,0,1,2
58,5,1,2,10,41,others,ideal,0,3.844,2,3,0,0,1,3,2
58,6,1,1,13,82,university,university,1,4.781,2,1,1,0,0,1,2
58,7,1,1,8,119,ideal,ideal,1,2.625,2,1,1,0,0,1,2
58,8,2,2,1,25,human,being,0,5.187,2,5,0,0,1,3,2
58,9,2,1,4,34,system,rode,0,14.125,2,7,0,0,1,3,2
58,10,1,1,5,129,noted,ready,0,5.25,2,3,0,0,1,3,2
58,11,2,2,9,165,peace,peace,1,2.484,2,1,1,0,0,1,2
58,12,2,1,12,166,being,peace,0,2.734,2,5,0,0,1,3,2
58,13,2,2,2,109,someone,university,0,3.922,2,4,0,0,1,3,2
58,14,1,2,7,66,ready,ready,1,2.89,2,1,1,0,0,1,2
58,15,1,2,11,127,fourth,road,0,2.609,2,7,0,0,1,3,2
58,16,2,2,14,57,attempt,school,0,3.641,2,7,0,0,1,3,2
59,1,2,2,2,114,breath,no,2,6.797,2,8,0,1,0,8,2
59,2,1,1,5,159,something,space,0,3.609,2,7,0,0,1,3,2
59,3,2,1,8,126,feet,fast,0,2.969,2,7,0,0,1,3,2
59,4,2,1,3,141,unable,no,2,2.875,2,8,0,1,0,8,2
59,5,2,2,4,143,exercise,no,2,1.782,2,8,0,1,0,8,2
59,6,1,2,9,17,flow,flow,1,2.203,2,1,1,0,0,1,2
59,7,1,2,11,124,lose,no,2,1.985,2,8,0,1,0,8,2
59,8,1,2,12,164,leaving,cases,0,4.36,2,4,0,0,1,3,2
59,9,2,2,14,156,inches,space,0,3.313,2,7,0,0,1,3,2
59,10,2,1,15,48,farm,no,2,1.954,2,8,0,1,0,8,2
59,11,2,1,16,87,largest,no,2,2.719,2,8,0,1,0,8,2
59,12,1,1,10,147,attitude,no,2,5.421,2,8,0,1,0,8,2
59,13,1,2,6,78,cases,no,2,9.219,2,8,0,1,0,8,2
59,14,1,1,13,165,range,no,2,1.078,2,8,0,1,0,8,2
59,15,2,2,7,136,leading,no,2,0.953,2,8,0,1,0,8,2
59,16,1,1,1,53,heart,no,2,1.718,2,8,0,1,0,8,2
60,1,2,1,6,23,slight,no,2,9.062,2,8,0,1,0,8,2
60,2,2,1,7,201,shot,no,2,14.141,2,8,0,1,0,8,2
60,3,2,1,8,131,advanced,goals,0,4.531,2,7,0,0,1,3,2
60,4,1,2,2,20,examples,facts,0,5.375,2,7,0,0,1,3,2
60,5,2,2,9,15,surface,no,2,1.797,2,8,0,1,0,8,2
60,6,2,2,10,81,finds,files,0,5.625,2,7,0,0,1,3,2
60,7,2,1,12,103,things,pain,0,3,2,4,0,0,1,3,2
60,8,1,2,13,200,feed,no,2,2.718,2,8,0,1,0,8,2
60,9,1,2,11,203,pain,pain,1,1.344,2,1,1,0,0,1,2
60,10,1,1,15,150,hall,no,2,1.64,2,8,0,1,0,8,2
60,11,1,1,4,79,following,no,2,24.5,2,8,0,1,0,8,2
60,12,1,2,14,208,bring,trees,0,10.687,2,5,0,0,1,3,2
60,13,1,1,3,206,enemy,enemy,1,6.859,2,1,1,0,0,1,2
60,14,2,2,5,153,sides,sides,1,7.218,2,1,1,0,0,1,2
60,15,1,1,16,207,exist,no,2,1.516,2,8,0,1,0,8,2
60,16,2,2,1,111,trees,no,2,1,2,8,0,1,0,8,2
61,1,2,1,8,163,human,show,0,23.312,2,4,0,0,1,3,2
61,2,1,1,10,194,novel,take,0,11.297,2,4,0,0,1,3,2
61,3,1,1,16,152,take,,0,2.296,2,8,0,1,0,8,2
61,4,1,2,13,86,stone,race,0,1.75,2,4,0,0,1,3,2
61,5,1,1,12,167,race,race,1,2.047,2,1,1,0,0,1,2
61,6,1,2,1,82,walked,,0,3,2,8,0,1,0,8,2
61,7,1,2,3,188,show,novel,0,8.531,2,3,0,0,1,3,2
61,8,2,1,14,175,service,race,0,2.047,2,4,0,0,1,3,2
61,9,2,2,15,195,weather,race,0,1.625,2,4,0,0,1,3,2
61,10,2,2,9,173,telling,talk,0,5.797,2,7,0,0,1,3,2
61,11,2,2,2,103,pure,,0,2.625,2,8,0,1,0,8,2
61,12,2,2,4,20,reported,,0,4.953,2,8,0,1,0,8,2
61,13,1,2,6,185,going,,0,0.61,2,8,0,1,0,8,2
61,14,2,1,7,196,latter,,0,1.704,2,8,0,1,0,8,2
61,15,2,1,5,65,captain,,0,0.781,2,8,0,1,0,8,2
61,16,1,1,11,133,warren,,0,0.547,2,8,0,1,0,8,2
62,1,1,2,7,58,signs,truely,0,3.313,2,7,0,0,1,3,2
62,2,2,1,8,46,find,no,2,13.469,2,8,0,1,0,8,2
62,3,2,2,9,50,alone,no,2,7,2,8,0,1,0,8,2
62,4,2,2,12,124,extra,turned,0,9.953,2,4,0,0,1,3,2
62,5,1,1,10,77,truly,no,2,5.562,2,8,0,1,0,8,2
62,6,1,2,11,21,membership,no,2,2.031,2,8,0,1,0,8,2
62,7,2,1,13,115,aware,no,2,3.547,2,8,0,1,0,8,2
62,8,1,1,14,84,truth,sight,0,10.812,2,4,0,0,1,3,2
62,9,1,1,15,44,frequently,no,2,3.437,2,8,0,1,0,8,2
62,10,2,2,1,23,daily,no,2,1.89,2,8,0,1,0,8,2
62,11,2,1,16,104,argument,no,2,1.547,2,8,0,1,0,8,2
62,12,2,2,2,89,mention,sight,0,2.532,2,4,0,0,1,3,2
62,13,1,1,5,135,turned,no,2,2.219,2,8,0,1,0,8,2
62,14,2,1,3,74,legs,no,2,4.796,2,8,0,1,0,8,2
62,15,1,2,4,87,sight,no,2,3.719,2,8,0,1,0,8,2
62,16,1,2,6,108,following,no,2,3.89,2,8,0,1,0,8,2
63,1,2,1,2,175,philosophy,no,2,16.906,2,8,0,1,0,8,2
63,2,1,1,6,193,orders,no,2,12.25,2,8,0,1,0,8,2
63,3,2,2,9,51,addition,no,2,9.953,2,8,0,1,0,8,2
63,4,1,1,11,2,glass,wild,0,10.547,2,5,0,0,1,3,2
63,5,1,1,16,42,believe,no,2,3.391,2,8,0,1,0,8,2
63,6,2,2,7,202,wild,wild,1,4.703,2,1,1,0,0,1,2
63,7,1,2,8,171,troops,no,2,8.547,2,8,0,1,0,8,2
63,8,2,1,3,104,willing,no,2,9.562,2,8,0,1,0,8,2
63,9,2,1,4,145,basis,weather,0,7.437,2,6,0,0,1,3,2
63,10,2,1,5,15,economic,no,2,2.266,2,8,0,1,0,8,2
63,11,2,2,10,8,atmosphere,no,2,1.735,2,8,0,1,0,8,2
63,12,2,2,12,49,favor,no,2,4.015,2,8,0,1,0,8,2
63,13,1,2,13,188,court,court,1,6.016,2,1,1,0,0,1,2
63,14,1,1,14,67,actions,no,2,4.375,2,8,0,1,0,8,2
63,15,1,2,15,138,born,no,2,4.968,2,8,0,1,0,8,2
63,16,1,2,1,195,civil,no,2,2.297,2,8,0,1,0,8,2
64,1,2,2,4,85,spot,no,2,8.938,2,8,0,1,0,8,2
64,2,1,2,1,203,obvious,no,2,14.875,2,8,0,1,0,8,2
64,3,2,2,6,115,justice,no,2,4.031,2,8,0,1,0,8,2
64,4,2,2,12,77,fundamental,no,2,17.047,2,8,0,1,0,8,2
64,5,1,2,14,19,civil,no,2,7.688,2,8,0,1,0,8,2
64,6,1,2,10,41,list,no,2,1.625,2,8,0,1,0,8,2
64,7,1,1,7,20,ground,no,2,1.594,2,8,0,1,0,8,2
64,8,2,1,5,101,chapter,no,2,1.703,2,8,0,1,0,8,2
64,9,2,2,11,83,fairly,no,2,1.578,2,8,0,1,0,8,2
64,10,1,1,13,169,begins,no,2,1.563,2,8,0,1,0,8,2
64,11,2,1,9,78,church,religion,0,7.844,2,7,0,0,1,3,2
64,12,1,2,2,166,exist,no,2,2.609,2,8,0,1,0,8,2
64,13,2,1,3,100,others,different,0,13.203,2,7,0,0,1,3,2
64,14,2,1,8,56,hotel,no,2,1.672,2,8,0,1,0,8,2
64,15,1,1,15,202,start,no,2,1.015,2,8,0,1,0,8,2
64,16,1,1,16,55,terms,no,2,0.985,2,8,0,1,0,8,2
65,1,1,1,5,77,feeling,feeling,1,6.234,2,1,1,0,0,1,2
65,2,2,2,16,157,being,no,2,3.672,2,8,0,1,0,8,2
65,3,1,2,3,5,combination,combination,1,7.875,2,1,1,0,0,1,2
65,4,2,1,13,78,pass,pass,1,4.5,2,1,1,0,0,1,2
65,5,2,1,8,163,cold,no,2,2.719,2,8,0,1,0,8,2
65,6,2,2,14,105,pick,no,2,3.015,2,8,0,1,0,8,2
65,7,1,2,2,142,score,mouth,0,2.75,2,3,0,0,1,3,2
65,8,1,2,6,103,truck,truck,1,2.391,2,1,1,0,0,1,2
65,9,1,2,12,132,stone,stone,1,3.735,2,1,1,0,0,1,2
65,10,1,1,1,39,rock,truck,0,3.875,2,3,0,0,1,3,2
65,11,2,1,10,46,drew,goal,0,5.266,2,7,0,0,1,3,2
65,12,1,1,4,143,mouth,mouth,1,3.39,2,1,1,0,0,1,2
65,13,1,1,7,85,danger,danger,1,4.875,2,1,1,0,0,1,2
65,14,2,2,9,133,drive,no,2,1.812,2,8,0,1,0,8,2
65,15,2,2,11,72,letter,no,2,4.234,2,8,0,1,0,8,2
65,16,2,1,15,154,scene,scene,1,11.484,2,1,1,0,0,1,2
66,1,2,1,5,177,giving,no,2,8.281,2,8,0,1,0,8,2
66,2,1,1,4,97,efforts,no,2,8.172,2,8,0,1,0,8,2
66,3,1,2,11,63,reach,no,2,4.765,2,8,0,1,0,8,2
66,4,1,1,12,26,neck,neck,1,13.89,2,1,1,0,0,1,2
66,5,1,2,7,87,poor,poor,1,5.844,2,1,1,0,0,1,2
66,6,2,1,8,123,clay,no,2,1.766,2,8,0,1,0,8,2
66,7,1,2,9,22,being,no,2,3.062,2,8,0,1,0,8,2
66,8,1,1,10,98,somewhere,love,0,2.938,2,3,0,0,1,3,2
66,9,1,2,14,82,love,no,2,2.36,2,8,0,1,0,8,2
66,10,2,2,6,181,conflict,no,2,20.422,2,8,0,1,0,8,2
66,11,1,1,16,109,steps,no,2,1.343,2,8,0,1,0,8,2
66,12,2,2,3,164,surprise,no,2,1.344,2,8,0,1,0,8,2
66,13,2,2,13,84,sure,no,2,1.266,2,8,0,1,0,8,2
66,14,2,2,1,94,struggle,no,2,1.265,2,8,0,1,0,8,2
66,15,2,1,2,152,showing,no,2,1.281,2,8,0,1,0,8,2
66,16,2,1,15,64,approach,no,2,1.594,2,8,0,1,0,8,2
67,1,1,1,10,206,player,no,2,17.344,2,8,0,1,0,8,2
67,2,2,1,2,208,increasing,no,2,6.578,2,8,0,1,0,8,2
67,3,1,2,5,37,daughter,daughter,1,3.703,2,1,1,0,0,1,2
67,4,2,2,11,25,acting,lips,0,3,2,4,0,0,1,3,2
67,5,2,1,13,3,appeal,no,2,1.797,2,8,0,1,0,8,2
67,6,1,2,8,158,hall,hall,1,4.75,2,1,1,0,0,1,2
67,7,1,2,9,175,firm,minor,0,1.75,2,5,0,0,1,3,2
67,8,1,1,4,121,ordered,highest,0,3.765,2,4,0,0,1,3,2
67,9,1,1,12,106,always,firm,0,3.344,2,3,0,0,1,3,2
67,10,1,2,6,79,lips,lips,1,2.109,2,1,1,0,0,1,2
67,11,2,2,14,161,cases,minor,0,4.266,2,5,0,0,1,3,2
67,12,2,2,1,209,slowly,no,2,1.828,2,8,0,1,0,8,2
67,13,2,2,15,202,person,no,2,1.891,2,8,0,1,0,8,2
67,14,2,1,16,173,minor,no,2,2.11,2,8,0,1,0,8,2
67,15,1,1,3,42,highest,lips,0,2.797,2,3,0,0,1,3,2
67,16,2,1,7,150,civil,highest,0,2.109,2,4,0,0,1,3,2
68,1,2,1,3,98,maybe,maybe,1,20.39,2,1,1,0,0,1,2
68,2,2,2,5,29,bottle,no,2,9.297,2,8,0,1,0,8,2
68,3,2,2,14,46,actually,no,2,15.546,2,8,0,1,0,8,2
68,4,2,2,12,36,broad,no,2,8.781,2,8,0,1,0,8,2
68,5,2,1,1,43,phase,phase,1,6.422,2,1,1,0,0,1,2
68,6,1,1,2,79,ultimate,watch,0,6.657,2,3,0,0,1,3,2
68,7,1,2,4,195,widely,no,2,4.422,2,8,0,1,0,8,2
68,8,1,1,6,37,elements,no,2,16.703,2,8,0,1,0,8,2
68,9,1,2,7,91,watch,watch,1,8.234,2,1,1,0,0,1,2
68,10,2,1,11,14,loss,loss,1,3.468,2,1,1,0,0,1,2
68,11,2,2,15,88,chapter,no,2,3.094,2,8,0,1,0,8,2
68,12,1,1,8,69,rates,rates,1,4.703,2,1,1,0,0,1,2
68,13,2,1,16,109,presence,baby,0,5.157,2,4,0,0,1,3,2
68,14,1,1,13,110,keep,no,2,4.813,2,8,0,1,0,8,2
68,15,1,2,10,59,sign,no,2,3.547,2,8,0,1,0,8,2
68,16,1,2,9,117,baby,baby,1,3.234,2,1,1,0,0,1,2
69,1,2,2,3,85,food,no,2,6.735,2,8,0,1,0,8,2
69,2,1,1,8,1,chemical,chemical,1,3.406,2,1,1,0,0,1,2
69,3,2,2,5,40,better,no,2,28.156,2,8,0,1,0,8,2
69,4,1,2,2,124,purposes,cause,0,6.625,2,7,0,0,1,3,2
69,5,1,1,13,36,fight,flesh,0,9.719,2,4,0,0,1,3,2
69,6,2,2,15,18,lived,no,2,2.391,2,8,0,1,0,8,2
69,7,1,2,7,62,detail,late,0,3.781,2,4,0,0,1,3,2
69,8,2,1,16,181,increase,no,2,6.875,2,8,0,1,0,8,2
69,9,1,1,14,50,late,late,1,4.141,2,1,1,0,0,1,2
69,10,1,2,11,121,flesh,chemical,0,8.453,2,3,0,0,1,3,2
69,11,1,2,6,17,seat,no,2,4.922,2,8,0,1,0,8,2
69,12,2,1,12,173,dogs,no,2,2.625,2,8,0,1,0,8,2
69,13,2,1,10,23,bridge,no,2,1.546,2,8,0,1,0,8,2
69,14,2,2,1,81,issued,no,2,2.828,2,8,0,1,0,8,2
69,15,1,1,4,82,message,no,2,1.89,2,8,0,1,0,8,2
69,16,2,1,9,54,evening,no,2,8.672,2,8,0,1,0,8,2
70,1,2,1,9,56,send,no,2,5.375,2,8,0,1,0,8,2
70,2,2,2,2,204,pull,no,2,2,2,8,0,1,0,8,2
70,3,1,2,13,119,fund,no,2,2.657,2,8,0,1,0,8,2
70,4,1,1,14,178,occurred,no,2,2.953,2,8,0,1,0,8,2
70,5,1,1,5,74,became,no,2,11.172,2,8,0,1,0,8,2
70,6,1,1,16,132,reported,no,2,2.563,2,8,0,1,0,8,2
70,7,2,2,15,59,welcome,no,2,1.484,2,8,0,1,0,8,2
70,8,2,2,8,11,regard,no,2,1.625,2,8,0,1,0,8,2
