Ssn,TestTrial,Cond,WordCategory,StudyTrial,Cue,Target,Resp,Corr,Conf,RespType,OldRespType,nCorr,NoRec,Incorr,SimpleResp,Expt
33,17,2,2,21,109,membership,no,8,1,8,8,0,1,0,8,2
33,18,1,2,7,27,style,no,8,3,8,8,0,1,0,8,2
33,19,2,2,10,187,snow,snow,1,6,1,1,1,0,0,1,2
33,20,2,2,13,14,trial,no,8,1,8,8,0,1,0,8,2
33,21,2,1,11,29,touch,no,8,1,8,8,0,1,0,8,2
33,22,1,1,14,47,industrial,philosophy,0,2,4,12,0,0,1,3,2
33,23,1,2,17,116,arts,no,8,1,8,8,0,1,0,8,2
33,24,1,1,18,117,surface,no,8,1,8,8,0,1,0,8,2
36,1,1,2,13,14,decision,no,8,6,8,8,0,1,0,8,2
36,2,2,2,18,135,right,crisis,0,3,4,12,0,0,1,3,2
36,3,1,2,11,101,thing,valley,0,3,4,12,0,0,1,3,2
36,4,2,2,21,168,period,period,1,6,1,1,1,0,0,1,2
36,5,2,1,7,201,campaign,lower,0,2,4,12,0,0,1,3,2
36,6,2,2,24,123,quick,quick,1,4,1,1,1,0,0,1,2
36,7,2,1,23,204,objects,no,8,6,8,8,0,1,0,8,2
36,8,1,2,5,73,meant,no,8,3,8,8,0,1,0,8,2
36,9,2,2,14,1,century,no,8,3,8,8,0,1,0,8,2
36,10,1,1,1,47,honor,no,8,4,8,8,0,1,0,8,2
36,11,2,1,15,13,coast,coast,1,6,1,1,1,0,0,1,2
36,12,1,2,4,170,unique,lower,0,6,4,12,0,0,1,3,2
36,13,1,1,9,166,lower,no,8,6,8,8,0,1,0,8,2
36,14,1,1,6,71,merely,no,8,6,8,8,0,1,0,8,2
36,15,2,2,10,57,silence,no,8,6,8,8,0,1,0,8,2
36,16,1,1,17,127,tomorrow,block,0,6,4,12,0,0,1,3,2
36,17,2,2,19,202,program,no,8,6,8,8,0,1,0,8,2
36,18,1,1,20,113,block,no,8,4,8,8,0,1,0,8,2
36,19,1,2,12,61,crisis,no,8,4,8,8,0,1,0,8,2
36,20,2,1,22,126,morning,dot,0,4,7,7,0,0,1,3,2
36,21,2,1,16,60,follow,follow,1,6,1,1,1,0,0,1,2
36,22,2,1,3,82,pushed,tomorrow,0,6,4,12,0,0,1,3,2
36,23,1,2,8,125,valley,no,8,5,8,8,0,1,0,8,2
36,24,1,1,2,178,dropped,no,8,5,8,8,0,1,0,8,2
34,1,2,1,17,176,real,order,0,2,5,3,0,0,1,3,2
34,2,1,1,11,197,brought,brought,1,6,1,1,1,0,0,1,2
34,3,1,1,16,165,metal,metal,1,5,1,1,1,0,0,1,2
34,4,1,2,18,155,jazz,famous,0,2,7,7,0,0,1,3,2
34,5,2,2,20,184,attitude,no,8,2,8,8,0,1,0,8,2
34,6,2,2,22,163,powers,no,8,2,8,8,0,1,0,8,2
34,7,2,1,23,198,rates,approach,0,1,5,3,0,0,1,3,2
34,8,1,2,1,85,seat,no,8,3,8,8,0,1,0,8,2
34,9,2,1,24,48,broad,no,8,2,8,8,0,1,0,8,2
34,10,1,2,14,16,giving,famous,0,2,7,7,0,0,1,3,2
34,11,2,1,3,183,court,no,8,2,8,8,0,1,0,8,2
34,12,1,2,10,188,largest,jazz,0,4,4,12,0,0,1,3,2
34,13,1,1,6,31,find,no,8,2,8,8,0,1,0,8,2
34,14,2,2,13,200,camp,no,8,2,8,8,0,1,0,8,2
34,15,2,2,19,186,approach,no,8,6,8,8,0,1,0,8,2
34,16,1,1,21,181,created,no,8,1,8,8,0,1,0,8,2
34,17,1,2,15,201,post,no,8,1,8,8,0,1,0,8,2
34,18,2,2,4,57,impact,no,8,2,8,8,0,1,0,8,2
34,19,1,1,8,108,empty,empty,1,5,1,1,1,0,0,1,2
34,20,1,1,2,4,foot,no,8,2,8,8,0,1,0,8,2
34,21,2,1,5,153,orders,order,0,4,2,2,1,0,0,1,2
34,22,2,1,7,51,became,no,8,2,8,8,0,1,0,8,2
34,23,1,2,9,187,must,no,8,6,8,8,0,1,0,8,2
34,24,2,2,12,65,caught,lose,0,2,7,7,0,0,1,3,2
35,1,1,2,22,181,seems,fair,0,2,6,4,0,0,1,3,2
35,2,1,2,16,97,free,part,0,6,3,11,0,0,1,3,2
35,3,1,1,23,31,legs,legs,1,6,1,1,1,0,0,1,2
35,4,2,2,1,33,merely,neck,0,6,4,12,0,0,1,3,2
35,5,2,2,24,36,attitude,attitude,1,6,1,1,1,0,0,1,2
35,6,1,1,6,69,range,free,0,6,3,11,0,0,1,3,2
35,7,2,1,8,136,payment,safe,0,2,4,12,0,0,1,3,2
35,8,2,1,9,61,doctor,sick,0,6,4,12,0,0,1,3,2
35,9,2,2,10,153,justice,justice,1,6,1,1,1,0,0,1,2
35,10,1,2,14,22,neck,fair,0,2,6,4,0,0,1,3,2
35,11,1,1,15,78,safe,no,8,5,8,8,0,1,0,8,2
35,12,2,1,18,118,politics,no,8,6,8,8,0,1,0,8,2
35,13,2,1,19,30,courses,fairly,0,3,6,4,0,0,1,3,2
35,14,2,2,11,60,direct,no,8,5,8,8,0,1,0,8,2
35,15,2,2,13,43,judge,justice,0,6,5,3,0,0,1,3,2
35,16,1,1,20,119,spend,spend,1,6,1,1,1,0,0,1,2
35,17,1,1,17,156,part,aircraft,0,6,3,11,0,0,1,3,2
35,18,1,2,7,24,strike,no,8,5,8,8,0,1,0,8,2
35,19,1,2,5,18,aircraft,safe,0,6,3,11,0,0,1,3,2
35,20,1,1,12,101,method,no,8,4,8,8,0,1,0,8,2
35,21,1,2,21,105,sick,sick,1,5,1,1,1,0,0,1,2
35,22,2,1,2,85,being,fairly,0,6,6,4,0,0,1,3,2
35,23,2,2,3,96,better,no,8,2,8,8,0,1,0,8,2
35,24,2,1,4,104,easier,no,8,2,8,8,0,1,0,8,2
37,1,1,1,3,173,sweet,sweet,1,5,1,1,1,0,0,1,2
37,2,1,2,5,127,unit,unit,1,4,1,1,1,0,0,1,2
37,3,2,2,12,152,doing,follow,0,5,4,12,0,0,1,3,2
37,4,2,2,19,153,gold,gold,1,6,1,1,1,0,0,1,2
37,5,2,2,22,98,housing,no,8,4,8,8,0,1,0,8,2
37,6,1,1,4,22,moved,moved,1,3,1,1,1,0,0,1,2
37,7,1,2,10,14,stand,stand,1,4,1,1,1,0,0,1,2
37,8,1,2,24,137,square,no,8,3,8,8,0,1,0,8,2
37,9,2,1,7,86,walking,no,8,3,8,8,0,1,0,8,2
37,10,1,2,8,62,camp,follow,0,3,3,11,0,0,1,3,2
37,11,1,1,1,122,roads,smile,0,4,3,11,0,0,1,3,2
37,12,2,1,9,1,band,no,8,3,8,8,0,1,0,8,2
37,13,2,1,6,29,sleep,sleep,1,4,1,1,1,0,0,1,2
37,14,1,1,11,61,union,union,1,4,1,1,1,0,0,1,2
37,15,2,2,14,40,fear,fear,1,4,1,1,1,0,0,1,2
37,16,1,1,2,156,follow,stand,0,3,3,11,0,0,1,3,2
37,17,2,1,15,134,desk,no,8,2,8,8,0,1,0,8,2
37,18,1,2,16,171,smile,no,8,3,8,8,0,1,0,8,2
37,19,1,1,17,20,religion,no,8,3,8,8,0,1,0,8,2
37,20,2,1,18,209,speech,no,8,3,8,8,0,1,0,8,2
37,21,1,2,20,206,stone,no,8,3,8,8,0,1,0,8,2
37,22,2,2,21,7,little,no,8,3,8,8,0,1,0,8,2
37,23,2,2,13,69,wheel,no,8,4,8,8,0,1,0,8,2
37,24,2,1,23,130,wild,wild,1,4,1,1,1,0,0,1,2
38,1,2,2,24,93,telling,telling,1,6,1,1,1,0,0,1,2
38,2,2,2,10,56,detail,detail,1,6,1,1,1,0,0,1,2
38,3,1,1,6,179,spring,spring,1,6,1,1,1,0,0,1,2
38,4,1,2,9,69,device,device,1,6,1,1,1,0,0,1,2
38,5,1,1,5,180,editor,editor,1,6,1,1,1,0,0,1,2
38,6,1,2,14,141,strength,attitude,0,6,3,11,0,0,1,3,2
38,7,2,2,11,52,symbol,device,0,4,4,12,0,0,1,3,2
38,8,1,1,15,46,attitude,no,8,5,8,8,0,1,0,8,2
38,9,2,1,17,185,speaking,no,8,4,8,8,0,1,0,8,2
38,10,1,1,2,107,disease,no,8,4,8,8,0,1,0,8,2
38,11,1,1,13,111,apply,speaker,0,4,5,3,0,0,1,3,2
38,12,1,2,4,58,person,person,1,4,1,1,1,0,0,1,2
38,13,2,2,16,9,setting,no,8,3,8,8,0,1,0,8,2
38,14,2,1,7,161,might,no,8,3,8,8,0,1,0,8,2
38,15,2,1,19,62,sure,trust,0,3,7,7,0,0,1,3,2
38,16,2,1,21,74,chain,no,8,3,8,8,0,1,0,8,2
38,17,1,2,3,136,stated,editor,0,6,3,11,0,0,1,3,2
38,18,2,1,8,55,terms,speaker,0,2,5,3,0,0,1,3,2
38,19,1,2,12,173,courses,courses,1,6,1,1,1,0,0,1,2
38,20,2,2,18,5,stay,stay,1,4,1,1,1,0,0,1,2
38,21,2,1,1,41,mother,mother,1,6,1,1,1,0,0,1,2
38,22,1,1,20,50,interested,interest,0,3,2,2,1,0,0,1,2
38,23,2,2,22,4,supported,no,8,4,8,8,0,1,0,8,2
38,24,1,2,23,32,spoke,spring,0,3,3,11,0,0,1,3,2
39,1,1,2,11,96,learned,year,0,5,3,11,0,0,1,3,2
39,2,1,1,7,31,liked,determined,0,4,7,7,0,0,1,3,2
39,3,1,2,18,169,yellow,yellow,1,6,1,1,1,0,0,1,2
39,4,2,2,8,3,session,years,0,6,4,12,0,0,1,3,2
39,5,2,2,5,118,ought,no,8,5,8,8,0,1,0,8,2
39,6,2,2,9,150,exchange,no,8,5,8,8,0,1,0,8,2
39,7,1,2,10,202,enter,no,8,5,8,8,0,1,0,8,2
39,8,1,2,13,128,motor,motor,1,4,1,1,1,0,0,1,2
39,9,2,1,17,47,greater,greater,1,5,1,1,1,0,0,1,2
39,10,2,1,2,42,latter,dusty,0,5,4,12,0,0,1,3,2
39,11,2,1,19,121,quick,greater,0,5,5,3,0,0,1,3,2
39,12,1,1,21,17,year,no,8,5,8,8,0,1,0,8,2
39,13,2,2,3,90,column,no,8,5,8,8,0,1,0,8,2
39,14,1,1,14,203,doubt,vechicle,0,2,7,7,0,0,1,3,2
39,15,1,1,22,171,university,university,1,5,1,1,1,0,0,1,2
39,16,2,1,6,133,signal,no,8,4,8,8,0,1,0,8,2
39,17,1,1,23,201,engine,no,8,4,8,8,0,1,0,8,2
39,18,2,2,1,62,mother,civil,0,6,6,4,0,0,1,3,2
39,19,1,2,12,132,highest,no,8,4,8,8,0,1,0,8,2
39,20,2,1,15,140,sample,sample,1,6,1,1,1,0,0,1,2
39,21,1,1,20,110,years,highest,0,5,3,11,0,0,1,3,2
39,22,2,2,24,111,happened,abroad,0,3,7,7,0,0,1,3,2
39,23,1,2,4,200,dust,no,8,4,8,8,0,1,0,8,2
39,24,2,1,16,10,faces,no,8,4,8,8,0,1,0,8,2
40,1,2,1,22,46,speaking,no,8,2,8,8,0,1,0,8,2
40,2,1,1,23,9,turned,turned,1,3,1,1,1,0,0,1,2
40,3,2,2,14,137,state,no,8,2,8,8,0,1,0,8,2
40,4,1,1,24,147,writer,pure,0,2,4,12,0,0,1,3,2
40,5,1,2,6,175,evening,evening,1,3,1,1,1,0,0,1,2
40,6,2,1,16,38,nuclear,senate ,0,2,5,3,0,0,1,3,2
40,7,2,2,11,43,senate,senate ,0,6,5,3,0,0,1,3,2
40,8,1,1,13,180,pure,pure,1,4,1,1,1,0,0,1,2
40,9,1,1,2,55,player,crisis ,0,2,5,3,0,0,1,3,2
40,10,1,2,1,72,gross,no,8,2,8,8,0,1,0,8,2
40,11,1,2,15,56,worse,worse ,0,6,1,1,1,0,0,1,2
40,12,1,2,18,82,typical,typical ,0,6,1,1,1,0,0,1,2
40,13,2,1,12,98,shown,no,8,2,8,8,0,1,0,8,2
40,14,2,2,19,145,tiny,tiny ,0,6,1,1,1,0,0,1,2
40,15,2,2,9,198,number,number ,0,4,1,1,1,0,0,1,2
40,16,1,1,3,176,tomorrow,no,8,2,8,8,0,1,0,8,2
40,17,2,2,7,163,actions,no,8,2,8,8,0,1,0,8,2
40,18,2,1,20,127,church,player ,0,2,4,12,0,0,1,3,2
40,19,2,1,5,51,economic,no,8,2,8,8,0,1,0,8,2
40,20,2,1,10,199,rising,no,8,2,8,8,0,1,0,8,2
40,21,1,2,17,157,year,year,1,5,1,1,1,0,0,1,2
40,22,2,2,21,191,crisis,no,8,2,8,8,0,1,0,8,2
40,23,1,2,4,96,forced,crisis,0,4,5,3,0,0,1,3,2
40,24,1,1,8,33,years,no,8,2,8,8,0,1,0,8,2
