Subject,Balance,PostMemCue,Condition,Block,WordPair,FreeRecallPair,FreeRecallSingleton,FreeRecallTotal,CuedRecall
20,D,**VVV**,Rehearsal,A1,Mensch - Rechte,,,,
20,D,**EEE**,Rehearsal,A1,Kopf - Leitung,,,,0
20,D,**EEE**,Rehearsal,A1,Wort - Anwendung,,,,0
20,D,**EEE**,Rehearsal,A1,Antrag - Sport,,,,0
20,D,**EEE**,Rehearsal,A1,Tanne - Geige,,,,0
20,D,**EEE**,Rehearsal,A1,Gefühl - Wert,,,,0
20,D,**VVV**,Rehearsal,A1,Regel - Bild,,,,
20,D,**VVV**,Rehearsal,A1,Boden - Gebiet,,,,
20,D,**VVV**,Rehearsal,A1,Rede - Vorstellung,,,,
20,D,**VVV**,Rehearsal,A1,Farbe - Roller,,,,
20,D,**VVV**,Rehearsal,A1,Luft - Unterstützung,,,,
20,D,**EEE**,Rehearsal,A1,Organisation - Statue,,,,0
20,D,**VVV**,Rehearsal,A2,Stimme - Tätigkeit,,,,
20,D,**VVV**,Rehearsal,A2,Gruppe - Stück,,,,
20,D,**VVV**,Rehearsal,A2,Stachel - Armee,,,,
20,D,**VVV**,Rehearsal,A2,Volk - Straße,,,,
20,D,**EEE**,Rehearsal,A2,Gegenstand - Pferd,,1,0.5,0
20,D,**EEE**,Rehearsal,A2,Hand - Planet,,,,0
20,D,**EEE**,Rehearsal,A2,Rat - Stein,,,,0
20,D,**VVV**,Rehearsal,A2,Schutz - Bildung,,,,
20,D,**VVV**,Rehearsal,A2,Lösung - Körper,,,,
20,D,**VVV**,Rehearsal,A2,Untersuchung - Brücke,,,,
20,D,**EEE**,Rehearsal,A2,Kosten - Jahr,,,,0
20,D,**EEE**,Rehearsal,A2,Stamm - Garten,,,,0
20,D,**VVV**,Rehearsal,A2,Tier - Flasche,,,,
20,D,**VVV**,Rehearsal,A2,Beispiel - Blut,,,,
20,D,**EEE**,Rehearsal,A2,Kind - Gericht,,1,0.5,0
20,D,**VVV**,Rehearsal,A2,Verlobung - Augenblick,,,,
20,D,**VVV**,Rehearsal,A2,Mittel - Zusammenhang,,,,
20,D,**EEE**,Rehearsal,A2,Welt - Willen,,,,0
20,D,**VVV**,Rehearsal,A2,Teil - Besen,,,,
20,D,**EEE**,Rehearsal,A2,Ausdruck - Bruder,,1,0.5,0
20,D,**EEE**,Rehearsal,A2,Tatsache - Schläger,,,,0
20,D,**EEE**,Rehearsal,A2,Zustand - Schnee,,,,0
20,D,**EEE**,Rehearsal,A2,Ozean - Lehne,,1,0.5,0
20,D,**EEE**,Rehearsal,A2,Kritik - Buch,,,,0
20,D,**VVV**,Attention,B1,Gitter - Schlauch,,,,
20,D,**EEE**,Attention,B1,Minister - Rolle,,,,0
20,D,**VVV**,Attention,B1,Kommission - Seil,,,,
20,D,**EEE**,Attention,B1,Urteil - Finger,,,,0
20,D,**EEE**,Attention,B1,Darstellung - Fluss,,,,0
20,D,**EEE**,Attention,B1,Schüler - Leben,,,,0
20,D,**VVV**,Attention,B1,Form - Nagel,,,,
20,D,**VVV**,Attention,B1,Mönch - Minute,,,,
20,D,**EEE**,Attention,B1,Beutel - Lenkrad,,,,0
20,D,**EEE**,Attention,B1,Freibad - Abfall,,,,0
20,D,**EEE**,Attention,B1,Falle - Heizung,,,,0
20,D,**VVV**,Attention,B1,Küche - Gespräch,,,,
20,D,**VVV**,Attention,B1,Ansicht - Fisch,,,,
20,D,**EEE**,Attention,B1,Opfer - Wolke,,,,0
20,D,**EEE**,Attention,B1,Lackierung - Marathon,,,,0
20,D,**EEE**,Attention,B1,Person - Schule,,,,0
20,D,**VVV**,Attention,B1,Schauspieler - Frau,,,,
20,D,**VVV**,Attention,B1,Handel - Gewalt,,,,
20,D,**EEE**,Attention,B1,Winter - Marke,1,,1,1
20,D,**VVV**,Attention,B1,Produktion - Platz,,,,
20,D,**VVV**,Attention,B1,Mitglied - Halle,,,,
20,D,**VVV**,Attention,B1,Interesse - Schere,,,,
20,D,**VVV**,Attention,B1,Denken - Park,,,,
20,D,**EEE**,Attention,B1,Laden - Knopf,,,,0
20,D,**VVV**,Attention,B2,Eltern - Salz,,,,
20,D,**EEE**,Attention,B2,Zukunft - Hilfe,,,,0
20,D,**EEE**,Attention,B2,Wagen - Decke,,,,0
20,D,**VVV**,Attention,B2,Klausur - Bauch,,,,
20,D,**EEE**,Attention,B2,Schreibtisch - Stelle,,,,0
20,D,**EEE**,Attention,B2,Gesetz - Fräulein,,1,0.5,0
20,D,**EEE**,Attention,B2,Nation - Auffassung,,,,0
20,D,**VVV**,Attention,B2,Gegner - Musik,,,,
20,D,**VVV**,Attention,B2,Verfassung - Locher,,,,
20,D,**EEE**,Attention,B2,Schlüssel - Weg,1,,1,1
20,D,**VVV**,Attention,B2,Wahrheit - Leute,,,,
20,D,**VVV**,Attention,B2,Bett - Behälter,,,,
20,D,**VVV**,Attention,B2,Sicherheit - Politik,,,,
20,D,**EEE**,Attention,B2,Gefahr - Zahn,,,,0
20,D,**VVV**,Attention,B2,Revolution - Pfanne,,,,
20,D,**VVV**,Attention,B2,Rahmen - Abend,,,,
20,D,**EEE**,Attention,B2,Soldat - Bericht,1,,1,1
20,D,**EEE**,Attention,B2,Richter - Konferenz,,,,0
20,D,**EEE**,Attention,B2,Mutter - Papier,,1,0.5,0
20,D,**VVV**,Attention,B2,Absicht - Welle,,,,
20,D,**VVV**,Attention,B2,Beginn - Gans,,,,
20,D,**EEE**,Attention,B2,Schwester - Entwicklung,1,,1,1
20,D,**VVV**,Attention,B2,Schluß - Boot,,,,
20,D,**EEE**,Attention,B2,Freiheit - Reihe,,,,0
20,D,**VVV**,RehearsalAttention,C1,Inhalt - Zweck,,,,
20,D,**VVV**,RehearsalAttention,C1,Wasser - Brief,,,,
20,D,**EEE**,RehearsalAttention,C1,Wesen - Durchführung,,,,0
20,D,**VVV**,RehearsalAttention,C1,Jugend - General,,,,
20,D,**EEE**,RehearsalAttention,C1,Arzt - Klasse,,1,0.5,0
20,D,**EEE**,RehearsalAttention,C1,Stunde - Polizei,,,,0
20,D,**EEE**,RehearsalAttention,C1,Behandlung - Schrift,,,,0
20,D,**EEE**,RehearsalAttention,C1,Kaiser - Tat,,,,0
20,D,**EEE**,RehearsalAttention,C1,Gelegenheit - Ordner,,,,0
20,D,**EEE**,RehearsalAttention,C1,Partei - Herz,,,,0
20,D,**EEE**,RehearsalAttention,C1,Schaden - Bein,,,,0
20,D,**VVV**,RehearsalAttention,C1,Theater - Zeitung,,,,
20,D,**VVV**,RehearsalAttention,C1,Bauer - Versuch,,,,
20,D,**EEE**,RehearsalAttention,C1,Hälfte - Klettern,,1,0.5,0
20,D,**VVV**,RehearsalAttention,C1,Bereich - Berg,,,,
20,D,**EEE**,RehearsalAttention,C1,Liebe - Sprache,,,,1
20,D,**EEE**,RehearsalAttention,C1,Seele - Presse,,,,0
20,D,**VVV**,RehearsalAttention,C1,Geschichte - Ergebnis,,,,
20,D,**VVV**,RehearsalAttention,C1,Monat - Mitarbeiter,,,,
20,D,**VVV**,RehearsalAttention,C1,Mädchen - Ding,,,,
20,D,**EEE**,RehearsalAttention,C1,Anzahl - Telefon,,,,0
20,D,**VVV**,RehearsalAttention,C1,Kultur - Bedeutung,,,,
20,D,**VVV**,RehearsalAttention,C1,Zeit - Ventil,,,,
20,D,**VVV**,RehearsalAttention,C1,Schädel - Million,,,,
20,D,**VVV**,RehearsalAttention,C2,Chef - Acker,,,,
20,D,**EEE**,RehearsalAttention,C2,Staat - Regierung,,,,0
20,D,**VVV**,RehearsalAttention,C2,Funktion - Dorf,,,,
20,D,**VVV**,RehearsalAttention,C2,Werk - Aufgabe,,,,
20,D,**VVV**,RehearsalAttention,C2,Industrie - Artikel,,,,
20,D,**EEE**,RehearsalAttention,C2,Grund - Urkunde,,,,0
20,D,**EEE**,RehearsalAttention,C2,Kenntnis - Wase,,,,0
20,D,**EEE**,RehearsalAttention,C2,Haltung - Ball,,,,0
20,D,**VVV**,RehearsalAttention,C2,Vorschlag - Poster,,,,
20,D,**VVV**,RehearsalAttention,C2,Prinzip - Zaun,,,,
20,D,**EEE**,RehearsalAttention,C2,Dame - Verfügung,,,,0
20,D,**EEE**,RehearsalAttention,C2,Entscheidung - Tüte,,,,0
20,D,**VVV**,RehearsalAttention,C2,Haus - System,,,,
20,D,**EEE**,RehearsalAttention,C2,Wissenschaft - Tasse,,,,0
20,D,**VVV**,RehearsalAttention,C2,Zahl - Verhalten,,,,
20,D,**EEE**,RehearsalAttention,C2,Druck - Topf,,,,0
20,D,**VVV**,RehearsalAttention,C2,Raum - Berliner,,,,
20,D,**EEE**,RehearsalAttention,C2,Richtung - Maß,,1,0.5,0
20,D,**VVV**,RehearsalAttention,C2,Idee - Morgen,,,,
20,D,**EEE**,RehearsalAttention,C2,Geist - Lage,,1,0.5,0
20,D,**VVV**,RehearsalAttention,C2,Mitte - Stift,,,,
20,D,**EEE**,RehearsalAttention,C2,Größe - Beschreibung,,,,0
20,D,**EEE**,RehearsalAttention,C2,Umstand - Socken,,,,0
20,D,**VVV**,RehearsalAttention,C2,Arme - Glück,,,,
20,D,**EEE**,Control,D1,Name - Akademie,,,,0
20,D,**VVV**,Control,D1,Preis - Schwierigkeit,,,,
20,D,**EEE**,Control,D1,Heimat - Eindruck,,,,0
20,D,**VVV**,Control,D1,Verhandlung - Westen,,,,
20,D,**EEE**,Control,D1,Hoffnung - Bedingung,,,,0
20,D,**EEE**,Control,D1,Kacheln - Scheibe,,,,0
20,D,**EEE**,Control,D1,Satz - Bevölkerung,,,,0
20,D,**EEE**,Control,D1,Zeichen - Sache,,,,0
20,D,**VVV**,Control,D1,Bürger - Philosophie,,,,
20,D,**EEE**,Control,D1,Krieg - Foto,,,,1
20,D,**VVV**,Control,D1,Gestalt - Karte,,,,
20,D,**VVV**,Control,D1,Sohn - Angeklagte,,,,
20,D,**EEE**,Control,D1,Land - Gegenwart,,,,0
20,D,**EEE**,Control,D1,Wohnung - Stadt,1,,1,0
20,D,**VVV**,Control,D1,Einheit - Erklärung,,,,
20,D,**VVV**,Control,D1,Literatur - Wirklichkeit,,,,
20,D,**VVV**,Control,D1,Folge - Kabel,,,,
20,D,**VVV**,Control,D1,Schicksal - Weise,,,,
20,D,**EEE**,Control,D1,Spiel - Gegensatz,,,,0
20,D,**EEE**,Control,D1,Rücken - Angst,,1,0.5,1
20,D,**VVV**,Control,D1,Gedanke - Linie,,,,
20,D,**VVV**,Control,D1,Wein - Unterführung,,,,
20,D,**EEE**,Control,D1,Verbindung - Seite,,1,0.5,0
20,D,**VVV**,Control,D1,Nähe - Computer,,,,
20,D,**EEE**,Control,D2,Meinung - Macht,,1,0.5,0
20,D,**VVV**,Control,D2,Menge - Ziegel,,,,
20,D,**VVV**,Control,D2,Karton - Koffer,,,,
20,D,**EEE**,Control,D2,Mund - Schrank,1,,1,1
20,D,**EEE**,Control,D2,Vater - Möglichkeit,,,,0
20,D,**VVV**,Control,D2,Jahrhundert - Stern,,,,
20,D,**VVV**,Control,D2,Punkt - Woche,,,,
20,D,**EEE**,Control,D2,Prozent - Rasen,,1,0.5,0
20,D,**EEE**,Control,D2,Spiegel - Fenster,,,,0
20,D,**VVV**,Control,D2,Gesicht - Verwaltung,,,,
20,D,**VVV**,Control,D2,Düne - Arena,,,,
20,D,**VVV**,Control,D2,Führung - Wandern,,,,
20,D,**VVV**,Control,D2,Waffe - Kamin,,,,
20,D,**EEE**,Control,D2,Anspruch - Leiste,,,,0
20,D,**VVV**,Control,D2,Verhältnis - Titel,,,,
20,D,**VVV**,Control,D2,Zweifel - Aussicht,,,,
20,D,**VVV**,Control,D2,Insel - Sofa,,,,
20,D,**VVV**,Control,D2,Tag - Wald,,,,
20,D,**EEE**,Control,D2,Hocker - König,,,,0
20,D,**EEE**,Control,D2,Fassade - Girlande,,1,0.5,0
20,D,**EEE**,Control,D2,Auge - Einfluss,,1,0.5,0
20,D,**EEE**,Control,D2,Abkommen - Meer,,,,0
20,D,**EEE**,Control,D2,Schritt - Arbeit,,,,0
20,D,**EEE**,Control,D2,Ort - Blatt,,,,0
21,A,**EEE**,Attention,A1,Beginn - Gans,,,,0
21,A,**EEE**,Attention,A1,Gegner - Musik,,,,0
21,A,**EEE**,Attention,A1,Wahrheit - Leute,,,,0
21,A,**EEE**,Attention,A1,Klausur - Bauch,,,,0
21,A,**VVV**,Attention,A1,Mutter - Papier,,,,
21,A,**EEE**,Attention,A1,Verfassung - Locher,,,,1
21,A,**EEE**,Attention,A1,Schluß - Boot,,,,0
21,A,**EEE**,Attention,A1,Sicherheit - Politik,,,,0
21,A,**VVV**,Attention,A1,Schreibtisch - Stelle,,,,
21,A,**VVV**,Attention,A1,Gesetz - Fräulein,,,,
21,A,**EEE**,Attention,A1,Absicht - Welle,,,,0
21,A,**VVV**,Attention,A1,Schwester - Entwicklung,,,,
21,A,**VVV**,Attention,A1,Wagen - Decke,,,,
21,A,**VVV**,Attention,A1,Schlüssel - Weg,,,,
21,A,**EEE**,Attention,A1,Rahmen - Abend,,,,0
21,A,**VVV**,Attention,A1,Richter - Konferenz,,,,
21,A,**VVV**,Attention,A1,Soldat - Bericht,,,,
21,A,**VVV**,Attention,A1,Nation - Auffassung,,,,
21,A,**VVV**,Attention,A1,Freiheit - Reihe,,,,
21,A,**EEE**,Attention,A1,Eltern - Salz,,,,0
21,A,**EEE**,Attention,A1,Revolution - Pfanne,,,,1
21,A,**EEE**,Attention,A1,Bett - Behälter,,,,0
21,A,**VVV**,Attention,A1,Gefahr - Zahn,,,,
21,A,**VVV**,Attention,A1,Zukunft - Hilfe,,,,
21,A,**VVV**,Attention,A2,Beutel - Lenkrad,,,,
21,A,**EEE**,Attention,A2,Handel - Gewalt,,,,0
21,A,**VVV**,Attention,A2,Urteil - Finger,,,,
21,A,**VVV**,Attention,A2,Person - Schule,,,,
21,A,**VVV**,Attention,A2,Winter - Marke,,,,
21,A,**EEE**,Attention,A2,Mönch - Minute,1,,1,1
21,A,**VVV**,Attention,A2,Darstellung - Fluss,,,,
21,A,**VVV**,Attention,A2,Opfer - Wolke,,,,
21,A,**EEE**,Attention,A2,Schauspieler - Frau,1,,1,1
21,A,**VVV**,Attention,A2,Falle - Heizung,,,,
21,A,**EEE**,Attention,A2,Kommission - Seil,1,,1,1
21,A,**VVV**,Attention,A2,Lackierung - Marathon,,,,
21,A,**VVV**,Attention,A2,Freibad - Abfall,,,,
21,A,**EEE**,Attention,A2,Mitglied - Halle,,,,0
21,A,**EEE**,Attention,A2,Gitter - Schlauch,,,,0
21,A,**EEE**,Attention,A2,Produktion - Platz,,,,0
21,A,**VVV**,Attention,A2,Minister - Rolle,,,,
21,A,**EEE**,Attention,A2,Küche - Gespräch,,,,0
21,A,**EEE**,Attention,A2,Denken - Park,,,,0
21,A,**EEE**,Attention,A2,Interesse - Schere,,,,0
21,A,**EEE**,Attention,A2,Form - Nagel,,,,0
21,A,**VVV**,Attention,A2,Laden - Knopf,,,,
21,A,**EEE**,Attention,A2,Ansicht - Fisch,,,,0
21,A,**VVV**,Attention,A2,Schüler - Leben,,,,
21,A,**VVV**,Control,B1,Spiegel - Fenster,,,,
21,A,**EEE**,Control,B1,Insel - Sofa,,,,0
21,A,**VVV**,Control,B1,Auge - Einfluss,,,,
21,A,**EEE**,Control,B1,Verhältnis - Titel,,,,0
21,A,**EEE**,Control,B1,Führung - Wandern,1,,1,1
21,A,**VVV**,Control,B1,Prozent - Rasen,,,,
21,A,**EEE**,Control,B1,Zweifel - Aussicht,,,,0
21,A,**EEE**,Control,B1,Karton - Koffer,,,,0
21,A,**VVV**,Control,B1,Schritt - Arbeit,,,,
21,A,**VVV**,Control,B1,Vater - Möglichkeit,,,,
21,A,**VVV**,Control,B1,Ort - Blatt,,,,
21,A,**EEE**,Control,B1,Düne - Arena,1,,1,1
21,A,**EEE**,Control,B1,Tag - Wald,,,,0
21,A,**VVV**,Control,B1,Anspruch - Leiste,,,,
21,A,**EEE**,Control,B1,Jahrhundert - Stern,1,,1,1
21,A,**VVV**,Control,B1,Hocker - König,,,,
21,A,**EEE**,Control,B1,Menge - Ziegel,,,,0
21,A,**EEE**,Control,B1,Waffe - Kamin,1,,1,1
21,A,**VVV**,Control,B1,Fassade - Girlande,,,,
21,A,**EEE**,Control,B1,Punkt - Woche,,,,0
21,A,**VVV**,Control,B1,Mund - Schrank,,,,
21,A,**VVV**,Control,B1,Meinung - Macht,,,,
21,A,**VVV**,Control,B1,Abkommen - Meer,,,,
21,A,**EEE**,Control,B1,Gesicht - Verwaltung,1,,1,0
21,A,**EEE**,Control,B2,Sohn - Angeklagte,1,,1,1
21,A,**EEE**,Control,B2,Einheit - Erklärung,,,,0
21,A,**VVV**,Control,B2,Krieg - Foto,,,,
21,A,**EEE**,Control,B2,Schicksal - Weise,1,,1,1
21,A,**EEE**,Control,B2,Preis - Schwierigkeit,,,,0
21,A,**VVV**,Control,B2,Wohnung - Stadt,,,,
21,A,**VVV**,Control,B2,Zeichen - Sache,,,,
21,A,**VVV**,Control,B2,Spiel - Gegensatz,,,,
21,A,**EEE**,Control,B2,Gestalt - Karte,,,,0
21,A,**EEE**,Control,B2,Gedanke - Linie,,1,0.5,0
21,A,**VVV**,Control,B2,Rücken - Angst,,,,
21,A,**VVV**,Control,B2,Verbindung - Seite,,,,
21,A,**EEE**,Control,B2,Wein - Unterführung,,,,1
21,A,**VVV**,Control,B2,Satz - Bevölkerung,,,,
21,A,**EEE**,Control,B2,Verhandlung - Westen,1,,1,1
21,A,**VVV**,Control,B2,Hoffnung - Bedingung,,,,
21,A,**EEE**,Control,B2,Bürger - Philosophie,1,,1,1
21,A,**EEE**,Control,B2,Folge - Kabel,,,,0
21,A,**VVV**,Control,B2,Kacheln - Scheibe,,,,
21,A,**EEE**,Control,B2,Nähe - Computer,,1,0.5,0
21,A,**VVV**,Control,B2,Land - Gegenwart,,,,
21,A,**VVV**,Control,B2,Name - Akademie,,,,
21,A,**VVV**,Control,B2,Heimat - Eindruck,,,,
21,A,**EEE**,Control,B2,Literatur - Wirklichkeit,,,,0
21,A,**EEE**,Rehearsal,C1,Teil - Besen,,,,0
21,A,**VVV**,Rehearsal,C1,Stamm - Garten,,,,
21,A,**EEE**,Rehearsal,C1,Stachel - Armee,1,,1,1
21,A,**EEE**,Rehearsal,C1,Tier - Flasche,,,,0
21,A,**EEE**,Rehearsal,C1,Schutz - Bildung,,,,0
21,A,**EEE**,Rehearsal,C1,Lösung - Körper,,,,1
21,A,**EEE**,Rehearsal,C1,Volk - Straße,,,,0
21,A,**EEE**,Rehearsal,C1,Beispiel - Blut,,,,0
21,A,**VVV**,Rehearsal,C1,Kosten - Jahr,,,,
21,A,**EEE**,Rehearsal,C1,Untersuchung - Brücke,,,,0
21,A,**VVV**,Rehearsal,C1,Hand - Planet,,,,
21,A,**EEE**,Rehearsal,C1,Mittel - Zusammenhang,,,,0
21,A,**VVV**,Rehearsal,C1,Tatsache - Schläger,,,,
21,A,**VVV**,Rehearsal,C1,Rat - Stein,,,,
21,A,**VVV**,Rehearsal,C1,Kritik - Buch,,,,
21,A,**VVV**,Rehearsal,C1,Zustand - Schnee,,,,
21,A,**VVV**,Rehearsal,C1,Ozean - Lehne,,,,
21,A,**EEE**,Rehearsal,C1,Verlobung - Augenblick,1,,1,1
21,A,**VVV**,Rehearsal,C1,Welt - Willen,,,,
21,A,**EEE**,Rehearsal,C1,Gruppe - Stück,,,,0
21,A,**VVV**,Rehearsal,C1,Gegenstand - Pferd,,,,
21,A,**VVV**,Rehearsal,C1,Kind - Gericht,,,,
21,A,**EEE**,Rehearsal,C1,Stimme - Tätigkeit,,,,1
21,A,**VVV**,Rehearsal,C1,Ausdruck - Bruder,,,,
21,A,**VVV**,Rehearsal,C2,Tür - Theorie,,,,
21,A,**VVV**,Rehearsal,C2,Erfahrung - Sand,,,,
21,A,**VVV**,Rehearsal,C2,Antrag - Sport,,,,
21,A,**EEE**,Rehearsal,C2,Schneider - Nacht,1,,1,1
21,A,**VVV**,Rehearsal,C2,Wort - Anwendung,,,,
21,A,**EEE**,Rehearsal,C2,Luft - Unterstützung,,1,0.5,0
21,A,**EEE**,Rehearsal,C2,Erde - Ordnung,,,,0
21,A,**VVV**,Rehearsal,C2,Kreis - Erkenntnis,,,,
21,A,**EEE**,Rehearsal,C2,Rede - Vorstellung,,,,0
21,A,**EEE**,Rehearsal,C2,Wirkung - Vertreter,,,,0
21,A,**EEE**,Rehearsal,C2,Abschluss - Rathaus,,,,0
21,A,**VVV**,Rehearsal,C2,Tanne - Geige,,,,
21,A,**VVV**,Rehearsal,C2,Feind - Bewusstsein,,,,
21,A,**VVV**,Rehearsal,C2,Kopf - Leitung,,,,
21,A,**EEE**,Rehearsal,C2,Regel - Bild,,,,0
21,A,**EEE**,Rehearsal,C2,Farbe - Roller,,,,0
21,A,**EEE**,Rehearsal,C2,Boden - Gebiet,,,,0
21,A,**EEE**,Rehearsal,C2,Ofen - Gardinen,,,,0
21,A,**VVV**,Rehearsal,C2,Kirche - Zimmer,,,,
21,A,**VVV**,Rehearsal,C2,Gefühl - Wert,,,,
21,A,**VVV**,Rehearsal,C2,Natur - Blick,,,,
21,A,**EEE**,Rehearsal,C2,Wirtschaft - Vertrag,,,,0
21,A,**VVV**,Rehearsal,C2,Organisation - Statue,,,,
21,A,**EEE**,Rehearsal,C2,Mensch - Rechte,1,,1,1
21,A,**VVV**,RehearsalAttention,D1,Druck - Topf,,,,
21,A,**EEE**,RehearsalAttention,D1,Werk - Aufgabe,,,,0
21,A,**EEE**,RehearsalAttention,D1,Vorschlag - Poster,,,,0
21,A,**VVV**,RehearsalAttention,D1,Entscheidung - Tüte,,,,
21,A,**VVV**,RehearsalAttention,D1,Grund - Urkunde,,,,
21,A,**VVV**,RehearsalAttention,D1,Geist - Lage,,,,
21,A,**EEE**,RehearsalAttention,D1,Arme - Glück,,1,0.5,0
21,A,**EEE**,RehearsalAttention,D1,Haus - System,,,,0
21,A,**VVV**,RehearsalAttention,D1,Umstand - Socken,,,,
21,A,**EEE**,RehearsalAttention,D1,Prinzip - Zaun,,,,0
21,A,**VVV**,RehearsalAttention,D1,Wissenschaft - Tasse,,,,
21,A,**VVV**,RehearsalAttention,D1,Größe - Beschreibung,,,,
21,A,**EEE**,RehearsalAttention,D1,Industrie - Artikel,,,,0
21,A,**EEE**,RehearsalAttention,D1,Funktion - Dorf,,,,1
21,A,**VVV**,RehearsalAttention,D1,Richtung - Maß,,,,
21,A,**EEE**,RehearsalAttention,D1,Chef - Acker,,,,0
21,A,**EEE**,RehearsalAttention,D1,Idee - Morgen,,,,0
21,A,**EEE**,RehearsalAttention,D1,Raum - Berliner,1,,1,1
21,A,**EEE**,RehearsalAttention,D1,Mitte - Stift,,,,0
21,A,**VVV**,RehearsalAttention,D1,Haltung - Ball,,,,
21,A,**VVV**,RehearsalAttention,D1,Dame - Verfügung,,,,
21,A,**VVV**,RehearsalAttention,D1,Kenntnis - Wase,,,,
21,A,**EEE**,RehearsalAttention,D1,Zahl - Verhalten,,,,0
21,A,**VVV**,RehearsalAttention,D1,Staat - Regierung,,,,
21,A,**EEE**,RehearsalAttention,D2,Inhalt - Zweck,,,,0
21,A,**VVV**,RehearsalAttention,D2,Gelegenheit - Ordner,,,,
21,A,**VVV**,RehearsalAttention,D2,Partei - Herz,,,,
21,A,**EEE**,RehearsalAttention,D2,Wasser - Brief,,,,0
21,A,**EEE**,RehearsalAttention,D2,Bauer - Versuch,,,,0
21,A,**EEE**,RehearsalAttention,D2,Monat - Mitarbeiter,,,,0
21,A,**VVV**,RehearsalAttention,D2,Schaden - Bein,,,,
21,A,**VVV**,RehearsalAttention,D2,Kaiser - Tat,,,,
21,A,**EEE**,RehearsalAttention,D2,Zeit - Ventil,,,,0
21,A,**VVV**,RehearsalAttention,D2,Hälfte - Klettern,,,,
21,A,**VVV**,RehearsalAttention,D2,Liebe - Sprache,,,,
21,A,**EEE**,RehearsalAttention,D2,Mädchen - Ding,1,,1,1
21,A,**VVV**,RehearsalAttention,D2,Seele - Presse,,,,
21,A,**EEE**,RehearsalAttention,D2,Schädel - Million,,,,0
21,A,**EEE**,RehearsalAttention,D2,Theater - Zeitung,,,,0
21,A,**VVV**,RehearsalAttention,D2,Behandlung - Schrift,,,,
21,A,**EEE**,RehearsalAttention,D2,Jugend - General,,,,0
21,A,**VVV**,RehearsalAttention,D2,Stunde - Polizei,,,,
21,A,**EEE**,RehearsalAttention,D2,Kultur - Bedeutung,,,,0
21,A,**VVV**,RehearsalAttention,D2,Wesen - Durchführung,,,,
21,A,**EEE**,RehearsalAttention,D2,Geschichte - Ergebnis,1,,1,1
21,A,**VVV**,RehearsalAttention,D2,Anzahl - Telefon,,,,
21,A,**EEE**,RehearsalAttention,D2,Bereich - Berg,,,,0
21,A,**VVV**,RehearsalAttention,D2,Arzt - Klasse,,,,
22,B,**EEE**,Attention,A1,Wagen - Decke,,,,0
22,B,**VVV**,Attention,A1,Gegner - Musik,,,,
22,B,**EEE**,Attention,A1,Nation - Auffassung,1,,1,0
22,B,**EEE**,Attention,A1,Freiheit - Reihe,,,,0
22,B,**EEE**,Attention,A1,Schreibtisch - Stelle,,,,0
22,B,**VVV**,Attention,A1,Absicht - Welle,,,,
22,B,**EEE**,Attention,A1,Soldat - Bericht,,,,0
22,B,**VVV**,Attention,A1,Sicherheit - Politik,,,,
22,B,**VVV**,Attention,A1,Rahmen - Abend,,,,
22,B,**EEE**,Attention,A1,Gesetz - Fräulein,1,,1,1
22,B,**VVV**,Attention,A1,Klausur - Bauch,,,,
22,B,**VVV**,Attention,A1,Verfassung - Locher,,,,
22,B,**VVV**,Attention,A1,Eltern - Salz,,,,
22,B,**VVV**,Attention,A1,Bett - Behälter,,,,
22,B,**EEE**,Attention,A1,Gefahr - Zahn,,,,1
22,B,**EEE**,Attention,A1,Mutter - Papier,1,,1,1
22,B,**VVV**,Attention,A1,Revolution - Pfanne,,,,
22,B,**EEE**,Attention,A1,Richter - Konferenz,,1,0.5,0
22,B,**EEE**,Attention,A1,Schlüssel - Weg,,,,1
22,B,**EEE**,Attention,A1,Schwester - Entwicklung,,,,1
22,B,**VVV**,Attention,A1,Beginn - Gans,,,,
22,B,**VVV**,Attention,A1,Wahrheit - Leute,,,,
22,B,**EEE**,Attention,A1,Zukunft - Hilfe,,,,0
22,B,**VVV**,Attention,A1,Schluß - Boot,,,,
22,B,**VVV**,Attention,A2,Gitter - Schlauch,,,,
22,B,**EEE**,Attention,A2,Lackierung - Marathon,1,,1,1
22,B,**EEE**,Attention,A2,Minister - Rolle,,,,1
22,B,**EEE**,Attention,A2,Falle - Heizung,,,,0
22,B,**EEE**,Attention,A2,Laden - Knopf,,,,0
22,B,**VVV**,Attention,A2,Kommission - Seil,,,,
22,B,**VVV**,Attention,A2,Schauspieler - Frau,,,,
22,B,**VVV**,Attention,A2,Mitglied - Halle,,,,
22,B,**EEE**,Attention,A2,Urteil - Finger,,,,0
22,B,**VVV**,Attention,A2,Mönch - Minute,,,,
22,B,**EEE**,Attention,A2,Darstellung - Fluss,,,,0
22,B,**EEE**,Attention,A2,Person - Schule,1,,1,1
22,B,**VVV**,Attention,A2,Interesse - Schere,,,,
22,B,**VVV**,Attention,A2,Form - Nagel,,,,
22,B,**EEE**,Attention,A2,Schüler - Leben,1,,1,1
22,B,**VVV**,Attention,A2,Denken - Park,,,,
22,B,**EEE**,Attention,A2,Freibad - Abfall,,,,0
22,B,**VVV**,Attention,A2,Produktion - Platz,,,,
22,B,**EEE**,Attention,A2,Winter - Marke,,,,0
22,B,**VVV**,Attention,A2,Ansicht - Fisch,,,,
22,B,**VVV**,Attention,A2,Küche - Gespräch,,,,
