Subject,WordPair,MemCuePost,CuedRecall,FreeRecall_Total_prob
53,Gesicht - Verwaltung,**EEE**,1,0
53,Gegner - Musik,**EEE**,1,1
53,Kirche - Zimmer,**EEE**,1,1
53,Beziehung - Wunsch,**VVV**,0,0
53,Zukunft - Hilfe,**EEE**,1,1
53,Zeit - Ventil,**VVV**,0,0
53,Wasser - Brief,**VVV**,0,0
53,Haus - System,**EEE**,1,1
53,Zeichen - Sache,**VVV**,0,0
53,Höhe - Kapital,**VVV**,1,1
53,Himmel - Kraft,**EEE**,1,1
53,Kosten - Jahr,**VVV**,1,1
54,Partei - Herz,**EEE**,1,0
54,Rahmen - Abend,**EEE**,1,1
54,Tochter - Dienst,**VVV**,0,0
54,Haus - System,**VVV**,0,0
54,Staat - Regierung,**VVV**,0,0
54,Seele - Presse,**VVV**,0,0.5
54,Zukunft - Hilfe,**VVV**,0,0
54,Zeichen - Sache,**EEE**,0,0
54,Höhe - Kapital,**EEE**,0,0
54,Gesicht - Verwaltung,**VVV**,0,0
54,Spiegel - Fenster,**EEE**,0,0
54,Kosten - Jahr,**EEE**,1,0
54,Kirche - Zimmer,**VVV**,0,0
54,Liebe - Sprache,**EEE**,0,0
54,Recht - Frage,**VVV**,1,0
54,Truppe - Uhr,**EEE**,1,0
54,Wasser - Brief,**EEE**,0,0
54,Zeit - Ventil,**EEE**,0,0
54,Arzt - Klasse,**VVV**,0,0
54,Soldat - Bericht,**VVV**,0,0
54,Gegner - Musik,**VVV**,1,1
54,Beziehung - Wunsch,**EEE**,1,1
54,Stimme - Tätigkeit,**EEE**,0,0
54,Himmel - Kraft,**VVV**,0,0
55,Rahmen - Abend,**VVV**,0,0
55,Soldat - Bericht,**EEE**,1,1
55,Zeichen - Sache,**VVV**,0,0
55,Gesicht - Verwaltung,**EEE**,0,0
55,Höhe - Kapital,**VVV**,1,1
55,Partei - Herz,**VVV**,1,0
55,Beziehung - Wunsch,**VVV**,1,1
55,Zukunft - Hilfe,**EEE**,1,1
55,Haus - System,**EEE**,0,0
55,Arzt - Klasse,**EEE**,0,0
55,Gegner - Musik,**EEE**,0,0
55,Liebe - Sprache,**VVV**,1,1
55,Recht - Frage,**EEE**,0,0
55,Spiegel - Fenster,**VVV**,0,0
55,Wasser - Brief,**VVV**,0,0
55,Himmel - Kraft,**EEE**,0,0
55,Kosten - Jahr,**VVV**,1,0
55,Stimme - Tätigkeit,**VVV**,0,0
55,Truppe - Uhr,**VVV**,0,0
55,Seele - Presse,**EEE**,0,0
55,Staat - Regierung,**EEE**,1,1
55,Kirche - Zimmer,**EEE**,1,1
55,Tochter - Dienst,**EEE**,1,1
55,Zeit - Ventil,**VVV**,0,0
56,Gesicht - Verwaltung,**VVV**,0,0
56,Kirche - Zimmer,**VVV**,1,0
56,Spiegel - Fenster,**EEE**,0,1
56,Seele - Presse,**VVV**,0,0
56,Höhe - Kapital,**EEE**,0,0
56,Tochter - Dienst,**VVV**,0,0
56,Rahmen - Abend,**EEE**,0,0
56,Soldat - Bericht,**VVV**,0,0
56,Zeit - Ventil,**EEE**,0,0
56,Partei - Herz,**EEE**,1,1
56,Gegner - Musik,**VVV**,1,0
56,Haus - System,**VVV**,0,0
56,Zeichen - Sache,**EEE**,0,0
56,Himmel - Kraft,**VVV**,1,0
56,Liebe - Sprache,**EEE**,1,1
56,Arzt - Klasse,**VVV**,1,0
56,Staat - Regierung,**VVV**,1,1
56,Stimme - Tätigkeit,**EEE**,1,0
56,Zukunft - Hilfe,**VVV**,1,0
56,Wasser - Brief,**EEE**,0,0
56,Recht - Frage,**VVV**,0,0.5
56,Truppe - Uhr,**EEE**,0,0
56,Beziehung - Wunsch,**EEE**,1,1
56,Kosten - Jahr,**EEE**,0,0
57,Gesicht - Verwaltung,**EEE**,1,1
57,Gegner - Musik,**EEE**,0,0
57,Recht - Frage,**EEE**,0,0
57,Stimme - Tätigkeit,**VVV**,0,0
57,Staat - Regierung,**EEE**,1,1
57,Kirche - Zimmer,**EEE**,1,0
57,Arzt - Klasse,**EEE**,0,0
57,Zukunft - Hilfe,**EEE**,0,0
57,Kosten - Jahr,**VVV**,0,0
57,Zeit - Ventil,**VVV**,0,0
57,Beziehung - Wunsch,**VVV**,0,0
57,Himmel - Kraft,**EEE**,1,0
57,Wasser - Brief,**VVV**,0,0
57,Höhe - Kapital,**VVV**,0,0
57,Spiegel - Fenster,**VVV**,0,0
57,Liebe - Sprache,**VVV**,0,0
57,Truppe - Uhr,**VVV**,0,0
57,Partei - Herz,**VVV**,0,0.5
57,Haus - System,**EEE**,0,0
57,Zeichen - Sache,**VVV**,0,0
57,Tochter - Dienst,**EEE**,1,1
57,Seele - Presse,**EEE**,0,1
57,Soldat - Bericht,**EEE**,0,0.5
57,Rahmen - Abend,**VVV**,0,0
58,Höhe - Kapital,**EEE**,1,1
58,Zeit - Ventil,**EEE**,1,1
58,Gesicht - Verwaltung,**VVV**,0,0
58,Rahmen - Abend,**EEE**,0,0
58,Haus - System,**VVV**,0,0
58,Partei - Herz,**EEE**,1,0
58,Recht - Frage,**VVV**,0,0
58,Beziehung - Wunsch,**EEE**,1,0
58,Staat - Regierung,**VVV**,0,0
58,Arzt - Klasse,**VVV**,0,0
58,Kirche - Zimmer,**VVV**,1,0
58,Zukunft - Hilfe,**VVV**,0,0
58,Gegner - Musik,**VVV**,0,0
58,Wasser - Brief,**EEE**,0,0
58,Kosten - Jahr,**EEE**,0,0
58,Seele - Presse,**VVV**,0,0
58,Stimme - Tätigkeit,**EEE**,0,0
58,Liebe - Sprache,**EEE**,0,0
58,Soldat - Bericht,**VVV**,0,0
58,Himmel - Kraft,**VVV**,0,0
58,Zeichen - Sache,**EEE**,0,0
58,Tochter - Dienst,**VVV**,0,0
58,Spiegel - Fenster,**EEE**,1,1
58,Truppe - Uhr,**EEE**,0,0
59,Haus - System,**EEE**,0,0
59,Kosten - Jahr,**VVV**,1,0
59,Spiegel - Fenster,**VVV**,1,0
59,Liebe - Sprache,**VVV**,1,1
59,Recht - Frage,**EEE**,1,1
59,Rahmen - Abend,**VVV**,0,0
59,Gegner - Musik,**EEE**,1,1
59,Arzt - Klasse,**EEE**,0,0
59,Soldat - Bericht,**EEE**,0,0
59,Beziehung - Wunsch,**VVV**,0,0
59,Kirche - Zimmer,**EEE**,1,1
59,Zeichen - Sache,**VVV**,0,0
59,Gesicht - Verwaltung,**EEE**,1,0.5
59,Zeit - Ventil,**VVV**,0,0
59,Truppe - Uhr,**VVV**,0,0
59,Himmel - Kraft,**EEE**,0,0
59,Tochter - Dienst,**EEE**,1,1
59,Stimme - Tätigkeit,**VVV**,0,0
59,Höhe - Kapital,**VVV**,0,0
59,Staat - Regierung,**EEE**,1,1
59,Zukunft - Hilfe,**EEE**,1,0
59,Seele - Presse,**EEE**,0,0
59,Wasser - Brief,**VVV**,0,0
59,Partei - Herz,**VVV**,1,0
60,Staat - Regierung,**VVV**,0,0
60,Zeichen - Sache,**EEE**,1,0
60,Stimme - Tätigkeit,**EEE**,0,0
60,Tochter - Dienst,**VVV**,0,0
60,Zeit - Ventil,**EEE**,0,0
60,Recht - Frage,**VVV**,0,0
60,Wasser - Brief,**EEE**,0,0
60,Beziehung - Wunsch,**EEE**,1,0
60,Arzt - Klasse,**VVV**,1,0
60,Partei - Herz,**EEE**,0,0
60,Gegner - Musik,**VVV**,0,0
60,Seele - Presse,**VVV**,0,0
60,Rahmen - Abend,**EEE**,1,1
60,Haus - System,**VVV**,0,0
60,Kosten - Jahr,**EEE**,0,0.5
60,Höhe - Kapital,**EEE**,0,0
60,Zukunft - Hilfe,**VVV**,0,0.5
60,Soldat - Bericht,**VVV**,0,0
60,Himmel - Kraft,**VVV**,0,0
60,Spiegel - Fenster,**EEE**,1,1
60,Kirche - Zimmer,**VVV**,0,0
60,Truppe - Uhr,**EEE**,0,1
60,Gesicht - Verwaltung,**VVV**,0,0
60,Liebe - Sprache,**EEE**,0,0.5
61,Kosten - Jahr,**VVV**,0,0
61,Seele - Presse,**EEE**,1,1
61,Soldat - Bericht,**EEE**,0,0.5
61,Zeit - Ventil,**VVV**,0,0
61,Zukunft - Hilfe,**EEE**,0,0.5
61,Wasser - Brief,**VVV**,1,1
61,Kirche - Zimmer,**EEE**,0,0
61,Gesicht - Verwaltung,**EEE**,0,0
61,Beziehung - Wunsch,**VVV**,0,0
61,Liebe - Sprache,**VVV**,0,0
61,Höhe - Kapital,**VVV**,0,0
61,Stimme - Tätigkeit,**VVV**,0,0
61,Gegner - Musik,**EEE**,1,1
61,Rahmen - Abend,**VVV**,1,0
61,Arzt - Klasse,**EEE**,1,1
61,Zeichen - Sache,**VVV**,1,0
61,Recht - Frage,**EEE**,0,0
61,Tochter - Dienst,**EEE**,0,0
61,Truppe - Uhr,**VVV**,1,0.5
61,Partei - Herz,**VVV**,1,0
61,Staat - Regierung,**EEE**,1,1
61,Spiegel - Fenster,**VVV**,1,0
61,Haus - System,**EEE**,1,0
61,Himmel - Kraft,**EEE**,0,0
62,Tochter - Dienst,**VVV**,0,0
62,Haus - System,**VVV**,0,0
62,Zukunft - Hilfe,**VVV**,0,0
62,Stimme - Tätigkeit,**EEE**,0,0.5
62,Soldat - Bericht,**VVV**,0,0
62,Arzt - Klasse,**VVV**,0,0
62,Seele - Presse,**VVV**,0,0
62,Staat - Regierung,**VVV**,0,0.5
62,Partei - Herz,**EEE**,1,0.5
62,Gesicht - Verwaltung,**VVV**,0,0
62,Zeichen - Sache,**EEE**,0,0
62,Kirche - Zimmer,**VVV**,0,0
62,Himmel - Kraft,**VVV**,0,0
62,Wasser - Brief,**EEE**,1,0
62,Spiegel - Fenster,**EEE**,1,0
62,Gegner - Musik,**VVV**,0,0
62,Liebe - Sprache,**EEE**,1,1
62,Zeit - Ventil,**EEE**,0,0
62,Recht - Frage,**VVV**,0,0
62,Kosten - Jahr,**EEE**,1,1
62,Truppe - Uhr,**EEE**,0,0
62,Höhe - Kapital,**EEE**,0,0
62,Beziehung - Wunsch,**EEE**,0,0
62,Rahmen - Abend,**EEE**,1,1
63,Soldat - Bericht,**EEE**,1,1
63,Rahmen - Abend,**VVV**,0,0
63,Haus - System,**EEE**,0,0
63,Zeit - Ventil,**VVV**,0,0
63,Kosten - Jahr,**VVV**,1,0
63,Himmel - Kraft,**EEE**,1,0
63,Staat - Regierung,**EEE**,1,1
63,Spiegel - Fenster,**VVV**,1,0
63,Beziehung - Wunsch,**VVV**,1,0
63,Stimme - Tätigkeit,**VVV**,0,0
63,Wasser - Brief,**VVV**,0,0
63,Zukunft - Hilfe,**EEE**,1,0
63,Gesicht - Verwaltung,**EEE**,0,0.5
63,Zeichen - Sache,**VVV**,0,0
63,Kirche - Zimmer,**EEE**,0,0
63,Truppe - Uhr,**VVV**,0,0
63,Gegner - Musik,**EEE**,0,0
63,Arzt - Klasse,**EEE**,1,1
63,Partei - Herz,**VVV**,0,1
63,Höhe - Kapital,**VVV**,0,0
63,Recht - Frage,**EEE**,0,0
63,Seele - Presse,**EEE**,0,0
63,Tochter - Dienst,**EEE**,0,0
63,Liebe - Sprache,**VVV**,0,0.5
64,Recht - Frage,**VVV**,0,0
64,Zeichen - Sache,**EEE**,0,0
64,Rahmen - Abend,**EEE**,1,1
64,Seele - Presse,**VVV**,0,0
64,Kosten - Jahr,**EEE**,1,1
64,Beziehung - Wunsch,**EEE**,1,0
64,Haus - System,**VVV**,0,0
64,Gegner - Musik,**VVV**,0,0
64,Kirche - Zimmer,**VVV**,0,0
64,Gesicht - Verwaltung,**VVV**,0,0
64,Tochter - Dienst,**VVV**,0,0
64,Soldat - Bericht,**VVV**,1,0
64,Wasser - Brief,**EEE**,0,0.5
64,Spiegel - Fenster,**EEE**,0,0
64,Truppe - Uhr,**EEE**,0,0
64,Partei - Herz,**EEE**,0,0
64,Liebe - Sprache,**EEE**,1,1
64,Zeit - Ventil,**EEE**,0,0.5
64,Zukunft - Hilfe,**VVV**,0,0
64,Himmel - Kraft,**VVV**,0,0
64,Höhe - Kapital,**EEE**,0,0
64,Arzt - Klasse,**VVV**,0,0
64,Stimme - Tätigkeit,**EEE**,0,0
64,Staat - Regierung,**VVV**,0,0.5
65,Arzt - Klasse,**EEE**,1,1
65,Kosten - Jahr,**VVV**,0,0
65,Staat - Regierung,**EEE**,1,1
65,Gesicht - Verwaltung,**EEE**,0,0
65,Truppe - Uhr,**VVV**,0,0
65,Haus - System,**EEE**,0,0
65,Zeit - Ventil,**VVV**,0,0
65,Liebe - Sprache,**VVV**,1,0
65,Seele - Presse,**EEE**,0,0
65,Zeichen - Sache,**VVV**,0,0
65,Partei - Herz,**VVV**,0,0
65,Tochter - Dienst,**EEE**,1,1
65,Recht - Frage,**EEE**,0,0
65,Rahmen - Abend,**VVV**,1,1
65,Soldat - Bericht,**EEE**,0,0.5
65,Zukunft - Hilfe,**EEE**,0,0
65,Spiegel - Fenster,**VVV**,1,0
65,Stimme - Tätigkeit,**VVV**,0,0.5
65,Höhe - Kapital,**VVV**,0,0
65,Gegner - Musik,**EEE**,0,0
65,Beziehung - Wunsch,**VVV**,0,0
65,Himmel - Kraft,**EEE**,0,0
65,Kirche - Zimmer,**EEE**,0,0
65,Wasser - Brief,**VVV**,0,0
66,Himmel - Kraft,**VVV**,0,0
66,Höhe - Kapital,**EEE**,1,1
66,Rahmen - Abend,**EEE**,0,0
66,Kirche - Zimmer,**VVV**,0,0
66,Truppe - Uhr,**EEE**,1,0
66,Kosten - Jahr,**EEE**,1,0
66,Staat - Regierung,**VVV**,1,0
66,Soldat - Bericht,**VVV**,0,0
66,Zeit - Ventil,**EEE**,1,0
66,Seele - Presse,**VVV**,1,0
66,Zeichen - Sache,**EEE**,0,0
66,Liebe - Sprache,**EEE**,1,1
66,Stimme - Tätigkeit,**EEE**,0,0
66,Zukunft - Hilfe,**VVV**,0,0
66,Gegner - Musik,**VVV**,1,0
66,Partei - Herz,**EEE**,1,0
66,Tochter - Dienst,**VVV**,1,0
66,Haus - System,**VVV**,1,0
66,Arzt - Klasse,**VVV**,1,0
66,Recht - Frage,**VVV**,1,1
66,Gesicht - Verwaltung,**VVV**,0,0
66,Wasser - Brief,**EEE**,0,0
66,Beziehung - Wunsch,**EEE**,1,1
66,Spiegel - Fenster,**EEE**,1,1
67,Liebe - Sprache,**VVV**,0,0
67,Tochter - Dienst,**EEE**,1,1
67,Gesicht - Verwaltung,**EEE**,1,1
67,Stimme - Tätigkeit,**VVV**,0,0
67,Wasser - Brief,**VVV**,0,0
67,Spiegel - Fenster,**VVV**,0,0
67,Höhe - Kapital,**VVV**,1,1
67,Zukunft - Hilfe,**EEE**,1,1
67,Gegner - Musik,**EEE**,1,0.5
67,Himmel - Kraft,**EEE**,1,1
67,Rahmen - Abend,**VVV**,0,0
67,Kirche - Zimmer,**EEE**,0,0
67,Zeichen - Sache,**VVV**,0,0
67,Beziehung - Wunsch,**VVV**,0,0
67,Recht - Frage,**EEE**,0,0.5
67,Kosten - Jahr,**VVV**,0,0
67,Haus - System,**EEE**,0,0
67,Zeit - Ventil,**VVV**,0,1
67,Arzt - Klasse,**EEE**,0,0
67,Seele - Presse,**EEE**,0,0
67,Soldat - Bericht,**EEE**,0,0
67,Truppe - Uhr,**VVV**,0,0
67,Staat - Regierung,**EEE**,1,1
67,Partei - Herz,**VVV**,0,0
68,Partei - Herz,**EEE**,1,0
68,Zeit - Ventil,**EEE**,0,0
68,Rahmen - Abend,**EEE**,1,0
68,Truppe - Uhr,**EEE**,1,0
68,Spiegel - Fenster,**EEE**,1,0
68,Stimme - Tätigkeit,**EEE**,0,0
68,Kosten - Jahr,**EEE**,0,0
68,Staat - Regierung,**VVV**,1,1
68,Himmel - Kraft,**VVV**,1,0
68,Wasser - Brief,**EEE**,1,0
68,Gesicht - Verwaltung,**VVV**,0,0
68,Tochter - Dienst,**VVV**,1,0
68,Haus - System,**VVV**,0,0
68,Recht - Frage,**VVV**,0,0
68,Arzt - Klasse,**VVV**,1,1
68,Soldat - Bericht,**VVV**,1,0
68,Beziehung - Wunsch,**EEE**,1,1
68,Zeichen - Sache,**EEE**,1,0
68,Kirche - Zimmer,**VVV**,1,0
68,Seele - Presse,**VVV**,1,0
68,Zukunft - Hilfe,**VVV**,1,0
68,Gegner - Musik,**VVV**,1,0
68,Höhe - Kapital,**EEE**,1,1
68,Liebe - Sprache,**EEE**,1,0.5
69,Recht - Frage,**EEE**,1,1
69,Spiegel - Fenster,**VVV**,1,0
69,Liebe - Sprache,**VVV**,1,1
69,Gegner - Musik,**EEE**,1,0
69,Wasser - Brief,**VVV**,0,0
69,Beziehung - Wunsch,**VVV**,1,1
69,Partei - Herz,**VVV**,0,0
69,Zukunft - Hilfe,**EEE**,0,0
69,Himmel - Kraft,**EEE**,0,0
69,Soldat - Bericht,**EEE**,1,1
69,Tochter - Dienst,**EEE**,1,1
69,Arzt - Klasse,**EEE**,1,1
69,Staat - Regierung,**EEE**,1,1
69,Rahmen - Abend,**VVV**,0,0
69,Höhe - Kapital,**VVV**,0,0
69,Stimme - Tätigkeit,**VVV**,0,0
69,Truppe - Uhr,**VVV**,0,0
69,Seele - Presse,**EEE**,1,1
69,Kosten - Jahr,**VVV**,1,1
69,Zeit - Ventil,**VVV**,0,0
69,Zeichen - Sache,**VVV**,0,0
69,Haus - System,**EEE**,0,0.5
69,Kirche - Zimmer,**EEE**,0,0.5
69,Gesicht - Verwaltung,**EEE**,1,1
70,Staat - Regierung,**VVV**,0,0
70,Arzt - Klasse,**VVV**,0,0
70,Spiegel - Fenster,**EEE**,0,1
70,Tochter - Dienst,**VVV**,0,0
70,Zeit - Ventil,**EEE**,0,0
70,Kosten - Jahr,**EEE**,0,0
70,Wasser - Brief,**EEE**,0,0.5
70,Gesicht - Verwaltung,**VVV**,0,0
70,Stimme - Tätigkeit,**EEE**,0,0
70,Partei - Herz,**EEE**,0,0
70,Recht - Frage,**VVV**,0,0
70,Seele - Presse,**VVV**,0,0
70,Haus - System,**VVV**,0,0
70,Höhe - Kapital,**EEE**,0,0.5
70,Himmel - Kraft,**VVV**,0,0
70,Zeichen - Sache,**EEE**,0,0
70,Soldat - Bericht,**VVV**,1,0
70,Zukunft - Hilfe,**VVV**,0,0
70,Liebe - Sprache,**EEE**,1,1
70,Kirche - Zimmer,**VVV**,0,0
70,Truppe - Uhr,**EEE**,0,0
70,Beziehung - Wunsch,**EEE**,0,0
70,Rahmen - Abend,**EEE**,0,0
70,Gegner - Musik,**VVV**,0,0
71,Spiegel - Fenster,**VVV**,1,0
71,Arzt - Klasse,**EEE**,1,0
71,Staat - Regierung,**EEE**,0,0
71,Seele - Presse,**EEE**,1,1
71,Truppe - Uhr,**VVV**,0,0
71,Höhe - Kapital,**VVV**,0,0
71,Partei - Herz,**VVV**,0,0
71,Beziehung - Wunsch,**VVV**,1,0
71,Stimme - Tätigkeit,**VVV**,0,0
71,Liebe - Sprache,**VVV**,0,0
71,Himmel - Kraft,**EEE**,1,1
71,Wasser - Brief,**VVV**,1,1
71,Zeichen - Sache,**VVV**,0,0
71,Gesicht - Verwaltung,**EEE**,0,0
71,Kosten - Jahr,**VVV**,0,0
71,Soldat - Bericht,**EEE**,1,0
71,Tochter - Dienst,**EEE**,0,0
71,Gegner - Musik,**EEE**,0,0
71,Kirche - Zimmer,**EEE**,0,0.5
71,Zeit - Ventil,**VVV**,0,0
71,Haus - System,**EEE**,0,0
71,Zukunft - Hilfe,**EEE**,1,1
71,Rahmen - Abend,**VVV**,0,0
71,Recht - Frage,**EEE**,1,1
72,Arzt - Klasse,**VVV**,0,0.5
72,Kirche - Zimmer,**VVV**,1,0
72,Wasser - Brief,**EEE**,1,1
72,Truppe - Uhr,**EEE**,1,1
72,Partei - Herz,**EEE**,1,1
72,Seele - Presse,**VVV**,0,0
72,Himmel - Kraft,**VVV**,1,0
72,Liebe - Sprache,**EEE**,0,0
72,Staat - Regierung,**VVV**,1,1
72,Stimme - Tätigkeit,**EEE**,0,0
72,Recht - Frage,**VVV**,0,0
72,Beziehung - Wunsch,**EEE**,0,0
72,Rahmen - Abend,**EEE**,1,0
72,Haus - System,**VVV**,0,0
72,Gegner - Musik,**VVV**,0,0
72,Zeit - Ventil,**EEE**,0,0.5
72,Tochter - Dienst,**VVV**,1,0
72,Kosten - Jahr,**EEE**,0,0
72,Zeichen - Sache,**EEE**,1,0
72,Gesicht - Verwaltung,**VVV**,0,1
72,Höhe - Kapital,**EEE**,1,1
72,Zukunft - Hilfe,**VVV**,0,0
72,Soldat - Bericht,**VVV**,0,1
72,Spiegel - Fenster,**EEE**,1,0
73,Zeit - Ventil,**VVV**,0,0
73,Haus - System,**EEE**,1,1
73,Zukunft - Hilfe,**EEE**,0,0
73,Gesicht - Verwaltung,**EEE**,1,0
73,Liebe - Sprache,**VVV**,1,0
73,Tochter - Dienst,**EEE**,1,0
73,Beziehung - Wunsch,**VVV**,0,0
73,Seele - Presse,**EEE**,0,0
73,Arzt - Klasse,**EEE**,0,0
73,Soldat - Bericht,**EEE**,0,0
73,Recht - Frage,**EEE**,0,0
73,Partei - Herz,**VVV**,1,1
73,Wasser - Brief,**VVV**,1,0
73,Gegner - Musik,**EEE**,0,0
73,Staat - Regierung,**EEE**,0,0
73,Stimme - Tätigkeit,**VVV**,0,0
73,Kirche - Zimmer,**EEE**,0,0
73,Kosten - Jahr,**VVV**,1,0
73,Rahmen - Abend,**VVV**,0,0
73,Himmel - Kraft,**EEE**,0,0
73,Truppe - Uhr,**VVV**,0,0
73,Zeichen - Sache,**VVV**,1,0
73,Höhe - Kapital,**VVV**,0,0
73,Spiegel - Fenster,**VVV**,1,1
74,Seele - Presse,**VVV**,0,0
74,Staat - Regierung,**VVV**,1,1
74,Gegner - Musik,**VVV**,1,0
74,Wasser - Brief,**EEE**,1,1
74,Arzt - Klasse,**VVV**,1,1
74,Höhe - Kapital,**EEE**,1,1
74,Kirche - Zimmer,**VVV**,1,1
74,Rahmen - Abend,**EEE**,1,1
74,Recht - Frage,**VVV**,0,0
74,Truppe - Uhr,**EEE**,0,0.5
74,Haus - System,**VVV**,0,0
74,Tochter - Dienst,**VVV**,1,0
74,Zeit - Ventil,**EEE**,1,1
74,Zukunft - Hilfe,**VVV**,0,0
74,Stimme - Tätigkeit,**EEE**,0,0
74,Partei - Herz,**EEE**,1,1
74,Kosten - Jahr,**EEE**,0,0
74,Beziehung - Wunsch,**EEE**,1,1
74,Liebe - Sprache,**EEE**,1,0.5
74,Himmel - Kraft,**VVV**,1,1
74,Soldat - Bericht,**VVV**,1,1
74,Spiegel - Fenster,**EEE**,1,1
74,Zeichen - Sache,**EEE**,1,1
74,Gesicht - Verwaltung,**VVV**,1,0
75,Liebe - Sprache,**VVV**,0,0
75,Gegner - Musik,**EEE**,1,0
75,Kirche - Zimmer,**EEE**,1,1
75,Partei - Herz,**VVV**,1,0.5
75,Seele - Presse,**EEE**,0,0.5
75,Beziehung - Wunsch,**VVV**,0,0
75,Zukunft - Hilfe,**EEE**,0,0
75,Tochter - Dienst,**EEE**,1,1
75,Soldat - Bericht,**EEE**,1,0
75,Truppe - Uhr,**VVV**,0,0
75,Gesicht - Verwaltung,**EEE**,0,0.5
75,Spiegel - Fenster,**VVV**,0,0
75,Höhe - Kapital,**VVV**,0,0
75,Kosten - Jahr,**VVV**,0,0
75,Arzt - Klasse,**EEE**,1,0
75,Rahmen - Abend,**VVV**,0,0
75,Zeichen - Sache,**VVV**,0,0
75,Himmel - Kraft,**EEE**,1,1
75,Zeit - Ventil,**VVV**,0,0
75,Stimme - Tätigkeit,**VVV**,0,0
75,Recht - Frage,**EEE**,0,0
75,Staat - Regierung,**EEE**,1,1
75,Wasser - Brief,**VVV**,0,0
75,Haus - System,**EEE**,1,1
76,Staat - Regierung,**VVV**,0,0
76,Zeichen - Sache,**EEE**,0,0
76,Zeit - Ventil,**EEE**,0,1
76,Arzt - Klasse,**VVV**,0,0
76,Recht - Frage,**VVV**,0,0
76,Kirche - Zimmer,**VVV**,0,0
76,Gesicht - Verwaltung,**VVV**,0,0
76,Beziehung - Wunsch,**EEE**,1,0
76,Himmel - Kraft,**VVV**,0,0
76,Soldat - Bericht,**VVV**,0,0
76,Kosten - Jahr,**EEE**,1,0
76,Höhe - Kapital,**EEE**,1,0
76,Partei - Herz,**EEE**,1,1
76,Wasser - Brief,**EEE**,1,1
76,Gegner - Musik,**VVV**,0,0
76,Tochter - Dienst,**VVV**,0,0
76,Rahmen - Abend,**EEE**,1,0
76,Haus - System,**VVV**,0,0
76,Truppe - Uhr,**EEE**,1,1
76,Zukunft - Hilfe,**VVV**,0,0
76,Liebe - Sprache,**EEE**,1,1
76,Seele - Presse,**VVV**,0,0
76,Spiegel - Fenster,**EEE**,0,0.5
76,Stimme - Tätigkeit,**EEE**,1,0
77,Zeit - Ventil,**VVV**,0,0
77,Tochter - Dienst,**EEE**,1,1
77,Spiegel - Fenster,**VVV**,0,0
77,Liebe - Sprache,**VVV**,0,0
77,Arzt - Klasse,**EEE**,1,1
77,Beziehung - Wunsch,**VVV**,0,0
77,Rahmen - Abend,**VVV**,0,0
77,Partei - Herz,**VVV**,0,0
77,Staat - Regierung,**EEE**,0,0
77,Kosten - Jahr,**VVV**,0,0
77,Recht - Frage,**EEE**,1,0
77,Haus - System,**EEE**,0,0
77,Zukunft - Hilfe,**EEE**,1,1
77,Gegner - Musik,**EEE**,1,1
77,Stimme - Tätigkeit,**VVV**,0,0
77,Seele - Presse,**EEE**,1,1
77,Kirche - Zimmer,**EEE**,1,1
77,Zeichen - Sache,**VVV**,0,0
77,Wasser - Brief,**VVV**,0,0
77,Gesicht - Verwaltung,**EEE**,0,0.5
77,Soldat - Bericht,**EEE**,1,1
77,Himmel - Kraft,**EEE**,0,0
77,Höhe - Kapital,**VVV**,0,0
77,Truppe - Uhr,**VVV**,0,0
78,Zeichen - Sache,**EEE**,1,1
78,Kirche - Zimmer,**VVV**,0,0
78,Tochter - Dienst,**VVV**,1,0
78,Recht - Frage,**VVV**,0,0
78,Partei - Herz,**EEE**,1,0
78,Höhe - Kapital,**EEE**,1,1
78,Kosten - Jahr,**EEE**,0,0
78,Staat - Regierung,**VVV**,1,0.5
78,Soldat - Bericht,**VVV**,0,0
78,Wasser - Brief,**EEE**,1,1
78,Arzt - Klasse,**VVV**,0,0
78,Truppe - Uhr,**EEE**,0,0
78,Liebe - Sprache,**EEE**,0,0.5
78,Gegner - Musik,**VVV**,0,0
78,Stimme - Tätigkeit,**EEE**,0,0
78,Beziehung - Wunsch,**EEE**,0,0
78,Himmel - Kraft,**VVV**,0,0
78,Spiegel - Fenster,**EEE**,0,0
78,Zeit - Ventil,**EEE**,1,0
78,Haus - System,**VVV**,0,0
78,Seele - Presse,**VVV**,1,1
78,Zukunft - Hilfe,**VVV**,1,0
78,Rahmen - Abend,**EEE**,1,1
78,Gesicht - Verwaltung,**VVV**,0,0
79,Wasser - Brief,**VVV**,0,0
79,Tochter - Dienst,**EEE**,1,0
79,Gesicht - Verwaltung,**EEE**,1,1
79,Arzt - Klasse,**VVV**,0,0
79,Zukunft - Hilfe,**VVV**,0,0
79,Himmel - Kraft,**EEE**,1,1
79,Kirche - Zimmer,**VVV**,1,0
79,Spiegel - Fenster,**VVV**,1,0
79,Höhe - Kapital,**EEE**,0,0
79,Truppe - Uhr,**VVV**,0,0
79,Haus - System,**EEE**,0,0
79,Staat - Regierung,**VVV**,0,0
79,Soldat - Bericht,**EEE**,1,1
79,Partei - Herz,**VVV**,0,0.5
79,Rahmen - Abend,**VVV**,0,0
79,Beziehung - Wunsch,**EEE**,0,0
79,Recht - Frage,**VVV**,1,0
79,Seele - Presse,**EEE**,1,0
79,Zeit - Ventil,**EEE**,1,1
79,Stimme - Tätigkeit,**VVV**,0,0
