"","subject","stim1","stim2","freq","type","procedure","trial","rt","source","freq_prioritem1","freq_prioritem","freq_prioritem2","freq_prioritem3","freq_consec_value","freq_consec_lab","resp","rem","fam","new","acc","duration","onset","list"
"5358",49,"dice.pict",NA,NA,"new","test",78,750,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2250,486873,"1"
"5359",49,"violin.pict",NA,"Low","old","test",79,1240,"fake","Low","Low","High","Low",-0.5,"Low1","REM",1,0,0,1,2740,489123,"1"
"5360",49,"boots.pict",NA,NA,"new","test",80,724,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2224,491863,"1"
"5361",49,"lighthouse.pict",NA,"Low","old","test",81,1062,"fake","Low","Low","Low","High",-1.5,"Low2","NEW",0,0,1,0,2562,494087,"1"
"5362",49,"cheese.pict",NA,"High","old","test",82,916,"fake","High","High","High","Low",1.5,"High2","REM",1,0,0,1,2416,496649,"1"
"5363",49,"knife.pict",NA,NA,"new","test",83,997,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2497,499065,"1"
"5364",49,"owl.pict",NA,"High","old","test",84,1593,"fake","Low","Low","High","High",-0.5,"Low1","FAM",0,1,0,1,3093,501562,"1"
"5365",49,"stethoscope.pict",NA,NA,"new","test",85,854,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2354,504655,"1"
"5366",49,"horse.pict",NA,NA,"new","test",86,785,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2285,507009,"1"
"5367",49,"grapes.pict",NA,NA,"new","test",87,822,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2322,509294,"1"
"5368",49,"bride.pict",NA,NA,"new","test",88,767,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2267,511616,"1"
"5369",49,"butterfly.pict",NA,NA,"new","test",89,737,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2237,513883,"1"
"5370",49,"piano.pict",NA,"High","old","test",90,1538,"fake","High","High","High","High",2.5,"High3","FAM",0,1,0,1,3038,516120,"1"
"5371",49,"iron.pict",NA,"High","old","test",91,1491,"fake","Low","Low","Low","Low",-2.5,"Low3","REM",1,0,0,1,2991,519158,"1"
"5372",49,"corn.pict",NA,"Low","old","test",92,1026,"fake","Low","Low","Low","Low",-3.5,"Low4","REM",1,0,0,1,2526,522149,"1"
"5373",49,"gloves.pict",NA,"Low","old","test",93,1018,"fake","High","High","Low","Low",0.5,"High1","REM",1,0,0,1,2518,524675,"1"
"5374",49,"stove.pict",NA,"Low","old","test",94,910,"fake","High","High","Low","High",0.5,"High1","NEW",0,0,1,0,2410,527193,"1"
"5375",49,"avocado.pict",NA,NA,"new","test",95,909,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2409,529603,"1"
"5376",49,"bowl.pict",NA,NA,"new","test",96,1053,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2553,532012,"1"
"5377",49,"basketball.pict",NA,NA,"new","test",97,869,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2369,534565,"1"
"5378",49,"sheep.pict",NA,NA,"new","test",98,1350,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2850,536934,"1"
"5379",49,"zebra.pict",NA,NA,"new","test",99,701,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2201,539784,"1"
"5380",49,"flag4.pict",NA,"High","old","test",100,1282,"fake","Low","Low","High","Low",-0.5,"Low1","REM",1,0,0,1,2782,541985,"1"
"5381",49,"pig.pict",NA,"Low","old","test",101,886,"fake",NA,NA,NA,NA,NA,NA,"REM",1,0,0,1,2386,544767,"1"
"5382",49,"pot2.pict",NA,"High","old","test",102,905,"fake","High","High","Low","High",0.5,"High1","REM",1,0,0,1,2405,547153,"1"
"5383",49,"watermelon.pict",NA,"High","old","test",103,715,"fake","High","High","High","High",3.5,"High4","REM",1,0,0,1,2215,549558,"1"
"5384",49,"egg.pict",NA,NA,"new","test",104,1153,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2653,551773,"1"
"5385",49,"flower.pict",NA,"High","old","test",105,1008,"fake","High","High","High","High",3.5,"High4","NEW",0,0,1,0,2508,554426,"1"
"5386",49,"apple.pict",NA,NA,"new","test",106,2072,NA,NA,NA,NA,NA,NA,NA,"FAM",0,1,0,0,3572,556934,"1"
"5387",49,"baby.pict",NA,"High","old","test",107,788,"fake","High","High","High","High",3.5,"High4","REM",1,0,0,1,2288,560506,"1"
"5388",49,"tomato.pict",NA,"Low","old","test",108,782,"fake","Low","Low","Low","High",-1.5,"Low2","REM",1,0,0,1,2282,562794,"1"
"5389",49,"bottle2.pict",NA,"Low","old","test",109,1529,"fake","Low","Low",NA,NA,-0.5,"Low1","REM",1,0,0,1,3029,565076,"1"
"5390",49,"earth.pict",NA,"High","old","test",110,776,"fake","Low","Low","Low","Low",-3.5,"Low4","REM",1,0,0,1,2276,568105,"1"
"5391",49,"orange.pict",NA,NA,"new","test",111,2577,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,4077,570381,"1"
"5392",49,"shoes.pict",NA,NA,"new","test",112,754,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2254,574458,"1"
"5393",49,"salad.pict",NA,"High","old","test",113,806,"fake","High","High","Low","Low",0.5,"High1","NEW",0,0,1,0,2306,576712,"1"
"5394",49,"lion.pict",NA,NA,"new","test",114,592,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2092,579018,"1"
"5395",49,"refrigerator.pict",NA,NA,"new","test",115,663,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2163,581110,"1"
"5396",49,"umbrella.pict",NA,"Low","old","test",116,960,"fake","Low","Low","Low","Low",-2.5,"Low3","NEW",0,0,1,0,2460,583273,"1"
"5397",49,"spoon.pict",NA,NA,"new","test",117,663,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2163,585733,"1"
"5398",49,"cannon.pict",NA,NA,"new","test",118,867,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2367,587896,"1"
"5399",49,"calculator.pict",NA,"High","old","test",119,1795,"fake","High","High","High","High",2.5,"High3","FAM",0,1,0,1,3295,590263,"1"
"5400",49,"printer.pict",NA,NA,"new","test",120,717,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2217,593558,"1"
"5401",50,"skates.pict","MOUTH","High",NA,"study",1,555,"fake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2055,0,"1"
"5402",50,"camera.pict","AUDIENCE","High",NA,"study",2,462,"fake","High","High",NA,NA,0.5,"High1",NA,NA,NA,NA,NA,1962,2055,"1"
"5403",50,"bride.pict","PASTE","Low",NA,"study",3,546,"fake","High","High","High",NA,1.5,"High2",NA,NA,NA,NA,NA,2046,4017,"1"
"5404",50,"shoes.pict","CRUMB","Low",NA,"study",4,442,"fake","Low","Low","High","High",-0.5,"Low1",NA,NA,NA,NA,NA,1942,6063,"1"
"5405",50,"printer.pict","SCHOOL","High",NA,"study",5,525,"fake","Low","Low","Low","High",-1.5,"Low2",NA,NA,NA,NA,NA,2025,8005,"1"
"5406",50,"cheese.pict","FLOOR","High",NA,"study",6,525,"fake","High","High","Low","Low",0.5,"High1",NA,NA,NA,NA,NA,2025,10030,"1"
"5407",50,"pot2.pict","TWEED","Low",NA,"study",7,762,"fake","High","High","High","Low",1.5,"High2",NA,NA,NA,NA,NA,2262,12055,"1"
"5408",50,"earth.pict","POSTER","Low",NA,"study",8,481,"fake","Low","Low","High","High",-0.5,"Low1",NA,NA,NA,NA,NA,1981,14317,"1"
"5409",50,"bottle2.pict","CHILDREN","High",NA,"study",9,550,"fake","Low","Low","Low","High",-1.5,"Low2",NA,NA,NA,NA,NA,2050,16298,"1"
"5410",50,"pineapple.pict","NOZZLE","Low",NA,"study",10,611,"fake","High","High","Low","Low",0.5,"High1",NA,NA,NA,NA,NA,2111,18348,"1"
"5411",50,"tiger.pict","SPRING","High",NA,"study",11,538,"fake","Low","Low","High","Low",-0.5,"Low1",NA,NA,NA,NA,NA,2038,20459,"1"
"5412",50,"stethoscope.pict","HARNESS","Low",NA,"study",12,720,"fake","High","High","Low","High",0.5,"High1",NA,NA,NA,NA,NA,2220,22497,"1"
"5413",50,"boots.pict","ALLEY","Low",NA,"study",13,494,"fake","Low","Low","High","Low",-0.5,"Low1",NA,NA,NA,NA,NA,1994,24717,"1"
"5414",50,"bacon.pict","SINGER","Low",NA,"study",14,556,"fake","Low","Low","Low","High",-1.5,"Low2",NA,NA,NA,NA,NA,2056,26711,"1"
"5415",50,"binoculars.pict","WALLET","Low",NA,"study",15,544,"fake","Low","Low","Low","Low",-2.5,"Low3",NA,NA,NA,NA,NA,2044,28767,"1"
"5416",50,"avocado.pict","WHEEL","High",NA,"study",16,474,"fake","Low","Low","Low","Low",-3.5,"Low4",NA,NA,NA,NA,NA,1974,30811,"1"
"5417",50,"apple.pict","LEAFLET","Low",NA,"study",17,602,"fake","High","High","Low","Low",0.5,"High1",NA,NA,NA,NA,NA,2102,32785,"1"
"5418",50,"violin.pict","HUSBAND","High",NA,"study",18,481,"fake","Low","Low","High","Low",-0.5,"Low1",NA,NA,NA,NA,NA,1981,34887,"1"
"5419",50,"dog.pict","MINSTREL","Low",NA,"study",19,585,"fake","High","High","Low","High",0.5,"High1",NA,NA,NA,NA,NA,2085,36868,"1"
"5420",50,"scissors.pict","MORNING","High",NA,"study",20,534,"fake","Low","Low","High","Low",-0.5,"Low1",NA,NA,NA,NA,NA,2034,38953,"1"
"5421",50,"cow.pict","CORNER","High",NA,"study",21,541,"fake","High","High","Low","High",0.5,"High1",NA,NA,NA,NA,NA,2041,40987,"1"
"5422",50,"owl.pict","RACKET","Low",NA,"study",22,536,"fake","High","High","High","Low",1.5,"High2",NA,NA,NA,NA,NA,2036,43028,"1"
"5423",50,"sock.pict","MARKET","High",NA,"study",23,449,"fake","Low","Low","High","High",-0.5,"Low1",NA,NA,NA,NA,NA,1949,45064,"1"
"5424",50,"pepper.pict","MALARIA","Low",NA,"study",24,617,"fake","High","High","Low","High",0.5,"High1",NA,NA,NA,NA,NA,2117,47013,"1"
"5425",50,"raspberry.pict","MAPLE","Low",NA,"study",25,523,"fake","Low","Low","High","Low",-0.5,"Low1",NA,NA,NA,NA,NA,2023,49130,"1"
"5426",50,"spoon.pict","COLLEGE","High",NA,"study",26,471,"fake","Low","Low","Low","High",-1.5,"Low2",NA,NA,NA,NA,NA,1971,51153,"1"
"5427",50,"cup.pict","MOISTURE","Low",NA,"study",27,520,"fake","High","High","Low","Low",0.5,"High1",NA,NA,NA,NA,NA,2020,53124,"1"
"5428",50,"knife.pict","BANKER","Low",NA,"study",28,484,"fake","Low","Low","High","Low",-0.5,"Low1",NA,NA,NA,NA,NA,1984,55144,"1"
"5429",50,"calculator.pict","NAPKIN","Low",NA,"study",29,606,"fake","Low","Low","Low","High",-1.5,"Low2",NA,NA,NA,NA,NA,2106,57128,"1"
"5430",50,"flower.pict","VOTER","Low",NA,"study",30,565,"fake","Low","Low","Low","Low",-2.5,"Low3",NA,NA,NA,NA,NA,2065,59234,"1"
"5431",50,"lighthouse.pict","VALLEY","High",NA,"study",31,587,"fake","Low","Low","Low","Low",-3.5,"Low4",NA,NA,NA,NA,NA,2087,61299,"1"
"5432",50,"mushroom.pict","MACHINE","High",NA,"study",32,451,"fake","High","High","Low","Low",0.5,"High1",NA,NA,NA,NA,NA,1951,63386,"1"
"5433",50,"umbrella.pict","PARCEL","Low",NA,"study",33,536,"fake","High","High","High","Low",1.5,"High2",NA,NA,NA,NA,NA,2036,65337,"1"
"5434",50,"iron.pict","SMILE","High",NA,"study",34,537,"fake","Low","Low","High","High",-0.5,"Low1",NA,NA,NA,NA,NA,2037,67373,"1"
"5435",50,"basket.pict","FAMILY","High",NA,"study",35,545,"fake","High","High","Low","High",0.5,"High1",NA,NA,NA,NA,NA,2045,69410,"1"
"5436",50,"lion.pict","MONKEY","Low",NA,"study",36,458,"fake","High","High","High","Low",1.5,"High2",NA,NA,NA,NA,NA,1958,71455,"1"
"5437",50,"piano.pict","GROUND","High",NA,"study",37,589,"fake","Low","Low","High","High",-0.5,"Low1",NA,NA,NA,NA,NA,2089,73413,"1"
"5438",50,"baby.pict","RECORD","High",NA,"study",38,605,"fake","High","High","Low","High",0.5,"High1",NA,NA,NA,NA,NA,2105,75502,"1"
"5439",50,"bike.pict","STATION","High",NA,"study",39,732,"fake","High","High","High","Low",1.5,"High2",NA,NA,NA,NA,NA,2232,77607,"1"
"5440",50,"chair2.pict","CROWD","High",NA,"study",40,523,"fake","High","High","High","High",2.5,"High3",NA,NA,NA,NA,NA,2023,79839,"1"
"5441",50,"scissors.pict",NA,"High","old","test",41,5007,"fake","Low","Low","High","Low",-0.5,"Low1","FAM",0,1,0,1,6507,381862,"1"
"5442",50,"horse.pict",NA,NA,"new","test",42,2604,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,4104,388369,"1"
"5443",50,"pepper.pict",NA,"Low","old","test",43,2853,"fake","High","High","Low","High",0.5,"High1","FAM",0,1,0,1,4353,392473,"1"
"5444",50,"lighthouse.pict",NA,"High","old","test",44,714,"fake","Low","Low","Low","Low",-3.5,"Low4","FAM",0,1,0,1,2214,396826,"1"
"5445",50,"binoculars.pict",NA,"Low","old","test",45,590,"fake","Low","Low","Low","Low",-2.5,"Low3","FAM",0,1,0,1,2090,399040,"1"
"5446",50,"pineapple.pict",NA,"Low","old","test",46,610,"fake","High","High","Low","Low",0.5,"High1","FAM",0,1,0,1,2110,401130,"1"
"5447",50,"lemon.pict",NA,NA,"new","test",47,1665,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,3165,403240,"1"
"5448",50,"cow.pict",NA,"High","old","test",48,1826,"fake","High","High","Low","High",0.5,"High1","FAM",0,1,0,1,3326,406405,"1"
"5449",50,"knife.pict",NA,"Low","old","test",49,3837,"fake","Low","Low","High","Low",-0.5,"Low1","FAM",0,1,0,1,5337,409731,"1"
"5450",50,"guitar.pict",NA,NA,"new","test",50,1616,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,3116,415068,"1"
"5451",50,"corn.pict",NA,NA,"new","test",51,948,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2448,418184,"1"
"5452",50,"grill.pict",NA,NA,"new","test",52,881,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2381,420632,"1"
"5453",50,"piano.pict",NA,"High","old","test",53,738,"fake","Low","Low","High","High",-0.5,"Low1","FAM",0,1,0,1,2238,423013,"1"
"5454",50,"cannon.pict",NA,NA,"new","test",54,959,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2459,425251,"1"
"5455",50,"keyboard.pict",NA,NA,"new","test",55,783,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2283,427710,"1"
"5456",50,"stove.pict",NA,NA,"new","test",56,822,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2322,429993,"1"
"5457",50,"raspberry.pict",NA,"Low","old","test",57,633,"fake","Low","Low","High","Low",-0.5,"Low1","FAM",0,1,0,1,2133,432315,"1"
"5458",50,"squash.pict",NA,NA,"new","test",58,1526,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,3026,434448,"1"
"5459",50,"violin.pict",NA,"High","old","test",59,1101,"fake","Low","Low","High","Low",-0.5,"Low1","FAM",0,1,0,1,2601,437474,"1"
"5460",50,"stethoscope.pict",NA,"Low","old","test",60,1005,"fake","High","High","Low","High",0.5,"High1","FAM",0,1,0,1,2505,440075,"1"
"5461",50,"earth.pict",NA,"Low","old","test",61,726,"fake","Low","Low","High","High",-0.5,"Low1","FAM",0,1,0,1,2226,442580,"1"
"5462",50,"watermelon.pict",NA,NA,"new","test",62,928,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2428,444806,"1"
"5463",50,"refrigerator.pict",NA,NA,"new","test",63,1014,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2514,447234,"1"
"5464",50,"butterfly.pict",NA,NA,"new","test",64,1643,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,3143,449748,"1"
"5465",50,"dice.pict",NA,NA,"new","test",65,1337,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2837,452891,"1"
"5466",50,"orange.pict",NA,NA,"new","test",66,904,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2404,455728,"1"
"5467",50,"printer.pict",NA,"High","old","test",67,724,"fake","Low","Low","Low","High",-1.5,"Low2","NEW",0,0,1,0,2224,458132,"1"
"5468",50,"tiger.pict",NA,"High","old","test",68,1337,"fake","Low","Low","High","Low",-0.5,"Low1","FAM",0,1,0,1,2837,460356,"1"
"5469",50,"cat.pict",NA,NA,"new","test",69,767,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2267,463193,"1"
"5470",50,"avocado.pict",NA,"High","old","test",70,1277,"fake","Low","Low","Low","Low",-3.5,"Low4","FAM",0,1,0,1,2777,465460,"1"
"5471",50,"bacon.pict",NA,"Low","old","test",71,894,"fake","Low","Low","Low","High",-1.5,"Low2","FAM",0,1,0,1,2394,468237,"1"
"5472",50,"umbrella.pict",NA,"Low","old","test",72,712,"fake","High","High","High","Low",1.5,"High2","FAM",0,1,0,1,2212,470631,"1"
"5473",50,"skates.pict",NA,"High","old","test",73,853,"fake",NA,NA,NA,NA,NA,NA,"FAM",0,1,0,1,2353,472843,"1"
"5474",50,"drum2.pict",NA,NA,"new","test",74,940,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2440,475196,"1"
"5475",50,"bowl.pict",NA,NA,"new","test",75,1101,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2601,477636,"1"
"5476",50,"pot2.pict",NA,"Low","old","test",76,1055,"fake","High","High","High","Low",1.5,"High2","FAM",0,1,0,1,2555,480237,"1"
"5477",50,"bottle2.pict",NA,"High","old","test",77,3421,"fake","Low","Low","Low","High",-1.5,"Low2","REM",1,0,0,1,4921,482792,"1"
"5478",50,"zebra.pict",NA,NA,"new","test",78,1695,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,3195,487713,"1"
"5479",50,"basketball.pict",NA,NA,"new","test",79,1458,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2958,490908,"1"
"5480",50,"sheep.pict",NA,NA,"new","test",80,1130,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2630,493866,"1"
"5481",50,"tomato.pict",NA,NA,"new","test",81,980,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2480,496496,"1"
"5482",50,"grapes.pict",NA,NA,"new","test",82,938,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2438,498976,"1"
"5483",50,"apple.pict",NA,"Low","old","test",83,977,"fake","High","High","Low","Low",0.5,"High1","FAM",0,1,0,1,2477,501414,"1"
"5484",50,"salad.pict",NA,NA,"new","test",84,897,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2397,503891,"1"
"5485",50,"elephant.pict",NA,NA,"new","test",85,1802,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,3302,506288,"1"
"5486",50,"cheese.pict",NA,"High","old","test",86,911,"fake","High","High","Low","Low",0.5,"High1","FAM",0,1,0,1,2411,509590,"1"
"5487",50,"baby.pict",NA,"High","old","test",87,2073,"fake","High","High","Low","High",0.5,"High1","FAM",0,1,0,1,3573,512001,"1"
"5488",50,"balloons.pict",NA,NA,"new","test",88,2813,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,4313,515574,"1"
"5489",50,"spoon.pict",NA,"High","old","test",89,3453,"fake","Low","Low","Low","High",-1.5,"Low2","REM",1,0,0,1,4953,519887,"1"
"5490",50,"shoes.pict",NA,"Low","old","test",90,1277,"fake","Low","Low","High","High",-0.5,"Low1","FAM",0,1,0,1,2777,524840,"1"
"5491",50,"bride.pict",NA,"Low","old","test",91,2262,"fake","High","High","High",NA,1.5,"High2","REM",1,0,0,1,3762,527617,"1"
"5492",50,"egg.pict",NA,NA,"new","test",92,1672,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,3172,531379,"1"
"5493",50,"lion.pict",NA,"Low","old","test",93,1966,"fake","High","High","High","Low",1.5,"High2","FAM",0,1,0,1,3466,534551,"1"
"5494",50,"muffin.pict",NA,NA,"new","test",94,1681,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,3181,538017,"1"
"5495",50,"sock.pict",NA,"High","old","test",95,1277,"fake","Low","Low","High","High",-0.5,"Low1","FAM",0,1,0,1,2777,541198,"1"
"5496",50,"boots.pict",NA,"Low","old","test",96,4971,"fake","Low","Low","High","Low",-0.5,"Low1","FAM",0,1,0,1,6471,543975,"1"
"5497",50,"iron.pict",NA,"High","old","test",97,1058,"fake","Low","Low","High","High",-0.5,"Low1","FAM",0,1,0,1,2558,550446,"1"
"5498",50,"gloves.pict",NA,NA,"new","test",98,1035,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2535,553004,"1"
"5499",50,"strawberry2.pict",NA,NA,"new","test",99,3368,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,4868,555539,"1"
"5500",50,"flag4.pict",NA,NA,"new","test",100,1543,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,3043,560407,"1"
"5501",50,"briefcase.pict",NA,NA,"new","test",101,816,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2316,563450,"1"
"5502",50,"stereo.pict",NA,NA,"new","test",102,2037,NA,NA,NA,NA,NA,NA,NA,"FAM",0,1,0,0,3537,565766,"1"
"5503",50,"bike.pict",NA,"High","old","test",103,972,"fake","High","High","High","Low",1.5,"High2","FAM",0,1,0,1,2472,569303,"1"
"5504",50,"flower.pict",NA,"Low","old","test",104,3263,"fake","Low","Low","Low","Low",-2.5,"Low3","FAM",0,1,0,1,4763,571775,"1"
"5505",50,"dog.pict",NA,"Low","old","test",105,1009,"fake","High","High","Low","High",0.5,"High1","FAM",0,1,0,1,2509,576538,"1"
"5506",50,"camera.pict",NA,"High","old","test",106,2593,"fake","High","High",NA,NA,0.5,"High1","FAM",0,1,0,1,4093,579047,"1"
"5507",50,"pumpkins.pict",NA,NA,"new","test",107,705,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2205,583140,"1"
"5508",50,"table.pict",NA,NA,"new","test",108,1172,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2672,585345,"1"
"5509",50,"pencil.pict",NA,NA,"new","test",109,1303,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2803,588017,"1"
"5510",50,"cup.pict",NA,"Low","old","test",110,1165,"fake","High","High","Low","Low",0.5,"High1","FAM",0,1,0,1,2665,590820,"1"
"5511",50,"mushroom.pict",NA,"High","old","test",111,7663,"fake","High","High","Low","Low",0.5,"High1","FAM",0,1,0,1,9163,593485,"1"
"5512",50,"duck.pict",NA,NA,"new","test",112,1095,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2595,602648,"1"
"5513",50,"basket.pict",NA,"High","old","test",113,1482,"fake","High","High","Low","High",0.5,"High1","REM",1,0,0,1,2982,605243,"1"
"5514",50,"calculator.pict",NA,"Low","old","test",114,4648,"fake","Low","Low","Low","High",-1.5,"Low2","REM",1,0,0,1,6148,608225,"1"
"5515",50,"chair2.pict",NA,"High","old","test",115,2899,"fake","High","High","High","High",2.5,"High3","FAM",0,1,0,1,4399,614373,"1"
"5516",50,"accordion.pict",NA,NA,"new","test",116,1414,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2914,618772,"1"
"5517",50,"pig.pict",NA,NA,"new","test",117,4036,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,5536,621686,"1"
"5518",50,"owl.pict",NA,"Low","old","test",118,3337,"fake","High","High","High","Low",1.5,"High2","FAM",0,1,0,1,4837,627222,"1"
"5519",50,"computer.pict",NA,NA,"new","test",119,2591,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,4091,632059,"1"
"5520",50,"car.pict",NA,NA,"new","test",120,718,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2218,636150,"1"
"5521",51,"flag4.pict","CARAVAN","Low",NA,"study",1,594,"fake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2094,0,"1"
"5522",51,"sock.pict","SMILE","High",NA,"study",2,512,"fake","Low","Low",NA,NA,-0.5,"Low1",NA,NA,NA,NA,NA,2012,2094,"1"
"5523",51,"knife.pict","BLOCK","High",NA,"study",3,478,"fake","High","High","Low",NA,0.5,"High1",NA,NA,NA,NA,NA,1978,4106,"1"
"5524",51,"refrigerator.pict","WALLET","Low",NA,"study",4,470,"fake","High","High","High","Low",1.5,"High2",NA,NA,NA,NA,NA,1970,6084,"1"
"5525",51,"flower.pict","BAYONET","Low",NA,"study",5,553,"fake","Low","Low","High","High",-0.5,"Low1",NA,NA,NA,NA,NA,2053,8054,"1"
"5526",51,"pepper.pict","SCHOOL","High",NA,"study",6,581,"fake","Low","Low","Low","High",-1.5,"Low2",NA,NA,NA,NA,NA,2081,10107,"1"
"5527",51,"pot2.pict","CROWD","High",NA,"study",7,508,"fake","High","High","Low","Low",0.5,"High1",NA,NA,NA,NA,NA,2008,12188,"1"
"5528",51,"baby.pict","KNUCKLE","Low",NA,"study",8,477,"fake","High","High","High","Low",1.5,"High2",NA,NA,NA,NA,NA,1977,14196,"1"
"5529",51,"lemon.pict","BEVERAGE","Low",NA,"study",9,533,"fake","Low","Low","High","High",-0.5,"Low1",NA,NA,NA,NA,NA,2033,16173,"1"
"5530",51,"bottle2.pict","PARCEL","Low",NA,"study",10,577,"fake","Low","Low","Low","High",-1.5,"Low2",NA,NA,NA,NA,NA,2077,18206,"1"
"5531",51,"computer.pict","MECHANIC","Low",NA,"study",11,420,"fake","Low","Low","Low","Low",-2.5,"Low3",NA,NA,NA,NA,NA,1920,20283,"1"
"5532",51,"elephant.pict","SINGER","Low",NA,"study",12,522,"fake","Low","Low","Low","Low",-3.5,"Low4",NA,NA,NA,NA,NA,2022,22203,"1"
"5533",51,"cow.pict","CHIEF","High",NA,"study",13,599,"fake","Low","Low","Low","Low",-3.5,"Low4",NA,NA,NA,NA,NA,2099,24225,"1"
"5534",51,"mushroom.pict","NOZZLE","Low",NA,"study",14,514,"fake","High","High","Low","Low",0.5,"High1",NA,NA,NA,NA,NA,2014,26324,"1"
"5535",51,"grill.pict","RECORD","High",NA,"study",15,468,"fake","Low","Low","High","Low",-0.5,"Low1",NA,NA,NA,NA,NA,1968,28338,"1"
"5536",51,"umbrella.pict","STRIPE","Low",NA,"study",16,612,"fake","High","High","Low","High",0.5,"High1",NA,NA,NA,NA,NA,2112,30306,"1"
"5537",51,"gloves.pict","STEEPLE","Low",NA,"study",17,585,"fake","Low","Low","High","Low",-0.5,"Low1",NA,NA,NA,NA,NA,2085,32418,"1"
"5538",51,"stereo.pict","OFFICE","High",NA,"study",18,473,"fake","Low","Low","Low","High",-1.5,"Low2",NA,NA,NA,NA,NA,1973,34503,"1"
"5539",51,"skates.pict","NAPKIN","Low",NA,"study",19,585,"fake","High","High","Low","Low",0.5,"High1",NA,NA,NA,NA,NA,2085,36476,"1"
"5540",51,"dice.pict","VALLEY","High",NA,"study",20,590,"fake","Low","Low","High","Low",-0.5,"Low1",NA,NA,NA,NA,NA,2090,38561,"1"
