"encodingTASK","studyorder","studyrating","newSS","cond","testtria","studytria","stim1","stim2","newresp","response","whichblockfirst","cv","subject","cuefreq","targetfreq","bothfreq","acc","procedure","trial","duration","onset","list"
1,2,8,42,4,13,14,"realm","basis",2,"no",0,"HCV",33,"LF","HF","MF",0,"study",230,2750,1529750,7
1,2,1,42,4,15,15,"dealer","importance",2,"no",0,"HCV",33,"LF","HF","MF",0,"study",231,2750,1532500,7
1,1,7,42,4,16,16,"convenience","attention",2,"no",0,"HCV",33,"LF","HF","MF",0,"study",232,2750,1535250,7
1,1,8,42,4,17,17,"aisle","justice",2,"no",0,"HCV",33,"LF","HF","MF",0,"study",233,2750,1538000,7
1,1,1,42,4,18,18,"cupboard","territory",1,"territory",0,"HCV",33,"LF","HF","MF",1,"study",234,62750,1540750,7
1,1,8,42,4,1,5,"apron",NA,2,"no",0,"HCV",33,"LF","HF","MF",0,"test",235,2750,1603500,7
1,1,8,42,4,2,2,"hearth",NA,2,"no",0,"HCV",33,"LF","HF","MF",0,"test",236,2750,1606250,7
1,2,7,42,4,3,1,"nuisance",NA,2,"no",0,"HCV",33,"LF","HF","MF",0,"test",237,2750,1609000,7
1,2,5,42,4,4,9,"attorney",NA,0,"basis",0,"HCV",33,"LF","HF","MF",0,"test",238,2750,1611750,7
1,2,4,42,4,5,3,"summit",NA,1,"century",0,"HCV",33,"LF","HF","MF",1,"test",239,2750,1614500,7
1,1,8,42,4,6,7,"parlor",NA,2,"no",0,"HCV",33,"LF","HF","MF",0,"test",240,2750,1617250,7
1,2,6,42,4,7,4,"nobility",NA,2,"no",0,"HCV",33,"LF","HF","MF",0,"test",241,2750,1620000,7
1,1,4,42,4,8,6,"pickup",NA,2,"no",0,"HCV",33,"LF","HF","MF",0,"test",242,2750,1622750,7
1,2,7,42,4,9,12,"inquiry",NA,0,"attention",0,"HCV",33,"LF","HF","MF",0,"test",243,2750,1625500,7
1,2,2,42,4,10,10,"flexibility",NA,1,"manner",0,"HCV",33,"LF","HF","MF",1,"test",244,2750,1628250,7
1,2,7,42,4,11,11,"illusion",NA,0,"attention",0,"HCV",33,"LF","HF","MF",0,"test",245,2750,1631000,7
1,1,2,42,4,12,13,"talent",NA,2,"no",0,"HCV",33,"LF","HF","MF",0,"test",246,2750,1633750,7
1,2,8,42,4,13,14,"realm",NA,2,"no",0,"HCV",33,"LF","HF","MF",0,"test",247,2750,1636500,7
1,1,1,42,4,14,8,"wrist",NA,1,"activity",0,"HCV",33,"LF","HF","MF",1,"test",248,2750,1639250,7
1,2,1,42,4,15,15,"dealer",NA,2,"no",0,"HCV",33,"LF","HF","MF",0,"test",249,2750,1642000,7
1,1,7,42,4,16,16,"convenience",NA,2,"no",0,"HCV",33,"LF","HF","MF",0,"test",250,2750,1644750,7
1,1,8,42,4,17,17,"aisle",NA,2,"no",0,"HCV",33,"LF","HF","MF",0,"test",251,2750,1647500,7
1,1,1,42,4,18,18,"cupboard",NA,1,"territory",0,"HCV",33,"LF","HF","MF",1,"test",252,92750,1650250,7
1,2,3,42,4,2,1,"penicillin","child",1,"children",0,"LCV",33,"LF","HF","MF",1,"study",253,2750,1743000,8
1,1,8,42,4,14,2,"moose","atom",2,"no",0,"LCV",33,"LF","HF","MF",0,"study",254,2750,1745750,8
1,2,8,42,4,12,3,"moth","behavior",0,"moose",0,"LCV",33,"LF","HF","MF",0,"study",255,2750,1748500,8
1,1,7,42,4,5,4,"memorandum","alcohol",2,"no",0,"LCV",33,"LF","HF","MF",0,"study",256,2750,1751250,8
1,1,3,42,4,8,5,"pudding","income",0,"money",0,"LCV",33,"LF","HF","MF",0,"study",257,2750,1754000,8
1,2,1,42,4,3,6,"proton","hydrogen",1,"hydrogen",0,"LCV",33,"LF","HF","MF",1,"study",258,2750,1756750,8
1,1,8,42,4,16,7,"oxidation","car",2,"no",0,"LCV",33,"LF","HF","MF",0,"study",259,2750,1759500,8
1,2,8,42,4,4,8,"plasma","christmas",2,"no",0,"LCV",33,"LF","HF","MF",0,"study",260,2750,1762250,8
1,1,7,42,4,11,9,"prism","health",2,"no",0,"LCV",33,"LF","HF","MF",0,"study",261,2750,1765000,8
1,2,4,42,4,17,10,"mole","atmosphere",0,"experience",0,"LCV",33,"LF","HF","MF",0,"study",262,2750,1767750,8
1,1,6,42,4,1,11,"polo","clay",2,"no",0,"LCV",33,"LF","HF","MF",0,"study",263,2750,1770500,8
1,1,8,42,4,13,12,"mucus","bird",0,"moose",0,"LCV",33,"LF","HF","MF",0,"study",264,2750,1773250,8
1,2,7,42,4,6,13,"popcorn","climate",0,"qutanmun",0,"LCV",33,"LF","HF","MF",0,"study",265,2750,1776000,8
1,2,7,42,4,10,14,"pulley","insurance",2,"no",0,"LCV",33,"LF","HF","MF",0,"study",266,2750,1778750,8
1,1,8,42,4,15,15,"pharaoh","china",2,"no",0,"LCV",33,"LF","HF","MF",0,"study",267,2750,1781500,8
1,1,8,42,4,7,16,"puppet","journal",2,"no",0,"LCV",33,"LF","HF","MF",0,"study",268,2750,1784250,8
1,2,8,42,4,18,17,"quantum","king",2,"no",0,"LCV",33,"LF","HF","MF",0,"study",269,2750,1787000,8
1,2,7,42,4,9,18,"nicotine","blood",0,"alcohol",0,"LCV",33,"LF","HF","MF",0,"study",270,62750,1789750,8
1,1,6,42,4,1,11,"polo",NA,2,"no",0,"LCV",33,"LF","HF","MF",0,"test",271,2750,1852500,8
1,2,3,42,4,2,1,"penicillin",NA,1,"children",0,"LCV",33,"LF","HF","MF",1,"test",272,2750,1855250,8
1,2,1,42,4,3,6,"proton",NA,1,"hydrogen",0,"LCV",33,"LF","HF","MF",1,"test",273,2750,1858000,8
1,2,8,42,4,4,8,"plasma",NA,2,"no",0,"LCV",33,"LF","HF","MF",0,"test",274,2750,1860750,8
1,1,7,42,4,5,4,"memorandum",NA,2,"no",0,"LCV",33,"LF","HF","MF",0,"test",275,2750,1863500,8
1,2,7,42,4,6,13,"popcorn",NA,0,"qutanmun",0,"LCV",33,"LF","HF","MF",0,"test",276,2750,1866250,8
1,1,8,42,4,7,16,"puppet",NA,2,"no",0,"LCV",33,"LF","HF","MF",0,"test",277,2750,1869000,8
1,1,3,42,4,8,5,"pudding",NA,0,"money",0,"LCV",33,"LF","HF","MF",0,"test",278,2750,1871750,8
1,2,7,42,4,9,18,"nicotine",NA,0,"alcohol",0,"LCV",33,"LF","HF","MF",0,"test",279,2750,1874500,8
1,2,7,42,4,10,14,"pulley",NA,2,"no",0,"LCV",33,"LF","HF","MF",0,"test",280,2750,1877250,8
1,1,7,42,4,11,9,"prism",NA,2,"no",0,"LCV",33,"LF","HF","MF",0,"test",281,2750,1880000,8
1,2,8,42,4,12,3,"moth",NA,0,"moose",0,"LCV",33,"LF","HF","MF",0,"test",282,2750,1882750,8
1,1,8,42,4,13,12,"mucus",NA,0,"moose",0,"LCV",33,"LF","HF","MF",0,"test",283,2750,1885500,8
1,1,8,42,4,14,2,"moose",NA,2,"no",0,"LCV",33,"LF","HF","MF",0,"test",284,2750,1888250,8
1,1,8,42,4,15,15,"pharaoh",NA,2,"no",0,"LCV",33,"LF","HF","MF",0,"test",285,2750,1891000,8
1,1,8,42,4,16,7,"oxidation",NA,2,"no",0,"LCV",33,"LF","HF","MF",0,"test",286,2750,1893750,8
1,2,4,42,4,17,10,"mole",NA,0,"experience",0,"LCV",33,"LF","HF","MF",0,"test",287,2750,1896500,8
1,2,8,42,4,18,17,"quantum",NA,2,"no",0,"LCV",33,"LF","HF","MF",0,"test",288,92750,1899250,8
1,1,1,43,1,17,1,"surgeon","summit",2,"no",1,"HCV",34,"LF","LF","LF",0,"study",1,2750,0,1
1,2,4,43,1,1,2,"guidance","flexibility",1,"flexible",1,"HCV",34,"LF","LF","LF",1,"study",2,2750,2750,1
1,2,6,43,1,2,3,"illusion","hobby",2,"no",1,"HCV",34,"LF","LF","LF",0,"study",3,2750,5500,1
1,2,1,43,1,14,4,"monument","miracle",1,"miracle",1,"HCV",34,"LF","LF","LF",1,"study",4,2750,8250,1
1,1,7,43,1,7,5,"neutrality","navigation",0,"invasion",1,"HCV",34,"LF","LF","LF",0,"study",5,2750,11000,1
1,1,9,43,1,10,6,"hearth","gym",2,"no",1,"HCV",34,"LF","LF","LF",0,"study",6,2750,13750,1
1,2,6,43,1,6,7,"invasion","integration",0,"neurtrality",1,"HCV",34,"LF","LF","LF",0,"study",7,2750,16500,1
1,2,9,43,1,13,8,"nuisance","nobility",2,"no",1,"HCV",34,"LF","LF","LF",0,"study",8,2750,19250,1
1,1,3,43,1,4,9,"inquiry","industrialization",1,"industrialization",1,"HCV",34,"LF","LF","LF",1,"study",9,2750,22000,1
1,1,9,43,1,11,10,"manipulation","invitation",2,"no",1,"HCV",34,"LF","LF","LF",0,"study",10,2750,24750,1
1,1,6,43,1,5,11,"farmland","faculty",1,"faculty",1,"HCV",34,"LF","LF","LF",1,"study",11,2750,27500,1
1,1,4,43,1,3,12,"tragedy","trader",1,"trader",1,"HCV",34,"LF","LF","LF",1,"study",12,2750,30250,1
1,1,7,43,1,15,13,"dominance","disposal",2,"no",1,"HCV",34,"LF","LF","LF",0,"study",13,2750,33000,1
1,2,2,43,1,16,14,"tavern","talent",1,"talent",1,"HCV",34,"LF","LF","LF",1,"study",14,2750,35750,1
1,2,3,43,1,9,15,"emotion","driveway",1,"driveway",1,"HCV",34,"LF","LF","LF",1,"study",15,2750,38500,1
1,2,9,43,1,18,16,"underside","transition",2,"no",1,"HCV",34,"LF","LF","LF",0,"study",16,2750,41250,1
1,2,7,43,1,12,17,"strategy","sensation",2,"no",1,"HCV",34,"LF","LF","LF",0,"study",17,2750,44000,1
1,1,4,43,1,8,18,"wrist","violation",1,"violation",1,"HCV",34,"LF","LF","LF",1,"study",18,62750,46750,1
1,2,4,43,1,1,2,"guidance",NA,1,"flexible",1,"HCV",34,"LF","LF","LF",1,"test",19,2750,109500,1
1,2,6,43,1,2,3,"illusion",NA,2,"no",1,"HCV",34,"LF","LF","LF",0,"test",20,2750,112250,1
1,1,4,43,1,3,12,"tragedy",NA,1,"trader",1,"HCV",34,"LF","LF","LF",1,"test",21,2750,115000,1
1,1,3,43,1,4,9,"inquiry",NA,1,"industrialization",1,"HCV",34,"LF","LF","LF",1,"test",22,2750,117750,1
1,1,6,43,1,5,11,"farmland",NA,1,"faculty",1,"HCV",34,"LF","LF","LF",1,"test",23,2750,120500,1
1,2,6,43,1,6,7,"invasion",NA,0,"neurtrality",1,"HCV",34,"LF","LF","LF",0,"test",24,2750,123250,1
1,1,7,43,1,7,5,"neutrality",NA,0,"invasion",1,"HCV",34,"LF","LF","LF",0,"test",25,2750,126000,1
1,1,4,43,1,8,18,"wrist",NA,1,"violation",1,"HCV",34,"LF","LF","LF",1,"test",26,2750,128750,1
1,2,3,43,1,9,15,"emotion",NA,1,"driveway",1,"HCV",34,"LF","LF","LF",1,"test",27,2750,131500,1
1,1,9,43,1,10,6,"hearth",NA,2,"no",1,"HCV",34,"LF","LF","LF",0,"test",28,2750,134250,1
1,1,9,43,1,11,10,"manipulation",NA,2,"no",1,"HCV",34,"LF","LF","LF",0,"test",29,2750,137000,1
1,2,7,43,1,12,17,"strategy",NA,2,"no",1,"HCV",34,"LF","LF","LF",0,"test",30,2750,139750,1
1,2,9,43,1,13,8,"nuisance",NA,2,"no",1,"HCV",34,"LF","LF","LF",0,"test",31,2750,142500,1
1,2,1,43,1,14,4,"monument",NA,1,"miracle",1,"HCV",34,"LF","LF","LF",1,"test",32,2750,145250,1
1,1,7,43,1,15,13,"dominance",NA,2,"no",1,"HCV",34,"LF","LF","LF",0,"test",33,2750,148000,1
1,2,2,43,1,16,14,"tavern",NA,1,"talent",1,"HCV",34,"LF","LF","LF",1,"test",34,2750,150750,1
1,1,1,43,1,17,1,"surgeon",NA,2,"no",1,"HCV",34,"LF","LF","LF",0,"test",35,2750,153500,1
1,2,9,43,1,18,16,"underside",NA,2,"no",1,"HCV",34,"LF","LF","LF",0,"test",36,92750,156250,1
1,1,1,43,1,8,1,"penicillin","eskimo",2,"no",1,"LCV",34,"LF","LF","LF",0,"study",37,2750,249000,2
1,2,6,43,1,9,2,"tailor","sediment",0,"immune",1,"LCV",34,"LF","LF","LF",0,"study",38,2750,251750,2
1,1,2,43,1,15,3,"proton","urine",1,"urine",1,"LCV",34,"LF","LF","LF",1,"study",39,2750,254500,2
1,1,7,43,1,10,4,"tubing","torque",2,"no",1,"LCV",34,"LF","LF","LF",0,"study",40,2750,257250,2
1,2,9,43,1,11,5,"turbine","inca",2,"no",1,"LCV",34,"LF","LF","LF",0,"study",41,2750,260000,2
1,2,1,43,1,3,6,"prism","ballet",1,"ballet",1,"LCV",34,"LF","LF","LF",1,"study",42,2750,262750,2
1,1,1,43,1,16,7,"sheriff","pudding",1,"pudding",1,"LCV",34,"LF","LF","LF",1,"study",43,2750,265500,2
1,2,1,43,1,17,8,"nicotine","puppet",2,"no",1,"LCV",34,"LF","LF","LF",0,"study",44,2750,268250,2
1,2,9,43,1,12,9,"carburetor","camel",2,"no",1,"LCV",34,"LF","LF","LF",0,"study",45,2750,271000,2
1,1,4,43,1,13,10,"crocodile","cashier",2,"no",1,"LCV",34,"LF","LF","LF",0,"study",46,2750,273750,2
1,2,6,43,1,6,11,"fermentation","equity",2,"no",1,"LCV",34,"LF","LF","LF",0,"study",47,2750,276500,2
1,1,5,43,1,1,12,"oxidation","habitat",1,"habitat",1,"LCV",34,"LF","LF","LF",1,"study",48,2750,279250,2
1,2,5,43,1,2,13,"plasma","iris",1,"iris",1,"LCV",34,"LF","LF","LF",1,"study",49,2750,282000,2
1,1,4,43,1,18,14,"intake","recipe",1,"recipe",1,"LCV",34,"LF","LF","LF",1,"study",50,2750,284750,2
1,2,6,43,1,14,15,"colt","soccer",1,"soccer",1,"LCV",34,"LF","LF","LF",1,"study",51,2750,287500,2
1,2,6,43,1,4,16,"cartilage","cortex",1,"cortex",1,"LCV",34,"LF","LF","LF",1,"study",52,2750,290250,2
1,1,9,43,1,5,17,"creditor","capsule",2,"no",1,"LCV",34,"LF","LF","LF",0,"study",53,2750,293000,2
1,1,5,43,1,7,18,"shoemaker","immunity",0,"immune",1,"LCV",34,"LF","LF","LF",0,"study",54,62750,295750,2
1,1,5,43,1,1,12,"oxidation",NA,1,"habitat",1,"LCV",34,"LF","LF","LF",1,"test",55,2750,358500,2
1,2,5,43,1,2,13,"plasma",NA,1,"iris",1,"LCV",34,"LF","LF","LF",1,"test",56,2750,361250,2
1,2,1,43,1,3,6,"prism",NA,1,"ballet",1,"LCV",34,"LF","LF","LF",1,"test",57,2750,364000,2
1,2,6,43,1,4,16,"cartilage",NA,1,"cortex",1,"LCV",34,"LF","LF","LF",1,"test",58,2750,366750,2
1,1,9,43,1,5,17,"creditor",NA,2,"no",1,"LCV",34,"LF","LF","LF",0,"test",59,2750,369500,2
1,2,6,43,1,6,11,"fermentation",NA,2,"no",1,"LCV",34,"LF","LF","LF",0,"test",60,2750,372250,2
1,1,5,43,1,7,18,"shoemaker",NA,0,"immune",1,"LCV",34,"LF","LF","LF",0,"test",61,2750,375000,2
1,1,1,43,1,8,1,"penicillin",NA,2,"no",1,"LCV",34,"LF","LF","LF",0,"test",62,2750,377750,2
1,2,6,43,1,9,2,"tailor",NA,0,"immune",1,"LCV",34,"LF","LF","LF",0,"test",63,2750,380500,2
1,1,7,43,1,10,4,"tubing",NA,2,"no",1,"LCV",34,"LF","LF","LF",0,"test",64,2750,383250,2
1,2,9,43,1,11,5,"turbine",NA,2,"no",1,"LCV",34,"LF","LF","LF",0,"test",65,2750,386000,2
1,2,9,43,1,12,9,"carburetor",NA,2,"no",1,"LCV",34,"LF","LF","LF",0,"test",66,2750,388750,2
1,1,4,43,1,13,10,"crocodile",NA,2,"no",1,"LCV",34,"LF","LF","LF",0,"test",67,2750,391500,2
1,2,6,43,1,14,15,"colt",NA,1,"soccer",1,"LCV",34,"LF","LF","LF",1,"test",68,2750,394250,2
1,1,2,43,1,15,3,"proton",NA,1,"urine",1,"LCV",34,"LF","LF","LF",1,"test",69,2750,397000,2
1,1,1,43,1,16,7,"sheriff",NA,1,"pudding",1,"LCV",34,"LF","LF","LF",1,"test",70,2750,399750,2
1,2,1,43,1,17,8,"nicotine",NA,2,"no",1,"LCV",34,"LF","LF","LF",0,"test",71,2750,402500,2
1,1,4,43,1,18,14,"intake",NA,1,"recipe",1,"LCV",34,"LF","LF","LF",1,"test",72,92750,405250,2
1,1,3,43,2,12,1,"danger","condition",2,"no",1,"HCV",34,"HF","HF","HF",0,"study",73,2750,498000,3
1,2,3,43,2,13,2,"height","hall",1,"hallway",1,"HCV",34,"HF","HF","HF",1,"study",74,2750,500750,3
1,2,2,43,2,14,3,"mile","member",2,"no",1,"HCV",34,"HF","HF","HF",0,"study",75,2750,503500,3
1,2,4,43,2,8,4,"importance","idea",2,"no",1,"HCV",34,"HF","HF","HF",0,"study",76,2750,506250,3
1,2,5,43,2,15,5,"expression","event",2,"no",1,"HCV",34,"HF","HF","HF",0,"study",77,2750,509000,3
1,1,6,43,2,4,6,"month","moment",2,"no",1,"HCV",34,"HF","HF","HF",0,"study",78,2750,511750,3
1,1,4,43,2,1,7,"generation","fact",2,"no",1,"HCV",34,"HF","HF","HF",0,"study",79,2750,514500,3
1,2,4,43,2,2,8,"strength","source",1,"source",1,"HCV",34,"HF","HF","HF",1,"study",80,2750,517250,3
1,1,6,43,2,17,9,"meal","manner",2,"no",1,"HCV",34,"HF","HF","HF",0,"study",81,2750,520000,3
1,1,7,43,2,16,10,"territory","sunlight",1,"sunlight",1,"HCV",34,"HF","HF","HF",1,"study",82,2750,522750,3
1,1,1,43,2,5,11,"hour","history",2,"no",1,"HCV",34,"HF","HF","HF",0,"study",83,2750,525500,3
1,1,6,43,2,18,12,"justice","influence",2,"no",1,"HCV",34,"HF","HF","HF",0,"study",84,2750,528250,3
1,2,1,43,2,10,13,"today","thing",1,"thing",1,"HCV",34,"HF","HF","HF",1,"study",85,2750,531000,3
1,1,6,43,2,9,14,"truth","transportation",2,"no",1,"HCV",34,"HF","HF","HF",0,"study",86,2750,533750,3
1,2,1,43,2,6,15,"variety","university",1,"university",1,"HCV",34,"HF","HF","HF",1,"study",87,2750,536500,3
1,1,5,43,2,11,16,"youth","wealth",1,"wealth",1,"HCV",34,"HF","HF","HF",1,"study",88,2750,539250,3
1,2,4,43,2,3,17,"chapter","century",1,"century",1,"HCV",34,"HF","HF","HF",1,"study",89,2750,542000,3
1,2,5,43,2,7,18,"death","daughter",1,"daughter",1,"HCV",34,"HF","HF","HF",1,"study",90,62750,544750,3
1,1,4,43,2,1,7,"generation",NA,2,"no",1,"HCV",34,"HF","HF","HF",0,"test",91,2750,607500,3
1,2,4,43,2,2,8,"strength",NA,1,"source",1,"HCV",34,"HF","HF","HF",1,"test",92,2750,610250,3
1,2,4,43,2,3,17,"chapter",NA,1,"century",1,"HCV",34,"HF","HF","HF",1,"test",93,2750,613000,3
1,1,6,43,2,4,6,"month",NA,2,"no",1,"HCV",34,"HF","HF","HF",0,"test",94,2750,615750,3
1,1,1,43,2,5,11,"hour",NA,2,"no",1,"HCV",34,"HF","HF","HF",0,"test",95,2750,618500,3
1,2,1,43,2,6,15,"variety",NA,1,"university",1,"HCV",34,"HF","HF","HF",1,"test",96,2750,621250,3
1,2,5,43,2,7,18,"death",NA,1,"daughter",1,"HCV",34,"HF","HF","HF",1,"test",97,2750,624000,3
1,2,4,43,2,8,4,"importance",NA,2,"no",1,"HCV",34,"HF","HF","HF",0,"test",98,2750,626750,3
1,1,6,43,2,9,14,"truth",NA,2,"no",1,"HCV",34,"HF","HF","HF",0,"test",99,2750,629500,3
1,2,1,43,2,10,13,"today",NA,1,"thing",1,"HCV",34,"HF","HF","HF",1,"test",100,2750,632250,3
1,1,5,43,2,11,16,"youth",NA,1,"wealth",1,"HCV",34,"HF","HF","HF",1,"test",101,2750,635000,3
1,1,3,43,2,12,1,"danger",NA,2,"no",1,"HCV",34,"HF","HF","HF",0,"test",102,2750,637750,3
1,2,3,43,2,13,2,"height",NA,1,"hallway",1,"HCV",34,"HF","HF","HF",1,"test",103,2750,640500,3
1,2,2,43,2,14,3,"mile",NA,2,"no",1,"HCV",34,"HF","HF","HF",0,"test",104,2750,643250,3
1,2,5,43,2,15,5,"expression",NA,2,"no",1,"HCV",34,"HF","HF","HF",0,"test",105,2750,646000,3
1,1,7,43,2,16,10,"territory",NA,1,"sunlight",1,"HCV",34,"HF","HF","HF",1,"test",106,2750,648750,3
1,1,6,43,2,17,9,"meal",NA,2,"no",1,"HCV",34,"HF","HF","HF",0,"test",107,2750,651500,3
1,1,6,43,2,18,12,"justice",NA,2,"no",1,"HCV",34,"HF","HF","HF",0,"test",108,92750,654250,3
1,2,1,43,2,6,1,"oxygen","tube",1,"tube",1,"LCV",34,"HF","HF","HF",1,"study",109,2750,747000,4
1,1,1,43,2,16,2,"king","equator",1,"equator",1,"LCV",34,"HF","HF","HF",1,"study",110,2750,749750,4
1,2,1,43,2,4,3,"pond","grandfather",1,"grandfather",1,"LCV",34,"HF","HF","HF",1,"study",111,2750,752500,4
1,1,4,43,2,3,4,"emperor","environment",0,"equator",1,"LCV",34,"HF","HF","HF",0,"study",112,2750,755250,4
1,1,2,43,2,2,5,"colony","wool",0,"cotton",1,"LCV",34,"HF","HF","HF",0,"study",113,2750,758000,4
1,2,3,43,2,8,6,"element","tissue",2,"no",1,"LCV",34,"HF","HF","HF",0,"study",114,2750,760750,4
1,2,3,43,2,9,7,"planet","atmosphere",1,"atmosphere",1,"LCV",34,"HF","HF","HF",1,"study",115,2750,763500,4
1,1,7,43,2,5,8,"column","insurance",2,"no",1,"LCV",34,"HF","HF","HF",0,"study",116,2750,766250,4
1,1,5,43,2,12,9,"theory","policy",2,"no",1,"LCV",34,"HF","HF","HF",0,"study",117,2750,769000,4
1,1,2,43,2,10,10,"ocean","electron",0,"element",1,"LCV",34,"HF","HF","HF",0,"study",118,2750,771750,4
1,1,6,43,2,17,11,"percent","electricity",2,"no",1,"LCV",34,"HF","HF","HF",0,"study",119,2750,774500,4
1,2,4,43,2,7,12,"slavery","temperature",1,"temperature",1,"LCV",34,"HF","HF","HF",1,"study",120,2750,777250,4
1,2,7,43,2,15,13,"constitution","congress",2,"no",1,"LCV",34,"HF","HF","HF",0,"study",121,2750,780000,4
1,2,4,43,2,11,14,"hydrogen","reaction",1,"reaction",1,"LCV",34,"HF","HF","HF",1,"study",122,2750,782750,4
1,1,6,43,2,13,15,"organism","income",2,"no",1,"LCV",34,"HF","HF","HF",0,"study",123,2750,785500,4
1,2,3,43,2,14,16,"dad","customer",2,"no",1,"LCV",34,"HF","HF","HF",0,"study",124,2750,788250,4
1,2,2,43,2,18,17,"behavior","committee",2,"no",1,"LCV",34,"HF","HF","HF",0,"study",125,2750,791000,4
1,1,4,43,2,1,18,"fig","employee",1,"employee",1,"LCV",34,"HF","HF","HF",1,"study",126,62750,793750,4
1,1,4,43,2,1,18,"fig",NA,1,"employee",1,"LCV",34,"HF","HF","HF",1,"test",127,2750,856500,4
1,1,2,43,2,2,5,"colony",NA,0,"cotton",1,"LCV",34,"HF","HF","HF",0,"test",128,2750,859250,4
1,1,4,43,2,3,4,"emperor",NA,0,"equator",1,"LCV",34,"HF","HF","HF",0,"test",129,2750,862000,4
1,2,1,43,2,4,3,"pond",NA,1,"grandfather",1,"LCV",34,"HF","HF","HF",1,"test",130,2750,864750,4
1,1,7,43,2,5,8,"column",NA,2,"no",1,"LCV",34,"HF","HF","HF",0,"test",131,2750,867500,4
1,2,1,43,2,6,1,"oxygen",NA,1,"tube",1,"LCV",34,"HF","HF","HF",1,"test",132,2750,870250,4
1,2,4,43,2,7,12,"slavery",NA,1,"temperature",1,"LCV",34,"HF","HF","HF",1,"test",133,2750,873000,4
1,2,3,43,2,8,6,"element",NA,2,"no",1,"LCV",34,"HF","HF","HF",0,"test",134,2750,875750,4
1,2,3,43,2,9,7,"planet",NA,1,"atmosphere",1,"LCV",34,"HF","HF","HF",1,"test",135,2750,878500,4
1,1,2,43,2,10,10,"ocean",NA,0,"element",1,"LCV",34,"HF","HF","HF",0,"test",136,2750,881250,4
1,2,4,43,2,11,14,"hydrogen",NA,1,"reaction",1,"LCV",34,"HF","HF","HF",1,"test",137,2750,884000,4
1,1,5,43,2,12,9,"theory",NA,2,"no",1,"LCV",34,"HF","HF","HF",0,"test",138,2750,886750,4
1,1,6,43,2,13,15,"organism",NA,2,"no",1,"LCV",34,"HF","HF","HF",0,"test",139,2750,889500,4
1,2,3,43,2,14,16,"dad",NA,2,"no",1,"LCV",34,"HF","HF","HF",0,"test",140,2750,892250,4
1,2,7,43,2,15,13,"constitution",NA,2,"no",1,"LCV",34,"HF","HF","HF",0,"test",141,2750,895000,4
1,1,1,43,2,16,2,"king",NA,1,"equator",1,"LCV",34,"HF","HF","HF",1,"test",142,2750,897750,4
1,1,6,43,2,17,11,"percent",NA,2,"no",1,"LCV",34,"HF","HF","HF",0,"test",143,2750,900500,4
1,2,2,43,2,18,17,"behavior",NA,2,"no",1,"LCV",34,"HF","HF","HF",0,"test",144,92750,903250,4
1,2,1,43,3,13,1,"appearance","attorney",2,"no",1,"HCV",34,"HF","LF","MF",0,"study",145,2750,996000,5
1,1,2,43,3,11,2,"basis","conspiracy",2,"no",1,"HCV",34,"HF","LF","MF",0,"study",146,2750,998750,5
1,2,3,43,3,14,3,"attention","cafeteria",2,"no",1,"HCV",34,"HF","LF","MF",0,"study",147,2750,1001500,5
1,1,2,43,3,4,4,"attitude","chaos",2,"no",1,"HCV",34,"HF","LF","MF",0,"study",148,2750,1004250,5
1,2,5,43,3,18,5,"addition","apron",2,"no",1,"HCV",34,"HF","LF","MF",0,"study",149,2750,1007000,5
1,2,6,43,3,3,6,"breath","construct",2,"no",1,"HCV",34,"HF","LF","MF",0,"study",150,2750,1009750,5
1,1,4,43,3,15,7,"kitchen","convenience",1,"convenience",1,"HCV",34,"HF","LF","MF",1,"study",151,2750,1012500,5
1,2,5,43,3,5,8,"knowledge","corridor",2,"no",1,"HCV",34,"HF","LF","MF",0,"study",152,2750,1015250,5
1,1,2,43,3,6,9,"length","cupboard",0,"cabnet",1,"HCV",34,"HF","LF","MF",0,"study",153,2750,1018000,5
1,2,1,43,3,7,10,"location","dealer",0,"burial",1,"HCV",34,"HF","LF","MF",0,"study",154,2750,1020750,5
1,1,6,43,3,16,11,"loss","diagnosis",2,"no",1,"HCV",34,"HF","LF","MF",0,"study",155,2750,1023500,5
1,2,2,43,3,9,12,"majority","disability",1,"disability",1,"HCV",34,"HF","LF","MF",1,"study",156,2750,1026250,5
1,1,6,43,3,8,13,"ability","abdomen",2,"no",1,"HCV",34,"HF","LF","MF",0,"study",157,2750,1029000,5
1,2,7,43,3,10,14,"authority","conjunction",2,"no",1,"HCV",34,"HF","LF","MF",0,"study",158,2750,1031750,5
1,1,3,43,3,12,15,"area","burial",2,"no",1,"HCV",34,"HF","LF","MF",0,"study",159,2750,1034500,5
1,1,1,43,3,17,16,"activity","aisle",2,"no",1,"HCV",34,"HF","LF","MF",0,"study",160,2750,1037250,5
1,1,5,43,3,1,17,"afternoon","attachment",2,"no",1,"HCV",34,"HF","LF","MF",0,"study",161,2750,1040000,5
1,2,2,43,3,2,18,"action","agony",0,"mood",1,"HCV",34,"HF","LF","MF",0,"study",162,62750,1042750,5
1,1,5,43,3,1,17,"afternoon",NA,2,"no",1,"HCV",34,"HF","LF","MF",0,"test",163,2750,1105500,5
1,2,2,43,3,2,18,"action",NA,0,"mood",1,"HCV",34,"HF","LF","MF",0,"test",164,2750,1108250,5
