,Unnamed: 0,subject,stim1,stim2,procedure,trial,source,rep,rep_prioritem1,rep_prioritem,rep_prioritem2,rep_prioritem3,rep_consec_value,rep_consec_lab,condition,word1,word2,correct_resp,acc_resp,rt,acc,stim2.x,stim2.y,studied,studied1,duration,onset,list,epiname,epiA,epiB,epiS,list.semA,list.semB,relatedNode,retrievedName,sameNode,stim1.semA,stim1.semB,stim2.semA,stim2.semB,wmAvailable,wmSpent,acc_pred
155,1034,6,cattle,nan,test,156,original,weak,1.0,1.0,3.0,1.0,-0.5,weak1,rep5and5,cattle,dress,2.0,1.0,1165.0,1.0,dress,dress,studied (hits),studied (hits),1165,542.709,context1,context1.cattle.nan.,1.7258211329146964,0.6736124502250889,0.0,1.0,0.9870115024696965,True,context1.cattle.dress.,False,1.0,0.7867643838037013,0.0,0.0,3.0,0.7775793002001505,0.8684190507023206
157,1036,6,tone,nan,test,158,original,strong,1.0,1.0,3.0,3.0,-0.5,weak1,rep5and5,tone,notice,2.0,1.0,1939.0,1.0,notice,notice,studied (hits),studied (hits),1939,545.62,context1,context1.tone.nan.,1.6113003889618347,0.5894430204153528,0.0,1.0,0.9922139288169527,True,context1.tone.notice.,False,1.0,0.7689094548061013,0.0,0.0,2.8765605904232894,0.8054471947569504,0.8319580139034974
158,1037,6,index,nan,test,159,original,strong,1.0,1.0,1.0,5.0,-1.5,weak2,rep5and5,index,base,2.0,1.0,1211.0,1.0,base,base,studied (hits),studied (hits),1211,547.559,context1,context1.index.nan.,1.7496912966185358,0.6048488417381681,0.0,1.0,0.9921648458079728,True,context1.index.base.,False,1.0,0.7332453984011035,0.0,0.0,3.0,0.8304171618956842,0.8752730793902522
159,1038,6,index,nan,test,160,original,strong,1.0,1.0,1.0,5.0,-1.5,weak2,rep5and5,index,base,2.0,1.0,1211.0,1.0,base,base,studied (hits),studied (hits),1211,548.77,context1,context1.index.nan.,1.3630027751933715,0.6045165005703229,0.0,1.0,0.9945380690094681,True,context1.index.base.,False,1.0,0.917992436691425,0.0,0.0,3.0,0.06766037008799765,0.7328630137521916
162,1041,6,duty,nan,test,163,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,duty,patient,2.0,6.0,1638.0,0.0,patient,patient,studied (hits),studied (hits),1638,555.1039999999999,context1,context1.duty.nan.,0.8959779366454814,0.2360161164134291,0.0,1.0,0.9940170353762456,True,context1.duty.patient.,False,1.0,0.5604461939352812,0.0,0.0,3.0,1.2728166896876385,0.49248649860854193
163,1042,6,coffee,nan,test,164,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,coffee,belief,2.0,6.0,1818.0,0.0,belief,belief,studied (hits),studied (hits),1818,556.742,context1,context1.coffee.nan.,0.9880722141047982,0.26854796394006286,0.0,1.0,0.9946197438820094,True,context1.coffee.belief.,False,1.0,0.561128701032312,0.0,0.0,3.0,1.3778185587927596,0.5427777395462463
164,1043,6,wine,nan,test,165,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,wine,fig,2.0,1.0,1429.0,1.0,fig,fig,studied (hits),studied (hits),1429,558.56,context1,context1.wine.nan.,1.075076355950034,0.27276574892075234,0.0,1.0,0.9945774278384865,True,context1.wine.fig.,False,1.0,0.5633113228215458,0.0,0.0,3.0,1.4764439722186053,0.5896808488295011
165,1044,6,solution,nan,test,166,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,solution,lord,2.0,1.0,4725.0,1.0,lord,lord,studied (hits),studied (hits),4725,559.989,context1,context1.solution.nan.,0.0,0.0,0.0,1.0,0.9955381481887702,True,context1.solution.lord.,False,1.0,0.523231073449555,0.0,0.0,2.723916027781468,1.3393068005036346,0.10614476063401612
168,1047,6,store,nan,test,169,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,store,desk,2.0,0.0,4587.0,0.0,desk,desk,studied (hits),studied (hits),4587,568.0129999999999,context1,context1.store.nan.,0.7354844239967104,0.08764701639765303,0.0,1.0,0.9951728650878194,True,context1.store.desk.,False,1.0,0.554759060702724,0.0,0.0,2.8062372557329422,1.2928732693700646,0.4055975530162967
169,1048,6,setting,nan,test,170,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,setting,rock,2.0,6.0,715.0,0.0,rock,rock,studied (hits),studied (hits),715,572.6,context1,context1.setting.nan.,0.9512461450805534,0.27383201687484765,0.0,1.0,0.9911003325689693,True,context1.setting.rock.,False,1.0,0.5474661728918837,0.0,0.0,3.0,1.2872684474366447,0.5227045469968368
170,1049,6,shoulder,nan,test,171,original,weak,1.0,1.0,1.0,5.0,-1.5,weak2,match1and1,shoulder,winter,2.0,0.0,2254.0,0.0,winter,winter,studied (hits),studied (hits),2254,573.3149999999999,context1,context1.shoulder.nan.,0.9316886224316628,0.26317998512159135,0.0,1.0,0.9965788308670965,True,context1.shoulder.winter.,False,1.0,0.5471794697786144,0.0,0.0,2.3133315525632865,1.3125279532101775,0.5120173696337659
171,1050,6,authority,nan,test,172,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,authority,league,2.0,6.0,1876.0,0.0,league,league,studied (hits),studied (hits),1876,575.569,context1,context1.authority.nan.,0.9772119320348862,0.2774330398581814,0.0,1.0,0.9949990034154177,True,context1.authority.league.,False,1.0,0.5491483038143647,0.0,0.0,2.894163599353125,1.3143438226835558,0.5368670267197786
152,1205,7,smile,nan,test,153,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,smile,instance,2.0,6.0,3460.0,0.0,instance,instance,studied (hits),studied (hits),3460,542.93,context1,context1.smile.nan.,0.9475145283031683,0.2672554293293541,0.0,1.0,0.9420027048006574,True,context1.smile.instance.,False,1.0,0.559909572737196,0.0,0.0,3.0,1.3174751826140116,0.5206664350347308
153,1206,7,attorney,nan,test,154,original,strong,1.0,1.0,5.0,1.0,-0.5,weak1,rep5and5,attorney,garden,2.0,1.0,1468.0,1.0,garden,garden,studied (hits),studied (hits),1468,546.39,context1,context1.attorney.nan.,1.654590944333246,0.6253249245122513,0.0,1.0,0.9722307308450021,True,context1.attorney.garden.,False,1.0,0.8027060886676485,0.0,0.0,3.0,0.7704156343070383,0.8464406434744518
154,1207,7,kid,nan,test,155,original,weak,1.0,1.0,5.0,1.0,-0.5,weak1,match1and1,kid,editor,2.0,6.0,3456.0,0.0,editor,editor,studied (hits),studied (hits),3456,547.858,context1,context1.kid.nan.,0.9889391745161631,0.28079036034981736,0.0,1.0,0.9873917118603621,True,context1.kid.editor.,False,1.0,0.5684742162098901,0.0,0.0,3.0,1.312579393727365,0.5432491929976018
155,1208,7,loss,nan,test,156,original,weak,1.0,1.0,2.0,1.0,-0.5,weak1,match1and1,loss,failure,2.0,1.0,2825.0,1.0,failure,failure,studied (hits),studied (hits),2825,551.314,context1,context1.loss.nan.,0.6880452539235471,0.017740722660659784,0.0,1.0,0.9855383407524526,True,context1.loss.failure.,False,1.0,0.5475479452967665,0.0,0.0,3.0,1.3295666719177897,0.3805915340479691
157,1210,7,clothes,nan,test,158,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,clothes,housing,2.0,1.0,2810.0,1.0,housing,housing,studied (hits),studied (hits),2810,563.342,context1,context1.clothes.nan.,0.0,0.0,0.0,1.0,0.9788450258212665,True,context1.clothes.housing.,False,1.0,0.5235447764442456,0.0,0.0,3.0,1.5686044222644235,0.10614476063401612
158,1211,7,watch,nan,test,159,original,strong,5.0,5.0,1.0,1.0,0.5,strong1,rep5and5,watch,culture,2.0,1.0,1153.0,1.0,culture,culture,studied (hits),studied (hits),1153,566.1519999999999,context1,context1.watch.nan.,1.6580809571569848,0.6183258355756261,0.0,1.0,0.9883560144120872,True,context1.watch.culture.,False,1.0,0.7905174280888997,0.0,0.0,3.0,0.7964175778197435,0.8475710849501261
159,1212,7,bank,nan,test,160,original,weak,1.0,1.0,3.0,1.0,-0.5,weak1,match1and1,bank,roof,2.0,1.0,2050.0,1.0,roof,roof,studied (hits),studied (hits),2050,567.305,context1,context1.bank.nan.,0.9155418887647913,0.2614473708379151,0.0,1.0,0.994411154070512,True,context1.bank.roof.,False,1.0,0.5568383079139838,0.0,0.0,3.0,1.290246731846993,0.5031871670746771
160,1213,7,dust,nan,test,161,original,weak,2.0,2.0,1.0,2.0,0.5,strong1,match1and1,dust,boat,2.0,1.0,2034.0,1.0,boat,boat,studied (hits),studied (hits),2034,569.355,context1,context1.dust.nan.,0.7777954172266395,0.12179206031939965,0.0,1.0,0.9939570243848919,True,context1.dust.boat.,False,1.0,0.5404178428198276,0.0,0.0,3.0,1.3124812333916802,0.4282337572671486
163,1216,7,discussion,nan,test,164,original,weak,1.0,1.0,1.0,4.0,-1.5,weak2,match1and1,discussion,patient,2.0,0.0,7853.0,0.0,patient,patient,studied (hits),studied (hits),7853,583.25,context1,context1.discussion.nan.,0.962691553840586,0.2681001136777605,0.0,1.0,0.9902755829638037,True,context1.discussion.patient.,False,1.0,0.5173842089315703,0.0,0.0,3.0,1.3386729165016398,0.5289518000014557
164,1217,7,arm,nan,test,165,original,strong,1.0,1.0,1.0,3.0,-1.5,weak2,rep5and5,arm,philosophy,2.0,1.0,1634.0,1.0,philosophy,philosophy,studied (hits),studied (hits),1634,591.103,context1,context1.arm.nan.,1.626289740176095,0.5850166743230784,0.0,1.0,0.9865027432681673,True,context1.arm.philosophy.,False,1.0,0.7626834827914889,0.0,0.0,3.0,0.8536204900700828,0.8370690781335797
165,1218,7,commerce,nan,test,166,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,commerce,artist,2.0,6.0,1252.0,0.0,artist,artist,studied (hits),studied (hits),1252,592.737,context1,context1.commerce.nan.,0.9983963512372859,0.22786946180633458,0.0,1.0,0.9938331447523296,True,context1.commerce.artist.,False,1.0,0.4600665851189743,0.0,0.0,3.0,1.4433249168549356,0.5483879152885259
166,1219,7,sight,nan,test,167,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,sight,score,2.0,6.0,3006.0,0.0,score,score,studied (hits),studied (hits),3006,593.989,context1,context1.sight.nan.,0.9394702271167271,0.27136736117720506,0.0,1.0,0.9962116896444644,True,context1.sight.score.,False,1.0,0.5612509564605253,0.0,0.0,2.60835508314512,1.279202053021089,0.5162710783929538
167,1220,7,credit,nan,test,168,original,weak,4.0,4.0,1.0,3.0,0.5,strong1,match1and1,credit,moon,2.0,1.0,1609.0,1.0,moon,moon,studied (hits),studied (hits),1609,596.995,context1,context1.credit.nan.,0.9296027293837099,0.2689144057094361,0.0,1.0,0.9942659317075735,True,context1.credit.moon.,False,1.0,0.5598521979209096,0.0,0.0,3.0,1.2747237804694613,0.5108768919850201
153,1380,8,fashion,nan,test,154,original,weak,1.0,1.0,2.0,1.0,-0.5,weak1,match1and1,fashion,official,2.0,0.0,6950.0,0.0,official,official,studied (hits),studied (hits),6950,541.606,context1,context1.fashion.nan.,0.0,0.0,0.0,1.0,0.9708663799205209,True,context1.fashion.official.,False,1.0,0.5325947690927092,0.0,0.0,3.0,1.343058189062497,0.10614476063401612
155,1382,8,headquarters,nan,test,156,original,strong,4.0,4.0,1.0,1.0,0.5,strong1,rep5and5,headquarters,dice,2.0,1.0,1033.0,1.0,dice,dice,studied (hits),studied (hits),1033,551.3,context1,context1.headquarters.nan.,1.664435476735763,0.6033947505813928,0.0,1.0,0.9851533861058702,True,context1.headquarters.dice.,False,1.0,0.7574749621641848,0.0,0.0,3.0,0.8428911576590379,0.8496151446366604
158,1385,8,enemy,nan,test,159,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,enemy,wheel,2.0,1.0,2041.0,1.0,wheel,wheel,studied (hits),studied (hits),2041,558.308,context1,context1.enemy.nan.,0.7334349009119714,0.07296691600767596,0.0,1.0,0.9914763208536573,True,context1.enemy.wheel.,False,1.0,0.556315908495353,0.0,0.0,3.0,1.2985187420553022,0.4045084009505637
159,1386,8,bottle,nan,test,160,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,bottle,application,2.0,6.0,2356.0,0.0,application,application,studied (hits),studied (hits),2356,560.3489999999999,context1,context1.bottle.nan.,0.8871479063658669,0.18507313808189954,0.0,1.0,0.9931678757299054,True,context1.bottle.application.,False,1.0,0.5583228907487755,0.0,0.0,3.0,1.3614872311508162,0.48765814842135263
161,1388,8,youth,nan,test,162,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,youth,conference,2.0,0.0,7032.0,0.0,conference,conference,studied (hits),studied (hits),7032,566.3629999999999,context1,context1.youth.nan.,0.0,0.0,0.0,1.0,0.9912252103185083,True,context1.youth.conference.,False,1.0,0.5224849961808746,0.0,0.0,3.0,1.3632119746416895,0.10614476063401612
162,1389,8,box,nan,test,163,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,box,loss,2.0,6.0,1298.0,0.0,loss,loss,studied (hits),studied (hits),1298,573.395,context1,context1.box.nan.,0.939590395368969,0.27149919459430116,0.0,1.0,0.9864287210702154,True,context1.box.loss.,False,1.0,0.56288108074141,0.0,0.0,3.0,1.278270255648283,0.5163367534697588
165,1392,8,duty,nan,test,166,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,duty,entrance,2.0,0.0,1867.0,0.0,entrance,entrance,studied (hits),studied (hits),1867,580.712,context1,context1.duty.nan.,0.9408758636529733,0.2631901239770587,0.0,1.0,0.9915508954510024,True,context1.duty.entrance.,False,1.0,0.5570120448585325,0.0,0.0,3.0,1.3284424144461782,0.5170392672465249
167,1394,8,nobody,nan,test,168,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,nobody,text,2.0,6.0,934.0,0.0,text,text,studied (hits),studied (hits),934,585.414,context1,context1.nobody.nan.,0.9135092400156172,0.18421803795445799,0.0,1.0,0.9941197782004366,True,context1.nobody.text.,False,1.0,0.5558656865580215,0.0,0.0,3.0,1.4273288155374324,0.5020753675793597
168,1395,8,telephone,nan,test,169,original,weak,1.0,1.0,3.0,1.0,-0.5,weak1,match1and1,telephone,occasion,2.0,1.0,3532.0,1.0,occasion,occasion,studied (hits),studied (hits),3532,586.348,context1,context1.telephone.nan.,0.9596689839160975,0.27138432895764025,0.0,1.0,0.9970298511250281,True,context1.telephone.occasion.,False,1.0,0.5571063648687369,0.0,0.0,2.3572311844625418,1.3163327779462508,0.52730261809901
171,1398,8,bridge,nan,test,172,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,rep5and5,bridge,governor,2.0,1.0,1154.0,1.0,governor,governor,studied (hits),studied (hits),1154,592.625,context1,context1.bridge.nan.,1.6432976069481828,0.6262029466592546,0.0,1.0,0.9973336396281833,True,context1.bridge.governor.,False,1.0,0.7928167474333707,0.0,0.0,2.8228141868662786,0.7835342368302598,0.8427446875831521
172,1399,8,bridge,nan,test,173,original,strong,1.0,1.0,1.0,1.0,-2.5,weak3,rep5and5,bridge,governor,2.0,1.0,1154.0,1.0,governor,governor,studied (hits),studied (hits),1154,593.779,context1,context1.bridge.nan.,1.3249281808683377,0.6259429860352811,0.0,1.0,0.9975270436453574,True,context1.bridge.governor.,False,1.0,0.9370223750505813,0.0,0.0,3.0,0.06435961500550008,0.7154208661642378
173,1400,8,bridge,nan,test,174,original,strong,1.0,1.0,1.0,1.0,-2.5,weak3,rep5and5,bridge,governor,2.0,1.0,1154.0,1.0,governor,governor,studied (hits),studied (hits),1154,594.933,context1,context1.bridge.nan.,1.2798465943275454,0.6256837486768119,0.0,1.0,0.9976226944299198,True,context1.bridge.governor.,False,1.0,0.9700178098325047,0.0,0.0,3.0,0.014473233529420733,0.6940913226387068
174,1401,8,bridge,nan,test,175,original,strong,1.0,1.0,1.0,1.0,-2.5,weak3,rep5and5,bridge,governor,2.0,1.0,1154.0,1.0,governor,governor,studied (hits),studied (hits),1154,596.087,context1,context1.bridge.nan.,1.267816955913155,0.6254252307776416,0.0,1.0,0.9976826242030536,True,context1.bridge.governor.,False,1.0,0.9804821272720219,0.0,0.0,3.0,0.006080916515722617,0.6882823149109882
175,1402,8,bridge,nan,test,176,original,strong,1.0,1.0,1.0,1.0,-2.5,weak3,rep5and5,bridge,governor,2.0,1.0,1154.0,1.0,governor,governor,studied (hits),studied (hits),1154,597.241,context1,context1.bridge.nan.,1.2630137271268986,0.6251674285614909,0.0,1.0,0.9977269015142802,True,context1.bridge.governor.,False,1.0,0.9851058707999898,0.0,0.0,3.0,0.003512421301936862,0.6859496154130764
176,1403,8,leg,nan,test,177,original,weak,4.0,4.0,1.0,1.0,0.5,strong1,match1and1,leg,task,2.0,6.0,1998.0,0.0,task,task,studied (hits),studied (hits),1998,598.395,context1,context1.leg.nan.,0.9592454921764213,0.2677520959576473,0.0,1.0,0.997762914259104,True,context1.leg.task.,False,1.0,0.5601366335987893,0.0,0.0,3.0,1.3357223542930494,0.5270715134748362
177,1404,8,factor,nan,test,178,original,weak,1.0,1.0,1.0,4.0,-1.5,weak2,match1and1,factor,cutting,2.0,6.0,1165.0,0.0,cutting,cutting,studied (hits),studied (hits),1165,600.393,context1,context1.factor.nan.,1.0121795110873353,0.27297370448508107,0.0,1.0,0.996674254600053,True,context1.factor.cutting.,False,1.0,0.49336088325215327,0.0,0.0,3.0,1.3963208201536803,0.5558625077160481
156,1561,9,faculty,nan,test,157,original,weak,3.0,3.0,1.0,1.0,0.5,strong1,match1and1,faculty,atmosphere,2.0,1.0,4277.0,1.0,atmosphere,atmosphere,studied (hits),studied (hits),4277,545.853,context1,context1.faculty.nan.,1.0411718099078866,0.2596913755920884,0.0,1.0,0.9928156942009215,True,context1.faculty.atmosphere.,False,1.0,0.46474475202113097,0.0,0.0,2.900152523784987,1.520680087754829,0.5715171920565816
158,1563,9,identity,nan,test,159,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,identity,product,2.0,1.0,1842.0,1.0,product,product,studied (hits),studied (hits),1842,552.114,context1,context1.identity.nan.,0.0,0.0,0.0,1.0,0.9908681771975675,True,context1.identity.product.,False,1.0,0.4959074866960327,0.0,0.0,2.936798651231782,1.4623275739841113,0.10614476063401612
159,1564,9,snow,nan,test,160,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,snow,motor,2.0,0.0,1837.0,0.0,motor,motor,studied (hits),studied (hits),1837,553.956,context1,context1.snow.nan.,0.9683279871490388,0.27024375627450015,0.0,1.0,0.9927211937313355,True,context1.snow.motor.,False,1.0,0.555797410373209,0.0,0.0,3.0,1.336777646015111,0.5320258168716266
161,1566,9,mission,nan,test,162,original,weak,1.0,1.0,4.0,1.0,-0.5,weak1,match1and1,mission,post,2.0,1.0,1151.0,1.0,post,post,studied (hits),studied (hits),1151,559.711,context1,context1.mission.nan.,0.9481617315345783,0.2759111941104822,0.0,1.0,0.9897636531590231,True,context1.mission.post.,False,1.0,0.5642374380836407,0.0,0.0,3.0,1.2691448097712246,0.5210199608293155
162,1567,9,spot,nan,test,163,original,weak,3.0,3.0,1.0,1.0,0.5,strong1,match1and1,spot,writer,2.0,6.0,4137.0,0.0,writer,writer,studied (hits),studied (hits),4137,560.862,context1,context1.spot.nan.,0.9450286203955509,0.27174530300292815,0.0,1.0,0.9948784101448597,True,context1.spot.writer.,False,1.0,0.5627386057876417,0.0,0.0,2.6976951902287363,1.2868652677975783,0.5193083935816202
163,1568,9,stone,nan,test,164,original,weak,1.0,1.0,1.0,5.0,-1.5,weak2,match1and1,stone,roof,2.0,6.0,2745.0,0.0,roof,roof,studied (hits),studied (hits),2745,564.999,context1,context1.stone.nan.,0.9535624909358287,0.2787136159277251,0.0,1.0,0.9904021101299736,True,context1.stone.roof.,False,1.0,0.5647473267347652,0.0,0.0,3.0,1.2637283228459484,0.5239693795553285
164,1569,9,library,nan,test,165,original,strong,1.0,1.0,1.0,4.0,-1.5,weak2,rep5and5,library,sample,2.0,1.0,1525.0,1.0,sample,sample,studied (hits),studied (hits),1525,567.744,context1,context1.library.nan.,1.6245247326663135,0.5895429314088593,0.0,1.0,0.9922753780933525,True,context1.library.sample.,False,1.0,0.7668137983601679,0.0,0.0,3.0,0.8261210836853143,0.8364725515356217
165,1570,9,league,nan,test,166,original,weak,1.0,1.0,2.0,2.0,-0.5,weak1,match1and1,league,base,2.0,0.0,4600.0,0.0,base,base,studied (hits),studied (hits),4600,569.269,context1,context1.league.nan.,0.695695276084473,0.02311224160343723,0.0,1.0,0.9950583141502625,True,context1.league.base.,False,1.0,0.5344556980698915,0.0,0.0,3.0,1.323050627180747,0.38459340004358356
167,1572,9,truck,nan,test,168,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,rep5and5,truck,project,2.0,1.0,1130.0,1.0,project,project,studied (hits),studied (hits),1130,575.591,context1,context1.truck.nan.,1.553227298623699,0.5721485703592499,0.0,1.0,0.9946187231498277,True,context1.truck.project.,False,1.0,0.7655520919277714,0.0,0.0,3.0,0.8216992345667601,0.8111950191728242
168,1573,9,truck,nan,test,169,original,strong,1.0,1.0,1.0,1.0,-2.5,weak3,rep5and5,truck,project,2.0,1.0,1130.0,1.0,project,project,studied (hits),studied (hits),1130,576.721,context1,context1.truck.nan.,1.2414357959774116,0.5719235748554101,0.0,1.0,0.9965673402559521,True,context1.truck.project.,False,1.0,0.92910462126262,0.0,0.0,3.0,0.06519736561483515,0.6753794181703124
169,1574,9,truck,nan,test,170,original,strong,1.0,1.0,1.0,1.0,-2.5,weak3,rep5and5,truck,project,2.0,1.0,1130.0,1.0,project,project,studied (hits),studied (hits),1130,577.851,context1,context1.truck.nan.,1.197781003101975,0.5716991607693332,0.0,1.0,0.9970531143342125,True,context1.truck.project.,False,1.0,0.9663926760318524,0.0,0.0,3.0,0.014564804920924075,0.653564644527059
